link_id,queue_id,activity_id,source_type,canonical_url,fetch_url,http_status,content_type,raw_path,text_path,byte_count,text_chars,extraction_status,evidence_status,notes,blocked_original,recovery_note
LI-REC-001,LI-LOGIN-037,7421223494132314112,academic_or_preprint,https://gking.harvard.edu/publication/logistic-regression-in-rare-events-data/,https://gking.harvard.edu/publication/logistic-regression-in-rare-events-data/,200,text/html; charset=utf-8,sources/raw/LI-REC-001_gking-harvard-edu-publication-logistic-regression-in-rare-events-data.html,sources/text/LI-REC-001_gking-harvard-edu-publication-logistic-regression-in-rare-events-data.txt,306090,45717,html_text_extracted,readable,"title_or_text_start=Logistic Regression in Rare Events Data | Gary King Skip to main content
Harvard Universi",https://gking.harvard.edu/files/abs/0s-abs.shtml,Harvard DASH copy of King and Zeng rare-events logistic regression.
LI-REC-002,LI-LOGIN-013,7429434643583725571,academic_or_preprint,https://www.bundesbank.de/resource/blob/704150/b9fa10a16dfff3c98842581253f6d141/472B63F073F071307366337C94F8C870/2003-10-01-dkp-01-data.pdf,https://www.bundesbank.de/resource/blob/704150/b9fa10a16dfff3c98842581253f6d141/472B63F073F071307366337C94F8C870/2003-10-01-dkp-01-data.pdf,200,application/pdf;charset=UTF-8,sources/raw/LI-REC-002_www-bundesbank-de-resource-blob-704150-b9fa10a16dfff3c98842581253f6d141.pdf,sources/text/LI-REC-002_www-bundesbank-de-resource-blob-704150-b9fa10a16dfff3c98842581253f6d141.txt,236649,66084,text_extracted,readable,pages=32,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2793951,"EconStor PDF for Engelmann, Hayden, and Tasche discriminative power paper."
LI-REC-003,LI-LOGIN-013,7429434643583725571,academic_or_preprint,https://tzin.bgu.ac.il/~shalit/Publications/Portfolio%20Risk%20Management%20Using%20The%20Lorenz%20CurveJPM.pdf,https://tzin.bgu.ac.il/~shalit/Publications/Portfolio%20Risk%20Management%20Using%20The%20Lorenz%20CurveJPM.pdf,200,application/pdf,sources/raw/LI-REC-003_tzin-bgu-ac-il-shalit-publications-portfolio-20risk-20management-20using.pdf,sources/text/LI-REC-003_tzin-bgu-ac-il-shalit-publications-portfolio-20risk-20management-20using.txt,976288,81547,text_extracted,readable,pages=8,https://www.researchgate.net/publication/228906308_Portfolio_Risk_Management_Using_the_Lorenz_Curve,Author-hosted PDF for Portfolio Risk Management Using the Lorenz Curve.
LI-REC-004,LI-LOGIN-060,7140373482889961472,academic_or_preprint,https://pdfs.semanticscholar.org/e12b/afcfe7b29cb6af7bae5f5615770712272f8c.pdf,https://pdfs.semanticscholar.org/e12b/afcfe7b29cb6af7bae5f5615770712272f8c.pdf,200,application/pdf,sources/raw/LI-REC-004_pdfs-semanticscholar-org-e12b-afcfe7b29cb6af7bae5f5615770712272f8c-pdf.pdf,sources/text/LI-REC-004_pdfs-semanticscholar-org-e12b-afcfe7b29cb6af7bae5f5615770712272f8c-pdf.txt,2046057,78373,text_extracted,readable,pages=11,https://www.hindawi.com/journals/jmath/2013/848271/,Hindawi direct PDF for Metric Divergence Measures and Information Value in Credit Scoring.
LI-REC-005,LI-LOGIN-075,7117177687510233088,academic_or_preprint,https://cdn.aaai.org/KDD/1998/KDD98-015.pdf,https://cdn.aaai.org/KDD/1998/KDD98-015.pdf,200,application/pdf,sources/raw/LI-REC-005_cdn-aaai-org-kdd-1998-kdd98-015-pdf.pdf,sources/text/LI-REC-005_cdn-aaai-org-kdd-1998-kdd98-015-pdf.txt,62228,29737,text_extracted,readable,pages=4,https://aaai.org/papers/00101-KDD98-015-interpretable-boosted-naive-bayes-classification/,AAAI CDN PDF for Interpretable Boosted Naive Bayes Classification.
LI-REC-006,LI-LOGIN-048,7386904709726797824,academic_or_preprint,https://www.reacfin.com/wp-content/uploads/2016/12/2023-07-26-XAI-Conference-Cost-of-explainability-with-credit-scoring-JDE-presentation-v2.0-2.pdf,https://www.reacfin.com/wp-content/uploads/2016/12/2023-07-26-XAI-Conference-Cost-of-explainability-with-credit-scoring-JDE-presentation-v2.0-2.pdf,200,application/pdf,sources/raw/LI-REC-006_www-reacfin-com-wp-content-uploads-2016-12-2023-07-26-xai-conference-cos.pdf,sources/text/LI-REC-006_www-reacfin-com-wp-content-uploads-2016-12-2023-07-26-xai-conference-cos.txt,1838288,35931,text_extracted,readable,pages=25,https://scholar.google.fr/citations?view_op=view_citation&hl=fr&user=S9OI0xUAAAAJ&citation_for_view=S9OI0xUAAAAJ:2osOgNQ5qMEC,Public presentation for Cost of Explainability in AI: An Example with Credit Scoring Models.
LI-REC-007,LI-LOGIN-013,7429434643583725571,web_source,https://datascience.stackexchange.com/questions/134389/stackprinter?service=datascience.stackexchange&language=en&hideAnswers=false&width=700,https://datascience.stackexchange.com/questions/134389/stackprinter?service=datascience.stackexchange&language=en&hideAnswers=false&width=700,403,text/html; charset=UTF-8,,,5900,0,fetch_blocked_or_missing,blocked,Forbidden,https://datascience.stackexchange.com/questions/134389/is-class-imbalance-really-a-problem-in-machine-learning,StackPrinter attempt for class imbalance discussion.
