queue_id,activity_id,post_url,capture_status,final_url,rendered_text_path,html_path,screenshot_path,body_text_chars,comment_blocks,comment_link_count,expand_clicks,error
LI-LOGIN-048,7282429540482568193,https://www.linkedin.com/feed/update/urn:li:activity:7282429540482568193/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7282429540482568193/,rendered_text\7282429540482568193.txt,rendered_html\7282429540482568193.html,,5621,8,61,0,
LI-LOGIN-049,7272626194091552768,https://www.linkedin.com/feed/update/urn:li:activity:7272626194091552768/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7272626194091552768/,rendered_text\7272626194091552768.txt,rendered_html\7272626194091552768.html,,4778,9,65,0,
LI-LOGIN-050,7259829440568836097,https://www.linkedin.com/feed/update/urn:li:activity:7259829440568836097/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7259829440568836097/,rendered_text\7259829440568836097.txt,rendered_html\7259829440568836097.html,,1944,0,32,0,
LI-LOGIN-051,7254740864336285696,https://www.linkedin.com/feed/update/urn:li:activity:7254740864336285696/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7254740864336285696/,rendered_text\7254740864336285696.txt,rendered_html\7254740864336285696.html,,2105,1,34,0,
LI-LOGIN-052,7252204203853443072,https://www.linkedin.com/feed/update/urn:li:activity:7252204203853443072/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7252204203853443072/,rendered_text\7252204203853443072.txt,rendered_html\7252204203853443072.html,,3112,4,41,0,
LI-LOGIN-053,7247130806010187776,https://www.linkedin.com/feed/update/urn:li:activity:7247130806010187776/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7247130806010187776/,rendered_text\7247130806010187776.txt,rendered_html\7247130806010187776.html,,3963,2,41,0,
LI-LOGIN-054,7242057402705993728,https://www.linkedin.com/feed/update/urn:li:activity:7242057402705993728/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7242057402705993728/,rendered_text\7242057402705993728.txt,rendered_html\7242057402705993728.html,,4951,4,46,0,
LI-LOGIN-055,7239520617035640833,https://www.linkedin.com/feed/update/urn:li:activity:7239520617035640833/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7239520617035640833/,rendered_text\7239520617035640833.txt,rendered_html\7239520617035640833.html,,10301,21,105,100,
LI-LOGIN-056,7234084801039790080,https://www.linkedin.com/feed/update/urn:li:activity:7234084801039790080/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7234084801039790080/,rendered_text\7234084801039790080.txt,rendered_html\7234084801039790080.html,,2722,1,36,0,
LI-LOGIN-057,7229369908193579009,https://www.linkedin.com/feed/update/urn:li:activity:7229369908193579009/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7229369908193579009/,rendered_text\7229369908193579009.txt,rendered_html\7229369908193579009.html,,5269,6,61,0,
