method,method_display,mean_regret,std_regret,median_regret,q25_regret,q75_regret,min_regret,max_regret,n_observations,improvement_vs_two_stage_pct,auditability_score,wilcoxon_vs_two_stage_statistic,wilcoxon_vs_two_stage_pvalue,wilcoxon_alternative,coverage_90,coverage_95,avg_width_90,min_grade_coverage_90
spo_plus,SPO+,0.1223785577521161,0.04714589283352044,0.11856086179614067,0.08803866244852543,0.15105815790593624,0.009624835103750229,0.33324453700333834,5000,57.6590045195108,1.0,12489074.0,0.0,two_stage > method,,,,
rfyl,RFYL,0.1254046659517844,0.048365359358364106,0.1201284509152174,0.08992988569661975,0.15593803860247135,0.0159279964864254,0.3329601064324379,5000,56.612020187352115,1.0,12480238.0,0.0,two_stage > method,,,,
cave,CaVE,0.1281086149948951,0.048808882411719975,0.1229889914393425,0.092578268609941,0.15891455579549074,0.016376525163650513,0.36469806684181094,5000,55.67649769565711,1.0,12479200.0,0.0,two_stage > method,,,,
pairwise_ltr,Pairwise LTR,0.2242441021240662,0.07521757545616668,0.21707560867071152,0.16938352910801768,0.27193356258794665,0.03208952769637108,0.5812446419149637,5000,22.41517914805266,1.0,10352788.0,0.0,two_stage > method,,,,
two_stage,Two-stage Ridge,0.2890308953295593,0.08459534166233122,0.28171494230628014,0.2279628305695951,0.3420187714509666,0.07868288829922676,0.6356117315590382,5000,0.0,1.0,,,baseline,,,,
pfyl_mul,PFYL-Mul,0.7297965469065893,0.15601281383279497,0.7200621472438797,0.6211186817963608,0.8331397811416537,0.22291632369160652,1.3589674662798643,5000,-152.49776310227386,1.0,466.0,1.0,two_stage > method,,,,
crpto_robust,CRPTO robust,0.9105848065150461,0.19409239246457696,0.906894788146019,0.7764009147649631,1.0431442712433636,0.2977330479770899,1.717089667916298,5000,-215.04756725965296,3.0,10.0,1.0,two_stage > method,0.9293384235866059,0.9623395902033092,0.764155715329014,0.9003509420022164
