method,method_display,mean_regret,std_regret,median_regret,q25_regret,q75_regret,min_regret,max_regret,n_observations,improvement_vs_two_stage_pct,auditability_score,wilcoxon_vs_two_stage_statistic,wilcoxon_vs_two_stage_pvalue,wilcoxon_alternative,coverage_90,coverage_95,avg_width_90,min_grade_coverage_90
spo_plus,SPO+,0.18394747993009514,0.061035624836017995,0.179713673889637,0.14138573314994574,0.2216418960597366,0.038092564791440964,0.4156988556496799,1000,48.628429819082875,1.0,498606.0,4.80019650921914e-163,two_stage > method,,,,
two_stage,Two-stage Ridge,0.35807252877139034,0.10274736991391424,0.3512137042125687,0.2849451624788344,0.4285072763450444,0.08942202478647232,0.6891158074140549,1000,0.0,1.0,,,baseline,,,,
crpto_robust,CRPTO robust,0.9179279591182531,0.19389824413291798,0.9174508512951434,0.7860851497389376,1.0505854415532667,0.39456573966890574,1.484108954668045,1000,-156.35252184921856,3.0,37.0,1.0,two_stage > method,0.9293384235866059,0.9623395902033092,0.764155715329014,0.9003509420022164
