timestamp,gpu_util,memory_used_mb,memory_total_mb,power_draw_w
2026/04/05 17:35:13.356,1.0,4025.0,10240.0,44.04
2026/04/05 17:35:14.522,1.0,4031.0,10240.0,101.09
2026/04/05 17:35:15.767,0.0,4030.0,10240.0,101.28
2026/04/05 17:35:28.099,6.0,4098.0,10240.0,35.21
2026/04/05 17:35:37.275,1.0,4075.0,10240.0,114.05
2026/04/05 17:35:48.160,0.0,4044.0,10240.0,106.33
2026/04/05 17:35:59.190,1.0,4030.0,10240.0,107.75
2026/04/05 17:36:07.322,0.0,4028.0,10240.0,121.85
2026/04/05 17:36:17.233,0.0,4020.0,10240.0,116.08
2026/04/05 17:36:28.174,0.0,4020.0,10240.0,74.76
2026/04/05 17:36:35.817,1.0,4032.0,10240.0,119.55
2026/04/05 17:36:46.220,1.0,4020.0,10240.0,81.94
2026/04/05 17:36:57.278,1.0,4076.0,10240.0,95.41
2026/04/05 17:37:08.411,1.0,4026.0,10240.0,82.88
2026/04/05 17:37:16.367,2.0,3984.0,10240.0,120.64
2026/04/05 17:37:26.541,1.0,3984.0,10240.0,121.38
2026/04/05 17:37:37.034,3.0,4045.0,10240.0,41.59
2026/04/05 17:37:44.919,0.0,3987.0,10240.0,120.67
2026/04/05 17:37:54.592,0.0,3991.0,10240.0,120.11
2026/04/05 17:38:04.972,0.0,3984.0,10240.0,119.87
2026/04/05 17:38:12.429,0.0,3984.0,10240.0,119.64
2026/04/05 17:38:21.978,0.0,3984.0,10240.0,119.55
2026/04/05 17:38:32.613,1.0,3988.0,10240.0,95.99
2026/04/05 17:38:43.486,0.0,3985.0,10240.0,91.39
2026/04/05 17:38:51.237,0.0,3985.0,10240.0,120.39
2026/04/05 17:39:00.902,0.0,3985.0,10240.0,120.62
2026/04/05 17:39:11.622,3.0,3988.0,10240.0,96.79
2026/04/05 17:39:19.477,1.0,3985.0,10240.0,120.94
2026/04/05 17:39:29.254,0.0,3985.0,10240.0,120.52
2026/04/05 17:39:39.844,2.0,3997.0,10240.0,98.59
2026/04/05 17:39:47.737,1.0,3997.0,10240.0,119.75
2026/04/05 17:39:57.850,0.0,3997.0,10240.0,110.5
2026/04/05 17:40:07.837,1.0,3997.0,10240.0,112.79
2026/04/05 17:40:18.569,1.0,3997.0,10240.0,106.07
2026/04/05 17:40:25.888,1.0,3996.0,10240.0,120.23
2026/04/05 17:40:35.241,0.0,3997.0,10240.0,111.51
2026/04/05 17:40:45.536,0.0,3996.0,10240.0,96.49
2026/04/05 17:40:53.362,1.0,3997.0,10240.0,121.31
2026/04/05 17:41:03.450,1.0,3996.0,10240.0,106.52
2026/04/05 17:41:14.072,0.0,3996.0,10240.0,90.63
2026/04/05 17:41:22.116,0.0,4000.0,10240.0,119.91
2026/04/05 17:41:31.843,0.0,3996.0,10240.0,119.78
2026/04/05 17:41:42.410,0.0,3996.0,10240.0,110.46
2026/04/05 17:41:53.303,0.0,4000.0,10240.0,100.16
2026/04/05 17:42:00.809,0.0,3995.0,10240.0,118.44
2026/04/05 17:42:10.196,0.0,3991.0,10240.0,119.15
2026/04/05 17:42:20.524,1.0,3988.0,10240.0,97.9
2026/04/05 17:42:28.030,0.0,3991.0,10240.0,120.03
2026/04/05 17:42:37.511,0.0,3988.0,10240.0,120.53
2026/04/05 17:42:48.008,1.0,3988.0,10240.0,91.15
2026/04/05 17:42:55.633,0.0,3988.0,10240.0,120.82
2026/04/05 17:43:05.228,0.0,3988.0,10240.0,120.4
2026/04/05 17:43:15.792,1.0,3988.0,10240.0,90.16
2026/04/05 17:43:16.856,4.0,3986.0,10240.0,30.65
2026/04/05 17:43:17.915,2.0,3988.0,10240.0,26.7
2026/04/05 17:43:18.967,0.0,3988.0,10240.0,24.89
2026/04/05 17:43:20.022,4.0,3988.0,10240.0,24.68
2026/04/05 17:43:21.073,4.0,3988.0,10240.0,24.7
2026/04/05 17:43:22.127,4.0,3988.0,10240.0,24.67
2026/04/05 17:43:23.177,4.0,3988.0,10240.0,24.78
2026/04/05 17:43:24.230,1.0,3988.0,10240.0,24.77
2026/04/05 17:43:25.281,0.0,3988.0,10240.0,24.55
2026/04/05 17:43:26.330,0.0,3988.0,10240.0,24.52
2026/04/05 17:43:27.382,0.0,3988.0,10240.0,24.76
2026/04/05 17:43:28.439,0.0,3988.0,10240.0,24.76
2026/04/05 17:43:29.491,2.0,3988.0,10240.0,24.89
2026/04/05 17:43:30.547,0.0,3988.0,10240.0,24.7
2026/04/05 17:43:31.604,0.0,3988.0,10240.0,24.49
2026/04/05 17:43:32.657,0.0,3988.0,10240.0,24.38
2026/04/05 17:43:33.714,0.0,3988.0,10240.0,24.05
2026/04/05 17:43:34.769,0.0,3988.0,10240.0,24.21
2026/04/05 17:43:35.825,0.0,3988.0,10240.0,24.38
2026/04/05 17:43:36.881,0.0,3988.0,10240.0,24.41
2026/04/05 17:43:37.934,0.0,3988.0,10240.0,24.74
2026/04/05 17:43:38.988,4.0,3988.0,10240.0,24.72
2026/04/05 17:43:40.038,4.0,3988.0,10240.0,24.71
2026/04/05 17:43:41.091,4.0,3988.0,10240.0,24.13
2026/04/05 17:43:42.139,4.0,3988.0,10240.0,24.23
2026/04/05 17:43:43.191,0.0,3988.0,10240.0,24.38
2026/04/05 17:43:44.242,1.0,3988.0,10240.0,24.55
2026/04/05 17:43:45.294,0.0,3988.0,10240.0,24.62
2026/04/05 17:43:46.344,0.0,3988.0,10240.0,24.4
2026/04/05 17:43:47.395,0.0,3987.0,10240.0,24.49
2026/04/05 17:43:48.443,0.0,3987.0,10240.0,24.4
2026/04/05 17:43:49.491,0.0,3987.0,10240.0,24.61
2026/04/05 17:43:50.543,0.0,3987.0,10240.0,24.66
2026/04/05 17:43:51.594,0.0,3987.0,10240.0,24.58
2026/04/05 17:43:52.646,0.0,3987.0,10240.0,24.67
2026/04/05 17:43:53.698,0.0,3987.0,10240.0,24.69
2026/04/05 17:43:54.745,2.0,3991.0,10240.0,24.97
2026/04/05 17:43:55.798,4.0,3986.0,10240.0,26.43
2026/04/05 17:43:56.849,0.0,3987.0,10240.0,24.95
2026/04/05 17:43:57.899,0.0,3987.0,10240.0,24.66
2026/04/05 17:43:58.947,0.0,3987.0,10240.0,24.55
2026/04/05 17:44:00.000,0.0,3987.0,10240.0,24.67
2026/04/05 17:44:01.061,0.0,3987.0,10240.0,24.54
2026/04/05 17:44:02.118,0.0,3987.0,10240.0,24.64
2026/04/05 17:44:03.175,4.0,3987.0,10240.0,24.44
2026/04/05 17:44:04.230,4.0,3988.0,10240.0,24.75
2026/04/05 17:44:05.277,4.0,3988.0,10240.0,24.75
2026/04/05 17:44:06.323,3.0,3988.0,10240.0,24.62
2026/04/05 17:44:07.374,1.0,3988.0,10240.0,24.62
2026/04/05 17:44:08.427,1.0,3989.0,10240.0,25.32
2026/04/05 17:44:09.480,0.0,3989.0,10240.0,24.47
2026/04/05 17:44:10.531,0.0,3989.0,10240.0,24.54
2026/04/05 17:44:11.577,0.0,3989.0,10240.0,24.61
2026/04/05 17:44:12.625,0.0,3989.0,10240.0,24.73
2026/04/05 17:44:13.671,0.0,3989.0,10240.0,24.76
2026/04/05 17:44:14.718,0.0,3989.0,10240.0,24.53
2026/04/05 17:44:15.765,0.0,3989.0,10240.0,24.58
2026/04/05 17:44:16.815,0.0,3989.0,10240.0,24.25
2026/04/05 17:44:17.867,0.0,3989.0,10240.0,24.53
2026/04/05 17:44:18.922,0.0,3989.0,10240.0,24.35
2026/04/05 17:44:19.972,0.0,3989.0,10240.0,24.63
2026/04/05 17:44:21.023,0.0,3989.0,10240.0,24.57
2026/04/05 17:44:22.079,0.0,3989.0,10240.0,24.68
2026/04/05 17:44:23.126,0.0,3989.0,10240.0,24.93
2026/04/05 17:44:24.173,3.0,3989.0,10240.0,24.98
2026/04/05 17:44:25.219,3.0,3989.0,10240.0,24.86
2026/04/05 17:44:26.265,3.0,3989.0,10240.0,24.62
2026/04/05 17:44:27.314,2.0,3992.0,10240.0,24.72
2026/04/05 17:44:28.366,5.0,3988.0,10240.0,26.79
2026/04/05 17:44:29.417,1.0,3989.0,10240.0,25.21
2026/04/05 17:44:30.468,2.0,3989.0,10240.0,24.67
2026/04/05 17:44:31.522,2.0,3989.0,10240.0,24.51
2026/04/05 17:44:32.577,0.0,3989.0,10240.0,24.3
2026/04/05 17:44:33.629,3.0,4021.0,10240.0,26.7
2026/04/05 17:44:34.677,13.0,4039.0,10240.0,28.66
2026/04/05 17:44:35.724,22.0,4048.0,10240.0,28.41
2026/04/05 17:44:36.772,0.0,4031.0,10240.0,25.21
2026/04/05 17:44:37.820,3.0,4031.0,10240.0,25.33
2026/04/05 17:44:38.867,0.0,4049.0,10240.0,25.01
2026/04/05 17:44:39.916,5.0,4051.0,10240.0,25.62
2026/04/05 17:44:40.967,1.0,4051.0,10240.0,26.12
2026/04/05 17:44:42.024,1.0,4034.0,10240.0,25.03
2026/04/05 17:44:43.078,0.0,4034.0,10240.0,24.99
2026/04/05 17:44:44.130,0.0,4024.0,10240.0,25.08
2026/04/05 17:44:45.185,14.0,4032.0,10240.0,26.53
2026/04/05 17:44:46.238,5.0,4011.0,10240.0,28.43
2026/04/05 17:44:47.293,8.0,4021.0,10240.0,28.79
2026/04/05 17:44:48.344,8.0,4014.0,10240.0,27.48
2026/04/05 17:44:49.400,24.0,4028.0,10240.0,30.13
2026/04/05 17:44:50.453,6.0,4030.0,10240.0,28.65
2026/04/05 17:44:51.510,10.0,4052.0,10240.0,28.67
2026/04/05 17:44:52.565,4.0,4048.0,10240.0,28.55
2026/04/05 17:44:53.617,3.0,4039.0,10240.0,27.46
2026/04/05 17:44:54.670,4.0,4001.0,10240.0,27.2
2026/04/05 17:44:55.720,4.0,3997.0,10240.0,27.21
2026/04/05 17:44:56.770,1.0,3995.0,10240.0,27.31
2026/04/05 17:44:57.819,1.0,3987.0,10240.0,27.42
2026/04/05 17:44:58.868,1.0,3987.0,10240.0,27.57
2026/04/05 17:44:59.919,1.0,3987.0,10240.0,27.37
2026/04/05 17:45:00.968,2.0,3987.0,10240.0,27.6
2026/04/05 17:45:02.015,3.0,3995.0,10240.0,27.12
2026/04/05 17:45:03.064,3.0,3995.0,10240.0,27.92
2026/04/05 17:45:04.111,7.0,4029.0,10240.0,27.49
2026/04/05 17:45:05.159,5.0,4028.0,10240.0,28.01
2026/04/05 17:45:06.208,3.0,4026.0,10240.0,27.55
2026/04/05 17:45:07.263,2.0,3992.0,10240.0,27.49
2026/04/05 17:45:08.317,1.0,3992.0,10240.0,27.33
2026/04/05 17:45:09.374,3.0,3992.0,10240.0,27.03
2026/04/05 17:45:10.428,9.0,4026.0,10240.0,29.86
2026/04/05 17:45:11.481,9.0,4026.0,10240.0,29.74
2026/04/05 17:45:12.532,8.0,4029.0,10240.0,30.27
2026/04/05 17:45:13.582,8.0,4030.0,10240.0,29.18
2026/04/05 17:45:14.634,12.0,4024.0,10240.0,26.71
2026/04/05 17:45:15.685,11.0,4025.0,10240.0,29.38
2026/04/05 17:45:16.739,11.0,4023.0,10240.0,29.31
2026/04/05 17:45:17.792,8.0,4021.0,10240.0,29.36
2026/04/05 17:45:18.850,7.0,4008.0,10240.0,30.06
2026/04/05 17:45:19.910,7.0,4013.0,10240.0,30.5
2026/04/05 17:45:20.969,8.0,4015.0,10240.0,30.33
2026/04/05 17:45:22.025,7.0,4017.0,10240.0,30.17
2026/04/05 17:45:23.078,8.0,4020.0,10240.0,30.1
2026/04/05 17:45:24.130,1.0,4015.0,10240.0,27.56
2026/04/05 17:45:25.184,1.0,4015.0,10240.0,25.77
2026/04/05 17:45:26.232,1.0,4014.0,10240.0,26.01
2026/04/05 17:45:27.283,0.0,4014.0,10240.0,26.12
2026/04/05 17:45:28.336,0.0,4014.0,10240.0,26.15
2026/04/05 17:45:29.389,0.0,4014.0,10240.0,25.32
2026/04/05 17:45:30.441,0.0,4014.0,10240.0,25.14
2026/04/05 17:45:31.500,0.0,4014.0,10240.0,25.06
2026/04/05 17:45:32.553,3.0,4014.0,10240.0,25.07
2026/04/05 17:45:33.604,2.0,4014.0,10240.0,25.09
2026/04/05 17:45:34.653,2.0,4014.0,10240.0,25.32
2026/04/05 17:45:35.701,3.0,4014.0,10240.0,25.67
2026/04/05 17:45:36.751,2.0,4014.0,10240.0,25.22
2026/04/05 17:45:37.803,4.0,4014.0,10240.0,25.31
2026/04/05 17:45:38.853,4.0,4014.0,10240.0,24.85
2026/04/05 17:45:39.907,7.0,3997.0,10240.0,26.72
2026/04/05 17:45:40.959,1.0,3996.0,10240.0,25.29
2026/04/05 17:45:42.007,1.0,3996.0,10240.0,25.03
2026/04/05 17:45:43.056,1.0,3992.0,10240.0,25.15
2026/04/05 17:45:44.106,0.0,3992.0,10240.0,25.18
2026/04/05 17:45:45.155,1.0,3992.0,10240.0,25.06
2026/04/05 17:45:46.205,0.0,3992.0,10240.0,25.02
2026/04/05 17:45:47.254,0.0,3992.0,10240.0,25.2
2026/04/05 17:45:48.307,0.0,3992.0,10240.0,25.42
2026/04/05 17:45:49.355,0.0,3992.0,10240.0,25.15
