link_id,activity_id,queue_id,source_kind,original_url,canonical_url,domain,source_type,http_status,access_status,priority,anchor_text,context_excerpt,resolve_error
LI-EXT-038,7443560044412968960,ANDRIJA-LOGIN-017,anchor,https://lnkd.in/dZTdymZa,https://lnkd.in/dZTdymZa,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dZTdymZa,"𝗔𝗽𝗽𝗹𝗶𝗲𝗱 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲 𝗳𝗼𝗿 𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 When I created my GitHub repository Applied Data Science for Credit Risk (https://lnkd.in/dm2p5UNv), I intended it to be a personal space where I could summarize some of my work related to various credit risk modeling topics. However, over the last two years, it has grown rapidly and now contains hundreds of pages of presentations and working papers, thousands of lines of R and Python code, and has also attracted the interest of other practitioners in the field. It now serves as a supporting repository for my books, with the main goal of extending their sco",
LI-EXT-039,7443560044412968960,ANDRIJA-LOGIN-017,anchor,https://lnkd.in/dVPPmZ7j,https://lnkd.in/dVPPmZ7j,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dVPPmZ7j,"𝗔𝗽𝗽𝗹𝗶𝗲𝗱 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲 𝗳𝗼𝗿 𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 When I created my GitHub repository Applied Data Science for Credit Risk (https://lnkd.in/dm2p5UNv), I intended it to be a personal space where I could summarize some of my work related to various credit risk modeling topics. However, over the last two years, it has grown rapidly and now contains hundreds of pages of presentations and working papers, thousands of lines of R and Python code, and has also attracted the interest of other practitioners in the field. It now serves as a supporting repository for my books, with the main goal of extending their sco",
LI-EXT-040,7443560044412968960,ANDRIJA-LOGIN-017,anchor,https://lnkd.in/dp27pt2d,https://lnkd.in/dp27pt2d,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dp27pt2d,"𝗔𝗽𝗽𝗹𝗶𝗲𝗱 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲 𝗳𝗼𝗿 𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 When I created my GitHub repository Applied Data Science for Credit Risk (https://lnkd.in/dm2p5UNv), I intended it to be a personal space where I could summarize some of my work related to various credit risk modeling topics. However, over the last two years, it has grown rapidly and now contains hundreds of pages of presentations and working papers, thousands of lines of R and Python code, and has also attracted the interest of other practitioners in the field. It now serves as a supporting repository for my books, with the main goal of extending their sco",
LI-EXT-041,7443560044412968960,ANDRIJA-LOGIN-017,anchor,https://lnkd.in/d3YZnh6C,https://lnkd.in/d3YZnh6C,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/d3YZnh6C,"𝗔𝗽𝗽𝗹𝗶𝗲𝗱 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲 𝗳𝗼𝗿 𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 When I created my GitHub repository Applied Data Science for Credit Risk (https://lnkd.in/dm2p5UNv), I intended it to be a personal space where I could summarize some of my work related to various credit risk modeling topics. However, over the last two years, it has grown rapidly and now contains hundreds of pages of presentations and working papers, thousands of lines of R and Python code, and has also attracted the interest of other practitioners in the field. It now serves as a supporting repository for my books, with the main goal of extending their sco",
LI-EXT-042,7443560044412968960,ANDRIJA-LOGIN-017,anchor,https://lnkd.in/dv4yCu2k,https://lnkd.in/dv4yCu2k,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dv4yCu2k,"𝗔𝗽𝗽𝗹𝗶𝗲𝗱 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲 𝗳𝗼𝗿 𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 When I created my GitHub repository Applied Data Science for Credit Risk (https://lnkd.in/dm2p5UNv), I intended it to be a personal space where I could summarize some of my work related to various credit risk modeling topics. However, over the last two years, it has grown rapidly and now contains hundreds of pages of presentations and working papers, thousands of lines of R and Python code, and has also attracted the interest of other practitioners in the field. It now serves as a supporting repository for my books, with the main goal of extending their sco",
LI-EXT-043,7440317398584360961,ANDRIJA-LOGIN-018,anchor,https://lnkd.in/epq96qG3,https://lnkd.in/epq96qG3,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/epq96qG3,"In a recent feature from IT Finans, Josefin Rosén, Ph.D., Trustworthy AI Expert at SAS, highlights a growing challenge for organizations: a lack of transparency in AI governance that risks undermining trust, compliance and successful AI adoption. To support organizations on this journey, SAS has introduced the SAS AI Governance Map; a practical framework that helps teams assess their current maturity across oversight, compliance, operations and culture, and map out the way forward with the support of a customized action plan. The Governance Map is part of SAS’ expanding suite of AI governance",
LI-EXT-044,7440317398584360961,ANDRIJA-LOGIN-018,anchor,https://lnkd.in/eeR_TYiY,https://lnkd.in/eeR_TYiY,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/eeR_TYiY,"In a recent feature from IT Finans, Josefin Rosén, Ph.D., Trustworthy AI Expert at SAS, highlights a growing challenge for organizations: a lack of transparency in AI governance that risks undermining trust, compliance and successful AI adoption. To support organizations on this journey, SAS has introduced the SAS AI Governance Map; a practical framework that helps teams assess their current maturity across oversight, compliance, operations and culture, and map out the way forward with the support of a customized action plan. The Governance Map is part of SAS’ expanding suite of AI governance",
LI-EXT-045,7439989093985525761,ANDRIJA-LOGIN-019,anchor,https://lnkd.in/d82tw3x,https://lnkd.in/d82tw3x,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/d82tw3x,"🚀 Are you working with Data, Analytics, or AI? The 11th annual Data Innovation Summit is the place to be! Join 3,500+ data leaders, innovators, and executives in the Nordics to: ✅ Learn from real-world case studies across 15 stages - see what works, what fails, and what drives real ROI. ✅ Stay ahead with cutting-edge insights on AI, generative AI, agentic AI, modern platforms, and responsible AI. ✅ Discover how enterprises scale AI from pilots to business-first transformation. ✅ Build human-centered AI products that drive adoption and trust. ✅ Strengthen your data foundations - pipelines, gove",
LI-EXT-046,7438173655291019265,ANDRIJA-LOGIN-020,anchor,https://lnkd.in/dhthFEn5,https://lnkd.in/dhthFEn5,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dhthFEn5,"Europe, Finansinspektionen: Sweden's Financial Supervisory Authority invites applications to join Innovationskompassen reference group on reliability of AI-based ESG data Sweden's Financial Supervisory Authority has opened a call for expressions of interest to participate in a reference group for its first Innovationskompassen guidance project, focused on the reliability of automated and AI-based methods used to produce ESG data. Following nine market submissions on potential guidance needs, the authority selected the ESG data reliability topic under its Innovationskompassen process for identi",
LI-EXT-047,7435399194388942848,ANDRIJA-LOGIN-021,anchor,https://lnkd.in/dqUVAEpg,https://lnkd.in/dqUVAEpg,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dqUVAEpg,Vi söker nya seniora medarbetare! https://lnkd.in/dqUVAEpg,
LI-EXT-048,7435399194388942848,ANDRIJA-LOGIN-021,anchor,https://careers.ey.com/ey/job/Stockholm-Senior-riskkonsult-Technology-Risk-Stockholm-och-G%C3%B6teborg-111-47/1249185301/,https://careers.ey.com/ey/job/Stockholm-Senior-riskkonsult-Technology-Risk-Stockholm-och-G%C3%B6teborg-111-47/1249185301/,careers.ey.com,web_source,not_resolved,unresolved,low,Senior riskkonsult | Technology Risk | Stockholm och Göteborg careers.ey.com,Senior riskkonsult | Technology Risk | Stockholm och Göteborg careers.ey.com,
LI-EXT-049,7425667173840277504,ANDRIJA-LOGIN-022,anchor,https://ow.ly/9xlb50Y9NZW,https://ow.ly/9xlb50Y9NZW,ow.ly,web_source,not_resolved,unresolved,low,https://ow.ly/9xlb50Y9NZW,"The Cybersecurity ecosystems grow more complex, and AI accelerates identity-related threats, secure and reliable digital identity is more important than ever. This episode of the EY Nordic Fit for Future Podcast explores how hardware-backed authentication and trusted identity frameworks are shaping the future of the internet and global commerce. A timely and insightful conversation for leaders, policymakers, and organizations working to strengthen trust in a rapidly evolving digital world. Listen to the episode now: https://ow.ly/9xlb50Y9NZW",
LI-EXT-050,7425584455609712640,ANDRIJA-LOGIN-023,anchor,https://ow.ly/GSJl50Ya63M,https://ow.ly/GSJl50Ya63M,ow.ly,web_source,not_resolved,unresolved,low,https://ow.ly/GSJl50Ya63M,"The Cybersecurity ecosystems grow more complex, and AI accelerates identity-related threats, secure and reliable digital identity is more important than ever. This episode of the EY Nordic Fit for Future Podcast explores how hardware-backed authentication and trusted identity frameworks are shaping the future of the internet and global commerce. A timely and insightful conversation for leaders, policymakers, and organizations working to strengthen trust in a rapidly evolving digital world. Listen to the episode now: https://ow.ly/GSJl50Ya63M",
LI-EXT-051,7424831663123234816,ANDRIJA-LOGIN-024,anchor,https://ow.ly/4PyB50Y8O8e,https://ow.ly/4PyB50Y8O8e,ow.ly,web_source,not_resolved,unresolved,low,https://ow.ly/4PyB50Y8O8e,"The Cybersecurity ecosystems grow more complex, and AI accelerates identity-related threats, secure and reliable digital identity is more important than ever. This episode of the EY Nordic Fit for Future Podcast explores how hardware-backed authentication and trusted identity frameworks are shaping the future of the internet and global commerce. A timely and insightful conversation for leaders, policymakers, and organizations working to strengthen trust in a rapidly evolving digital world. Listen to the episode now: https://ow.ly/4PyB50Y8O8e",
LI-EXT-052,7421592655278522368,ANDRIJA-LOGIN-025,anchor,https://lnkd.in/ehDfd9in,https://lnkd.in/ehDfd9in,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/ehDfd9in,"Repeat after me: Solid data quality is no longer just a reporting issue👉 In this article, co-written by our CEO Anders H. Lier together with EY, we look at why data quality is becoming a critical foundation for Pillar 3 reporting, strategic decision-making, and credit assessments in financial institutions. A timely read for anyone working at the intersection of regulation, risk, and strategy👀 https://lnkd.in/ehDfd9in",
LI-EXT-053,7398299296388771840,ANDRIJA-LOGIN-026,anchor,https://sangamdas.com/cbdc-fatf-gdpr/,https://sangamdas.com/cbdc-fatf-gdpr/,sangamdas.com,web_source,not_resolved,unresolved,low,https://sangamdas.com/cbdc-fatf-gdpr/,Absolutely agree. Hybrid threats — from cyberattacks to economic coercion and disinformation — now shape Europe’s financial stability. Strengthening operational resilience and governance is essential. Sharing an infographic on how protocol-level enforcement (VI + CJT) can help harden CBDCs and payment systems: https://sangamdas.com/cbdc-fatf-gdpr/,
LI-EXT-054,7398299296388771840,ANDRIJA-LOGIN-026,anchor,https://www.bankingsupervision.europa.eu/press/speeches/date/2025/html/ssm.sp251118_1~76cac1785d.en.html,https://www.bankingsupervision.europa.eu/press/speeches/date/2025/html/ssm.sp251118_1~76cac1785d.en.html,bankingsupervision.europa.eu,web_source,not_resolved,unresolved,low,https://www.bankingsupervision.europa.eu/press/speeches/date/2025/html/ssm.sp251118_1~76cac1785d.en.html,Read the full speech 👉https://www.bankingsupervision.europa.eu/press/speeches/date/2025/html/ssm.sp251118_1~76cac1785d.en.html,
LI-EXT-055,7398299296388771840,ANDRIJA-LOGIN-026,comment_block,https://sangamdas.com/cbdc-fatf-gdpr/,https://sangamdas.com/cbdc-fatf-gdpr/,sangamdas.com,web_source,403,blocked_or_error,high,https://sangamdas.com/cbdc-fatf-gdpr/,Absolutely agree. Hybrid threats — from cyberattacks to economic coercion and disinformation — now shape Europe’s financial stability. Strengthening operational resilience and governance is essential. Sharing an infographic on how protocol-level enforcement (VI + CJT) can help harden CBDCs and payment systems: https://sangamdas.com/cbdc-fatf-gdpr/,Forbidden
LI-EXT-056,7398299296388771840,ANDRIJA-LOGIN-026,comment_block,https://www.bankingsupervision.europa.eu/press/speeches/date/2025/html/ssm.sp251118_1~76cac1785d.en.html,https://www.bankingsupervision.europa.eu/press/speeches/date/2025/html/ssm.sp251118_1~76cac1785d.en.html,bankingsupervision.europa.eu,web_source,200,resolved,low,https://www.bankingsupervision.europa.eu/press/speeches/date/2025/html/ssm.sp251118_1~76cac1785d.en.html,Read the full speech 👉https://www.bankingsupervision.europa.eu/press/speeches/date/2025/html/ssm.sp251118_1~76cac1785d.en.html,
LI-EXT-057,7397179611266146304,ANDRIJA-LOGIN-027,anchor,http://www.inclus.com/,http://www.inclus.com/,inclus.com,web_source,not_resolved,unresolved,low,Visit website,"Inclus Inclus 1,940 followers 1,940 followers Visit website 6mo • Edited • 6 months ago • Edited • Visible to anyone on or off LinkedIn Follow",
LI-EXT-058,7397179611266146304,ANDRIJA-LOGIN-027,anchor,https://lnkd.in/dpNcV5ug,https://lnkd.in/dpNcV5ug,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dpNcV5ug,"🌅 What AI cannot offer: The human dimension of risk management, highlights from the Inclus Breakfast Event (12.11.2025) Thank you to everyone who joined our November breakfast event, where Olvi, St1, and philosopher Esa Saarinen shared how risk management is evolving in the age of AI. Across all three perspectives, a shared theme emerged: successful risk management blends practical structures with human judgement, participation, and meaning. 🔍 Olvi General Counsel Esa Hyttinen highlighted how Olvi’s growth and internationalization have strengthened their commitment to participatory risk manage",
LI-EXT-059,7373943955094319104,ANDRIJA-LOGIN-030,anchor,https://arxiv.org/abs/2509.13137,https://arxiv.org/abs/2509.13137,arxiv.org,academic_or_preprint,200,resolved,high,https://arxiv.org/abs/2509.13137,https://arxiv.org/abs/2509.13137,
LI-EXT-060,7373943955094319104,ANDRIJA-LOGIN-030,anchor,https://arxiv.org/abs/2509.13137v1,https://arxiv.org/abs/2509.13137v1,arxiv.org,academic_or_preprint,200,resolved,high,,"https://arxiv.org/abs/2509.13137 Agentic AI for Financial Crime Compliance The cost and complexity of financial crime compliance (FCC) continue to rise, often without measurable improvements in effectiveness. While AI offers potential, most solutions remain opaque and poorly aligned with regulatory expectations. This paper...",
LI-EXT-061,7373943955094319104,ANDRIJA-LOGIN-030,comment_block,https://arxiv.org/abs/2509.13137,https://arxiv.org/abs/2509.13137,arxiv.org,academic_or_preprint,200,resolved,high,https://arxiv.org/abs/2509.13137,https://arxiv.org/abs/2509.13137,
LI-EXT-062,7360975499759616000,ANDRIJA-LOGIN-031,anchor,https://lnkd.in/dBnWxQmX,https://lnkd.in/dBnWxQmX,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dBnWxQmX,"New report on the use of AI to combat money-laundering in the Swedish financial sector. Our survey of 28 financial institutions in Sweden sheds light on the current status of AI expertise, uncertainty around regulatory requirements, and the need for investment to replace old systems. The amount of data that financial institutions need to analyse is constantly increasing. It is only logical that AI is the solution, and the hopes are high. Advisense “State of Play – AI Special Edition” is now available. Read more here: https://lnkd.in/dBnWxQmX hashtag #AML hashtag #AI",
LI-EXT-063,7359493731563020288,ANDRIJA-LOGIN-032,anchor,https://lnkd.in/eSQH9w3V,https://lnkd.in/eSQH9w3V,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/eSQH9w3V,"Sonja Korpela’s (Tampere University, Finland) latest paper seeks to understand how the practices and processes through which the conflict between AML/CFT regulations and financial inclusion can be managed. Semi-structured interviews were carried out with subject-matter experts in Finland and analysed through qualitative thematic analysis. Read the full paper here: https://lnkd.in/eSQH9w3V Sonja Josefina Korpela; Between a rock and a hard place: managing the conflict between anti-money laundering and financial inclusion. Journal of Money Laundering Control 2025; https://lnkd.in/euEPeYkj © Emera",
LI-EXT-064,7359493731563020288,ANDRIJA-LOGIN-032,anchor,https://lnkd.in/euEPeYkj,https://lnkd.in/euEPeYkj,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/euEPeYkj,"Sonja Korpela’s (Tampere University, Finland) latest paper seeks to understand how the practices and processes through which the conflict between AML/CFT regulations and financial inclusion can be managed. Semi-structured interviews were carried out with subject-matter experts in Finland and analysed through qualitative thematic analysis. Read the full paper here: https://lnkd.in/eSQH9w3V Sonja Josefina Korpela; Between a rock and a hard place: managing the conflict between anti-money laundering and financial inclusion. Journal of Money Laundering Control 2025; https://lnkd.in/euEPeYkj © Emera",
LI-EXT-065,7349020596023799808,ANDRIJA-LOGIN-033,anchor,https://deloitte.smh.re/AyI,https://deloitte.smh.re/AyI,deloitte.smh.re,web_source,not_resolved,unresolved,low,,🚀 Adopting and Scaling Gen AI in the Nordics 🌍 deloitte.smh.re,
LI-EXT-066,7349020596023799808,ANDRIJA-LOGIN-033,anchor,https://www.aalto.fi/en/news/why-are-80-percent-of-companies-failing-to-benefit-from-ai-its-about-the-people-not-the-tech-says,https://www.aalto.fi/en/news/why-are-80-percent-of-companies-failing-to-benefit-from-ai-its-about-the-people-not-the-tech-says,aalto.fi,web_source,not_resolved,unresolved,low,https://www.aalto.fi/en/news/why-are-80-percent-of-companies-failing-to-benefit-from-ai-its-about-the-people-not-the-tech-says,"Great read, Victor! It reminded me of research from Aalto University showing that '80 percent of companies fail to get real value from AI' [1]. Not because the technology doesn’t work, but because leaders often overlook the emotional and human side of adoption. AI tools only really deliver when there’s trust, clarity of purpose, and active engagement from leadership. In your experience, what’s helped leadership teams in the Nordics move from cautious interest to confident action? [1] https://www.aalto.fi/en/news/why-are-80-percent-of-companies-failing-to-benefit-from-ai-its-about-the-people-no",
LI-EXT-067,7349020596023799808,ANDRIJA-LOGIN-033,comment_block,https://www.aalto.fi/en/news/why-are-80-percent-of-companies-failing-to-benefit-from-ai-its-about-the-people-not-the-tech-says,https://www.aalto.fi/en/news/why-are-80-percent-of-companies-failing-to-benefit-from-ai-its-about-the-people-not-the-tech-says,aalto.fi,web_source,error,blocked_or_error,low,https://www.aalto.fi/en/news/why-are-80-percent-of-companies-failing-to-benefit-from-ai-its-about-the-people-not-the-tech-says,"Great read, Victor! It reminded me of research from Aalto University showing that '80 percent of companies fail to get real value from AI' [1]. Not because the technology doesn’t work, but because leaders often overlook the emotional and human side of adoption. AI tools only really deliver when there’s trust, clarity of purpose, and active engagement from leadership. In your experience, what’s helped leadership teams in the Nordics move from cautious interest to confident action? [1] https://www.aalto.fi/en/news/why-are-80-percent-of-companies-failing-to-benefit-from-ai-its-about-the-people-no",URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010)>
LI-EXT-068,7346120026711646208,ANDRIJA-LOGIN-034,anchor,https://deloitte.smh.re/Aw_,https://deloitte.smh.re/Aw_,deloitte.smh.re,web_source,not_resolved,unresolved,low,,🚀 Adopting and Scaling Gen AI in the Nordics 🌍 deloitte.smh.re,
LI-EXT-069,7345756217706713089,ANDRIJA-LOGIN-035,anchor,https://lnkd.in/dmkUnRwS,https://lnkd.in/dmkUnRwS,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dmkUnRwS,"At Deloitte, we've been guiding Nordic companies on their journey to harness the transformative power of Generative AI. Our latest research reveals key insights and lessons that businesses in the region can learn to successfully adopt and scale Gen AI. Discover how innovative strategies, overcoming challenges, and leveraging opportunities can drive growth and efficiency. Learn from real-world success stories and see how the Nordics can stay ahead in the AI revolution! 🤖✨ https://lnkd.in/dmkUnRwS",
LI-EXT-070,7335971743859105792,ANDRIJA-LOGIN-036,anchor,https://lnkd.in/dbeTZfMQ,https://lnkd.in/dbeTZfMQ,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dbeTZfMQ,"hashtag #UNGPs hashtag #CSRD hashtag #CSDDD hashtag #OECDG hashtag #Omnibus With clear expectations to companies that the bank invests in, the Norwegian Bank is pointing the direction for the needed development in ESG/corporate sustainability - and a just transition. They bank requires: 1. Clear board-level responsibility for sustainability. 2. Science-based targets for both climate and nature. 3. Human rights due diligence aligned with UNGP and OECD. 4. Transparent, forward-looking reporting aligned with hashtag #ESRS, hashtag #GRI, or hashtag #TCFD. From our perspective the Bank is not killi",
LI-EXT-071,7330928750026448896,ANDRIJA-LOGIN-037,anchor,https://lnkd.in/da5tRGu4,https://lnkd.in/da5tRGu4,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/da5tRGu4,Banks must leverage data and innovation to assess and manage hashtag #climatechange transition risks in loan portfolios amid the shift to a low-carbon economy. https://lnkd.in/da5tRGu4,
LI-EXT-072,7330928750026448896,ANDRIJA-LOGIN-037,anchor,https://www.bofbulletin.fi/en/2023/articles/assessing-transition-risks-in-banks-corporate-loan-portfolios/,https://www.bofbulletin.fi/en/2023/articles/assessing-transition-risks-in-banks-corporate-loan-portfolios/,bofbulletin.fi,web_source,not_resolved,unresolved,low,,Assessing transition risks in banks’ corporate loan portfolios – Bank of Finland Bulletin bofbulletin.fi,
