regime_v56,soft_slack_v56,solver_success_v56,solver_status_v56,solver_message_v56,restricted_master_columns_v56,scenario_count_v56,cvar_cap_v56,return_floor_v56,source_cap_count_v56,exact_full_universe_claim_v56,diagnostic_or_exact_v56,claim_boundary_v56,required_cvar_slack_v56,required_return_floor_relaxation_v56,certificate_scope_v56,objective_return_v56,allocated_exposure_v56,n_allocated_loans_v56,scenario_loss_mean_v56,scenario_loss_p95_v56,scenario_loss_cvar90_v56,scenario_return_p05_v56,budget_slack_v56
strict,False,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),48000,128,45000.0,80000.0,48,False,restricted_master_exact_lp_not_full_universe,exact LP over expanded restricted master from 276k comparable universe; not full-universe optimality,,,solver failed or infeasible before allocation,,,,,,,,
committee,False,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),48000,128,65000.0,95000.0,48,False,restricted_master_exact_lp_not_full_universe,exact LP over expanded restricted master from 276k comparable universe; not full-universe optimality,,,solver failed or infeasible before allocation,,,,,,,,
relaxed,False,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),48000,128,95000.0,105000.0,48,False,restricted_master_exact_lp_not_full_universe,exact LP over expanded restricted master from 276k comparable universe; not full-universe optimality,,,solver failed or infeasible before allocation,,,,,,,,
tail_first,False,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),48000,128,52000.0,60000.0,48,False,restricted_master_exact_lp_not_full_universe,exact LP over expanded restricted master from 276k comparable universe; not full-universe optimality,,,solver failed or infeasible before allocation,,,,,,,,
strict,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),48000,128,45000.0,80000.0,48,False,restricted_master_exact_lp_not_full_universe,exact LP over expanded restricted master from 276k comparable universe; not full-universe optimality,66710.85190176315,84762.37816675892,LP slack certificate over expanded restricted master; not mathematical proof for all 276k loans,-4762.3781667589565,980000.0000000001,161.0,71464.7014820693,107319.32304432141,111710.85190176313,-38864.86599742585,19999.999999999884
