action_v326,loan_id,loan_amnt,mean_return_v326,observed_v47_proxy_v326,claim_boundary_v326
add_v325_best_feasible,148128009,2500.0,54.46218936898403,False,applied v325 best feasible add leg
drop_v325_best_feasible,151566947,2500.0,51.85008676533891,True,applied v325 best feasible drop leg
