online_method_v7,method_family,deployable_without_current_outcomes,min_effective_sample_size,coverage_policy_month_raw_min,coverage_policy_month_defended_min,coverage_source_month_raw_min,coverage_source_month_defended_min,avg_width_loan,avg_width_policy_month,share_rows_widened,small_policy_month_cells_pooled,small_source_month_cells_pooled,gate_pass_80_defended,gate_pass_90_defended,efficiency_gate_width_95,efficiency_gate_width_98,promotion_eligible,parameters_json
v7_structural_source_pooling_d0.120_m1.025_gradeD0_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.9285714285714286,0.0,0.8,0.9924398717707344,0.9905250958893584,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.12, ""include_grade_d"": false, ""include_period_2018h1"": false, ""multiplier"": 1.025, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.100_m1.025_gradeD1_period1,deployable_structural_weak_source_rule,True,5,0.9285714285714286,0.9285714285714286,0.0,0.8,0.9924418519489235,0.9908759051750337,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.1, ""include_grade_d"": true, ""include_period_2018h1"": true, ""multiplier"": 1.025, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.120_m1.025_gradeD1_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.9285714285714286,0.0,0.8,0.9924484750356465,0.9905289485557109,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.12, ""include_grade_d"": true, ""include_period_2018h1"": false, ""multiplier"": 1.025, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.080_m1.050_gradeD0_period1,deployable_structural_weak_source_rule,True,5,0.9285714285714286,0.9285714285714286,0.0,0.8,0.9926525681552174,0.990914610657613,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.08, ""include_grade_d"": false, ""include_period_2018h1"": true, ""multiplier"": 1.05, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.080_m1.050_gradeD1_period1,deployable_structural_weak_source_rule,True,5,0.9285714285714286,0.9285714285714286,0.0,0.8,0.9926525681552174,0.990914610657613,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.08, ""include_grade_d"": true, ""include_period_2018h1"": true, ""multiplier"": 1.05, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.100_m1.050_gradeD0_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.9285714285714286,0.0,0.8,0.9927551567543712,0.9907906270763512,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.1, ""include_grade_d"": false, ""include_period_2018h1"": false, ""multiplier"": 1.05, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.100_m1.050_gradeD1_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.9285714285714286,0.0,0.8,0.9927551567543712,0.9907906270763512,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.1, ""include_grade_d"": true, ""include_period_2018h1"": false, ""multiplier"": 1.05, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.120_m1.025_gradeD0_period1,deployable_structural_weak_source_rule,True,5,0.9285714285714286,0.9285714285714286,0.0,0.8,0.9929858793196954,0.9916813325256743,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.12, ""include_grade_d"": false, ""include_period_2018h1"": true, ""multiplier"": 1.025, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.120_m1.025_gradeD1_period1,deployable_structural_weak_source_rule,True,5,0.9285714285714286,0.9285714285714286,0.0,0.8,0.9929944825846073,0.9916851851920266,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.12, ""include_grade_d"": true, ""include_period_2018h1"": true, ""multiplier"": 1.025, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.120_m1.050_gradeD0_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.9285714285714286,0.0,0.8,0.9931592564871251,0.9913327743700511,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.12, ""include_grade_d"": false, ""include_period_2018h1"": false, ""multiplier"": 1.05, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.120_m1.050_gradeD1_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.9285714285714286,0.0,0.8,0.9931592564871251,0.9913327743700511,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.12, ""include_grade_d"": true, ""include_period_2018h1"": false, ""multiplier"": 1.05, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.100_m1.050_gradeD0_period1,deployable_structural_weak_source_rule,True,5,0.9285714285714286,0.9285714285714286,0.0,0.8,0.9931990691243844,0.9917150521100577,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.1, ""include_grade_d"": false, ""include_period_2018h1"": true, ""multiplier"": 1.05, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.100_m1.050_gradeD1_period1,deployable_structural_weak_source_rule,True,5,0.9285714285714286,0.9285714285714286,0.0,0.8,0.9931990691243844,0.9917150521100577,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.1, ""include_grade_d"": true, ""include_period_2018h1"": true, ""multiplier"": 1.05, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.120_m1.050_gradeD0_period1,deployable_structural_weak_source_rule,True,5,0.9285714285714286,0.9285714285714286,0.0,0.8,0.9936619042834108,0.9923361701224801,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.12, ""include_grade_d"": false, ""include_period_2018h1"": true, ""multiplier"": 1.05, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.120_m1.050_gradeD1_period1,deployable_structural_weak_source_rule,True,5,0.9285714285714286,0.9285714285714286,0.0,0.8,0.9936619042834108,0.9923361701224801,1.0,892,51939,True,False,False,False,False,"{""delta"": 0.12, ""include_grade_d"": true, ""include_period_2018h1"": true, ""multiplier"": 1.05, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_reference_defended_pooling,reference_min_support_pooling,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.9285203485163063,0.9203774618317221,0.0,892,51939,False,False,True,True,False,"{""delta"": 0.0, ""multiplier"": 1.0}"
v7_prior_source_borrowing_d0.040_m1.000,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.9285203485163063,0.9203774618317221,0.0,892,51939,False,False,True,True,False,"{""delta"": 0.04, ""multiplier"": 1.0, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.060_m1.000,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.9285203485163063,0.9203774618317221,0.0,892,51939,False,False,True,True,False,"{""delta"": 0.06, ""multiplier"": 1.0, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.080_m1.000,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.9285203485163063,0.9203774618317221,0.0,892,51939,False,False,True,True,False,"{""delta"": 0.08, ""multiplier"": 1.0, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.100_m1.000,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.9285203485163063,0.9203774618317221,0.0,892,51939,False,False,True,True,False,"{""delta"": 0.1, ""multiplier"": 1.0, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.120_m1.000,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.9285203485163063,0.9203774618317221,0.0,892,51939,False,False,True,True,False,"{""delta"": 0.12, ""multiplier"": 1.0, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.040_m1.025,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.947890683297898,0.9399175090777989,1.0,892,51939,False,False,True,True,False,"{""delta"": 0.04, ""multiplier"": 1.025, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.060_m1.025,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.947890683297898,0.9399175090777989,1.0,892,51939,False,False,True,True,False,"{""delta"": 0.06, ""multiplier"": 1.025, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.080_m1.025,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.947890683297898,0.9399175090777989,1.0,892,51939,False,False,True,True,False,"{""delta"": 0.08, ""multiplier"": 1.025, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.100_m1.025,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.947890683297898,0.9399175090777989,1.0,892,51939,False,False,True,True,False,"{""delta"": 0.1, ""multiplier"": 1.025, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.120_m1.025,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.947890683297898,0.9399175090777989,1.0,892,51939,False,False,True,True,False,"{""delta"": 0.12, ""multiplier"": 1.025, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_targeted_dti_score_or_gradeD_d0.065_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9544417587744056,0.9438653918661234,0.5065049484596634,892,51939,False,False,False,True,False,"{""delta"": 0.065, ""mask_name"": ""targeted_dti_score_or_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_gradeD_score_or_dti_d0.065_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.6,0.9546830152992124,0.9441972169893821,0.4616898182138557,892,51939,False,False,False,True,False,"{""delta"": 0.065, ""mask_name"": ""targeted_gradeD_score_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_d0.065_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9553554566901505,0.9447595613740838,0.5290887198613844,892,51939,False,False,False,True,False,"{""delta"": 0.065, ""mask_name"": ""targeted_dti_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_score_or_gradeD_d0.070_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.955600315057628,0.9450382521108741,0.5065049484596634,892,51939,False,False,False,True,False,"{""delta"": 0.07, ""mask_name"": ""targeted_dti_score_or_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_gradeD_score_or_dti_d0.070_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.6,0.9558853294750076,0.9454250242130711,0.4616898182138557,892,51939,False,False,False,True,False,"{""delta"": 0.07, ""mask_name"": ""targeted_gradeD_score_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_score_or_gradeD_d0.074_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8823529411764706,0.0,0.75,0.9562366291100087,0.9457158556816622,0.5065049484596634,892,51939,False,False,False,True,False,"{""delta"": 0.074, ""mask_name"": ""targeted_dti_score_or_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_score_or_gradeD_d0.075_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8823529411764706,0.0,0.75,0.9563186626239052,0.9458033125189127,0.5065049484596634,892,51939,False,False,False,True,False,"{""delta"": 0.075, ""mask_name"": ""targeted_dti_score_or_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_gradeD_score_or_dti_d0.074_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.75,0.9565566498414467,0.9461465853670098,0.4616898182138557,892,51939,False,False,False,True,False,"{""delta"": 0.074, ""mask_name"": ""targeted_gradeD_score_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_d0.070_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9565577708659457,0.9459873685977728,0.5290887198613844,892,51939,False,False,False,True,False,"{""delta"": 0.07, ""mask_name"": ""targeted_dti_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_gradeD_score_or_dti_d0.075_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.75,0.9566474349338578,0.9462450316000478,0.4616898182138557,892,51939,False,False,False,True,False,"{""delta"": 0.075, ""mask_name"": ""targeted_gradeD_score_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_score_income_or_dti_d0.065_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9570204890068728,0.9462543755811024,0.4924965492937065,892,51939,False,False,False,True,False,"{""delta"": 0.065, ""mask_name"": ""targeted_score_income_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_d0.074_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8823529411764706,0.0,0.75,0.9572290912323848,0.9467089297517115,0.5290887198613844,892,51939,False,False,False,True,False,"{""delta"": 0.074, ""mask_name"": ""targeted_dti_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_d0.075_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8823529411764706,0.0,0.75,0.9573198763247958,0.9468073759847495,0.5290887198613844,892,51939,False,False,False,True,False,"{""delta"": 0.075, ""mask_name"": ""targeted_dti_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_period_d0.065_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.958083149398882,0.9491549943322557,0.5793368770373851,892,51939,False,False,False,True,False,"{""delta"": 0.065, ""mask_name"": ""targeted_dti_gradeD_period"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_score_income_or_dti_d0.070_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9584886329040628,0.9476789580485246,0.4924965492937065,892,51939,False,False,False,True,False,"{""delta"": 0.07, ""mask_name"": ""targeted_score_income_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_period_d0.070_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9594779689342848,0.9506999891862924,0.5793368770373851,892,51939,False,False,False,True,False,"{""delta"": 0.07, ""mask_name"": ""targeted_dti_gradeD_period"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_score_or_income_d0.065_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9601563450345112,0.9500422448710653,0.5514081818448797,892,51939,False,False,False,True,False,"{""delta"": 0.065, ""mask_name"": ""targeted_dti_score_or_income"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_period_d0.074_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8823529411764706,0.0,0.75,0.9602919120590245,0.9516648211750642,0.5793368770373851,892,51939,False,False,False,True,False,"{""delta"": 0.074, ""mask_name"": ""targeted_dti_gradeD_period"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_period_d0.075_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8823529411764706,0.0,0.75,0.9604176740977809,0.9518234601803057,0.5793368770373851,892,51939,False,False,False,True,False,"{""delta"": 0.075, ""mask_name"": ""targeted_dti_gradeD_period"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_income_d0.065_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9607534315543041,0.9504054595348161,0.5739332178203284,892,51939,False,False,False,True,False,"{""delta"": 0.065, ""mask_name"": ""targeted_dti_income"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_score_or_income_d0.070_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9618614863767101,0.9517484981975706,0.5514081818448797,892,51939,False,False,False,True,False,"{""delta"": 0.07, ""mask_name"": ""targeted_dti_score_or_income"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_income_d0.070_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.7142857142857143,0.0,0.6,0.9624753124929908,0.9521211395543862,0.5739332178203284,892,51939,False,False,False,True,False,"{""delta"": 0.07, ""mask_name"": ""targeted_dti_income"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_structural_source_pooling_d0.040_m1.000_gradeD0_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.9631301508822685,0.9559580289115226,0.9043787260286041,892,51939,False,False,False,True,False,"{""delta"": 0.04, ""include_grade_d"": false, ""include_period_2018h1"": false, ""multiplier"": 1.0, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.040_m1.000_gradeD0_period1,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.9633298513315944,0.9564058254214309,0.91524477988899,892,51939,False,False,False,True,False,"{""delta"": 0.04, ""include_grade_d"": false, ""include_period_2018h1"": true, ""multiplier"": 1.0, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.040_m1.000_gradeD1_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.9635249883620387,0.9562763992936042,0.9469619100760623,892,51939,False,False,False,True,False,"{""delta"": 0.04, ""include_grade_d"": true, ""include_period_2018h1"": false, ""multiplier"": 1.0, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.040_m1.000_gradeD1_period1,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.9637246888113647,0.9567241958035125,0.9578279639364483,892,51939,False,False,False,True,False,"{""delta"": 0.04, ""include_grade_d"": true, ""include_period_2018h1"": true, ""multiplier"": 1.0, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_prior_source_borrowing_d0.040_m1.050,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.966006099294978,0.9585572923760161,1.0,892,51939,False,False,False,True,False,"{""delta"": 0.04, ""multiplier"": 1.05, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.060_m1.050,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.966006099294978,0.9585572923760161,1.0,892,51939,False,False,False,True,False,"{""delta"": 0.06, ""multiplier"": 1.05, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.080_m1.050,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.966006099294978,0.9585572923760161,1.0,892,51939,False,False,False,True,False,"{""delta"": 0.08, ""multiplier"": 1.05, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.100_m1.050,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.966006099294978,0.9585572923760161,1.0,892,51939,False,False,False,True,False,"{""delta"": 0.1, ""multiplier"": 1.05, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_prior_source_borrowing_d0.120_m1.050,deployable_prior_month_source_borrowing,True,5,0.6666666666666666,0.7142857142857143,0.0,0.5,0.966006099294978,0.9585572923760161,1.0,892,51939,False,False,False,True,False,"{""delta"": 0.12, ""multiplier"": 1.05, ""prior_coverage_floor"": 0.82, ""prior_support"": 25}"
v7_structural_source_pooling_d0.060_m1.000_gradeD0_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.6,0.9779675223099933,0.9720134689634944,0.9043787260286041,892,51939,False,False,False,True,False,"{""delta"": 0.06, ""include_grade_d"": false, ""include_period_2018h1"": false, ""multiplier"": 1.0, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.060_m1.000_gradeD0_period1,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.6,0.9782670729839822,0.9726851637283569,0.91524477988899,892,51939,False,False,False,True,False,"{""delta"": 0.06, ""include_grade_d"": false, ""include_period_2018h1"": true, ""multiplier"": 1.0, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.060_m1.000_gradeD1_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9783623597897632,0.972331839345576,0.9469619100760623,892,51939,False,False,False,True,False,"{""delta"": 0.06, ""include_grade_d"": true, ""include_period_2018h1"": false, ""multiplier"": 1.0, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.060_m1.000_gradeD1_period1,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9786619104637521,0.9730035341104385,0.9578279639364483,892,51939,False,False,False,True,False,"{""delta"": 0.06, ""include_grade_d"": true, ""include_period_2018h1"": true, ""multiplier"": 1.0, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.040_m1.025_gradeD0_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.979426195243016,0.9733298438150538,1.0,892,51939,False,False,False,True,False,"{""delta"": 0.04, ""include_grade_d"": false, ""include_period_2018h1"": false, ""multiplier"": 1.025, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.040_m1.025_gradeD1_period0,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.979434798507928,0.973333696481406,1.0,892,51939,False,False,False,True,False,"{""delta"": 0.04, ""include_grade_d"": true, ""include_period_2018h1"": false, ""multiplier"": 1.025, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.040_m1.025_gradeD0_period1,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9796258956923424,0.9737776403249622,1.0,892,51939,False,False,False,True,False,"{""delta"": 0.04, ""include_grade_d"": false, ""include_period_2018h1"": true, ""multiplier"": 1.025, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
v7_structural_source_pooling_d0.040_m1.025_gradeD1_period1,deployable_structural_weak_source_rule,True,5,0.6666666666666666,0.8571428571428571,0.0,0.6,0.9796344989572541,0.9737814929913143,1.0,892,51939,False,False,False,True,False,"{""delta"": 0.04, ""include_grade_d"": true, ""include_period_2018h1"": true, ""multiplier"": 1.025, ""weak_rule"": ""dti_q3 OR score_decile in {1,2} OR income_band inc_q5 plus optional grade/period""}"
