policy_id,risk_tolerance,gamma,alpha,confidence,policy_mode,uncertainty_aversion,shortlist_bucket,n_funded_declared,total_allocated,realized_total_return,price_of_robustness_pct,weighted_miscoverage_V,gamma_cp,violation,weighted_pd_true,weighted_pd_high,weighted_pd_point,all_bounds_hold,ab_pass_all,is_paper1_champion,source_artifact,paper4_status,scenario,n_funded_reconstructed,funded_exposure,realized_return_proxy_lgd45,ecl,provision,mean_pd_scenario,weighted_pd_scenario,stage2_or_3_share,observed_default_rate,net_return_after_ecl_full,status,satisficing_pass_rate,min_satisficing_margin,mean_loss_rate,cvar_95_loss_rate_full,max_loan_loss_amount,score_return,score_net_ecl,score_ecl,score_tail,score_satisficing,score_auditability,diagnostic_selector_score,hard_gate_pass,diagnostic_selector_rank,diagnostic_decision
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.165,0.5,0.01,0.99,blended_uncertainty,0.05,incumbent_region,337,1000000.0,166777.3884430658,-9.012663590680416,0.043789,0.158941,0.0,0.043789,0.244471,0.085529,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,337,892675.0,144257.125,95860.73705765443,95860.73705765443,0.2844287490948264,0.23863540496610855,1.0,0.06231454005934718,48396.387942345566,diagnostic_selector_no_promotion,1.0,-0.0,0.02012630576637634,0.4499999999999999,1575.0,0.6113278446193715,0.37572753151101357,0.8280821625132961,1.0,1.0,0.3857425017248298,0.6369326870319595,True,31,keep
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,0.175,0.55,0.01,0.99,blended_uncertainty,0.05,conservative_proxy,337,1000000.0,166186.4620978511,-7.5965257566834605,0.045084,0.161059,0.0,0.045084,0.247476,0.086418,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,337,883925.0,147292.48500000002,96066.80321551676,96066.80321551676,0.29343356650480257,0.2415157224010754,1.0,0.05637982195845697,51225.681784483255,diagnostic_selector_no_promotion,0.8,-83.36022141898866,0.017754617190372485,0.44999999999999996,1361.25,0.5490368239487047,0.4828037649266796,0.8221780597693136,1.0,0.8,0.3304514633316078,0.6273632877752723,True,32,keep
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.155,0.5,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,341,1000000.0,162164.37781018534,-9.781608784538797,0.041975,0.145103,0.0,0.041975,0.227551,0.082449,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,341,961150.0,152421.4875,94367.66375100092,94367.66375100092,0.25913207072989297,0.21818230187449275,1.0,0.05865102639296188,58053.82374899907,diagnostic_selector_no_promotion,0.8,-4105.444509084744,0.01714742756073454,0.4499999999999999,1361.25,0.12505888231349432,0.7412186781812848,0.8708609394761275,1.0,0.8,0.5637863819765334,0.6270950561780252,True,33,keep
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.165,0.45,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,331,1000000.0,167494.8582103625,-10.556323241059056,0.04425,0.172774,0.0,0.04425,0.260026,0.087252,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,331,849100.0,141304.6025,95632.2879148747,95632.2879148747,0.31504094472811267,0.2502840600240116,1.0,0.06646525679758308,45672.31458512531,diagnostic_selector_no_promotion,1.0,-0.0,0.018840537039217994,0.44999999999999984,1361.25,0.6869581231932903,0.27263342714653716,0.8346275711565115,1.0,1.0,0.24503610656817504,0.6114959267147524,True,34,keep
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.165,0.5,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,341,1000000.0,165401.62753483138,-9.021051961785737,0.042975,0.159886,0.0,0.042975,0.244943,0.085057,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,341,896700.0,146443.9825,96070.26065570448,96070.26065570448,0.28750788778189734,0.23808349294500694,1.0,0.05865102639296188,50373.721844295535,diagnostic_selector_no_promotion,0.8,-868.1947844387032,0.018505352960856473,0.4499999999999999,1361.25,0.4663054541527764,0.4505608567996779,0.8220789989516072,1.0,0.8,0.39943353674747956,0.6038958741480063,True,35,keep
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.17,0.5,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,337,1000000.0,166313.57843638843,-8.938411864153869,0.04545,0.16677,0.0,0.04545,0.253385,0.086615,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,337,896325.0,147749.39,99563.74267394398,99563.74267394398,0.293198928549247,0.24684434942420808,1.0,0.05934718100890208,48185.64732605603,diagnostic_selector_no_promotion,1.0,-0.0,0.0189900426742532,0.4499999999999999,1361.25,0.5624364744051954,0.3677519331182605,0.7219855290489867,1.0,1.0,0.2675184385688725,0.5998850952985628,True,36,keep
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.16,0.5,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,337,1000000.0,163748.62808782174,-9.320870450275091,0.041975,0.152638,0.0,0.041975,0.236319,0.083681,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,337,890500.0,143335.095,92109.30195148636,92109.30195148636,0.27144300064828525,0.2298566397192248,1.0,0.06231454005934718,51225.793048513646,diagnostic_selector_no_promotion,0.8,-2521.194231448346,0.018495227400336888,0.4499999999999999,1350.0,0.2920586574815848,0.4828079757771439,0.9355663730889939,1.0,0.8,0.49406305450359933,0.5908199998627988,True,37,keep
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.17,0.45,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,332,1000000.0,169262.37545367464,-10.4965827080401,0.04425,0.180169,0.0,0.04425,0.269093,0.088924,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,332,842325.0,139165.3225,98703.66605278896,98703.66605278896,0.3271587939654227,0.2604000594987787,1.0,0.07228915662650602,40461.65644721105,diagnostic_selector_no_promotion,1.0,-0.0,0.020928679547680528,0.45,1361.25,0.8732765265450854,0.07543310856704534,0.7466280069389718,1.0,1.0,0.17660823574370954,0.5832726884746531,True,38,keep
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.155,0.45,0.01,0.99,blended_uncertainty,0.05,incumbent_region,339,1000000.0,164022.0917987445,-11.22533577071618,0.042975,0.156642,0.0,0.042975,0.241153,0.084511,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,339,894425.0,144367.94,93537.88304754958,93537.88304754958,0.28102555272591434,0.23239730813415094,1.0,0.06489675516224189,50830.056952450424,diagnostic_selector_no_promotion,0.8,-2247.730520525569,0.019181317606283367,0.44999999999999984,1361.25,0.3208851496623972,0.4678311183146988,0.8946353941414292,1.0,0.8,0.4294511179448516,0.5829792741186369,True,39,keep
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,0.175,0.55,0.01,0.99,blended_uncertainty,0.0,conservative_proxy,336,1000000.0,165375.90860423315,-7.598733026252392,0.047375,0.161873,0.0,0.047375,0.247843,0.08597,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,336,886600.0,145917.92,96497.19319760494,96497.19319760494,0.291894254808238,0.24186578739655848,1.0,0.06547619047619048,49420.726802395075,diagnostic_selector_no_promotion,0.8,-893.9137150369352,0.018944563501015112,0.44999999999999984,1361.25,0.46359435749835354,0.41449421782752827,0.8098467449110676,1.0,0.8,0.2597750493857973,0.5772090341525333,True,40,keep
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.17,0.55,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,338,1000000.0,163897.7680059752,-7.560050337636374,0.042975,0.155326,0.0,0.042975,0.239897,0.084571,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,338,889025.0,143785.81,93649.94063980006,93649.94063980006,0.28438618553884715,0.2340890067203461,1.0,0.0650887573964497,50135.86936019994,diagnostic_selector_no_promotion,0.8,-2372.054313294881,0.019399060768819774,0.44999999999999984,1361.25,0.307779868423946,0.4415591943614374,0.8914247770039363,1.0,0.8,0.44162841044045636,0.572718044158857,True,41,keep
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.16,0.45,0.01,0.99,blended_uncertainty,0.05,incumbent_region,338,1000000.0,165829.33653326883,-10.818675313949608,0.045805,0.164313,0.0,0.045805,0.250372,0.086059,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,338,892675.0,145317.6875,97324.31974792496,97324.31974792496,0.2914396984105441,0.2422788429232363,1.0,0.0650887573964497,47993.367752075035,diagnostic_selector_no_promotion,0.8,-440.4857860012562,0.01984904920603803,0.44999999999999984,1361.25,0.5113913270004604,0.36047500336355603,0.7861483356913066,1.0,0.8,0.2804692366230424,0.5726520899906169,True,42,keep
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.16,0.45,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,339,1000000.0,165590.76458837948,-10.828838792361978,0.048175,0.165085,0.0,0.048175,0.250797,0.085712,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,339,878700.0,142080.2425,94706.27533654001,94706.27533654001,0.2989089065731641,0.23951108414334313,1.0,0.07079646017699115,47373.96716345998,diagnostic_selector_no_promotion,0.8,-679.0577308906068,0.02031836804370092,0.45,1361.25,0.4862428629475606,0.3370334360662421,0.8611592125547117,1.0,0.8,0.2080040714351809,0.559587074955752,True,43,keep
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,0.175,0.45,0.01,0.99,blended_uncertainty,0.05,conservative_proxy,338,1000000.0,166574.19464587132,-10.592777679038143,0.03645,0.186841,0.0,0.03645,0.277763,0.090921,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,338,874550.0,148147.16,106853.21589522788,106853.21589522788,0.3271821829327564,0.27151288191445216,1.0,0.06804733727810651,41293.94410477212,diagnostic_selector_no_promotion,1.0,-0.0,0.019720141787204847,0.44999999999999984,1361.25,0.5899086793990528,0.10693150797778078,0.5131312499454619,1.0,1.0,0.32985310920026656,0.5138550581576703,True,44,keep
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,0.175,0.45,0.01,0.99,blended_uncertainty,0.0,conservative_proxy,336,1000000.0,166210.47853140024,-10.594366993752647,0.03525,0.187564,0.0,0.03525,0.27816,0.090596,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,336,845575.0,141146.4475,102677.97313207958,102677.97313207958,0.34172085834096316,0.2698439211505112,1.0,0.06547619047619048,38468.474367920426,diagnostic_selector_no_promotion,0.8,-59.34378786984598,0.02100789403660231,0.44999999999999984,1800.0,0.5515684561407027,0.0,0.6327581819483699,1.0,0.8,0.35623725263215933,0.4667916574932286,True,45,keep
