policy_id,scenario_v29,ecl_proxy_total_v29,loss_cash_proxy_total,recovery_cash_proxy_total,prepayment_event_proxy_mean,stage2_share_proxy_v29,stage3_share_proxy_v29,contractual_ifrs9_claim_allowed,claim_boundary_v29
paper1_economic_champion,baseline,2394574.0257913684,9968.125,10512.63888888889,0.026202321724709786,0.4269485903814262,0.0015754560530679934,False,"IFRS9-inspired proxy, not contractual IFRS9"
paper1_economic_champion,macro_stress,3717576.1750410995,9968.125,10512.63888888889,0.023582089552238807,0.4269485903814262,0.0015754560530679934,False,"IFRS9-inspired proxy, not contractual IFRS9"
paper1_economic_champion,mild_stress,2891448.136143077,9968.125,10512.63888888889,0.024892205638474295,0.4269485903814262,0.0015754560530679934,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,1677001.7538097794,14700.646833333332,2797.5271000000002,0.02642857142857143,0.9957936507936508,0.0013492063492063493,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,macro_stress,2603545.2227896824,14700.646833333332,2797.5271000000002,0.023785714285714285,0.9957936507936508,0.0013492063492063493,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,mild_stress,2024979.6177253085,14700.646833333332,2797.5271000000002,0.025107142857142856,0.9957936507936508,0.0013492063492063493,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,1677001.7538097794,14700.646833333332,2797.5271000000002,0.02642857142857143,0.9957936507936508,0.0013492063492063493,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,macro_stress,2603545.2227896824,14700.646833333332,2797.5271000000002,0.023785714285714285,0.9957936507936508,0.0013492063492063493,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,mild_stress,2024979.6177253085,14700.646833333332,2797.5271000000002,0.025107142857142856,0.9957936507936508,0.0013492063492063493,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,1683288.1381113753,9586.076927777776,2451.1294500000004,0.02645107794361526,0.9719734660033168,0.0011608623548922056,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,macro_stress,2613304.8344179103,9586.076927777776,2451.1294500000004,0.023805970149253734,0.9719734660033168,0.0011608623548922056,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,mild_stress,2032570.4267694857,9586.076927777776,2451.1294500000004,0.025128524046434494,0.9719734660033168,0.0011608623548922056,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_fvi_bellman_rollout,baseline,791492.1781607184,6417.500000000001,6538.88888888889,0.026971456216739235,0.9567005321722303,0.0008063215610385422,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_fvi_bellman_rollout,macro_stress,1228791.6065945153,6417.500000000001,6538.88888888889,0.024274310595065313,0.9567005321722303,0.0008063215610385422,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_fvi_bellman_rollout,mild_stress,955726.8051290674,6417.500000000001,6538.88888888889,0.025622883405902273,0.9567005321722303,0.0008063215610385422,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_fvi_capital_guarded,baseline,792405.9058790386,6936.250000000001,7030.833333333334,0.026899744572158366,0.9613665389527458,0.0008780332056194125,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_fvi_capital_guarded,macro_stress,1230210.1688772074,6936.250000000001,7030.833333333334,0.02420977011494253,0.9613665389527458,0.0008780332056194125,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_fvi_capital_guarded,mild_stress,956830.1313489391,6936.250000000001,7030.833333333334,0.025554757343550446,0.9613665389527458,0.0008780332056194125,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_fvi_return_recovery,baseline,820009.0626437741,6242.5,6416.666666666667,0.026997041420118342,0.9514710716633794,0.0007807363576594346,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_fvi_return_recovery,macro_stress,1273064.0697544592,6242.5,6416.666666666667,0.024297337278106512,0.9514710716633794,0.0007807363576594346,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_fvi_return_recovery,mild_stress,990160.9431423572,6242.5,6416.666666666667,0.025647189349112424,0.9514710716633794,0.0007807363576594346,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_mdcp_empirical_base,baseline,1514617.0299026906,10821.874322222222,2916.241727777778,0.02517686225551394,0.9424677486475239,0.0013524760715771952,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_mdcp_empirical_base,macro_stress,2351442.938923927,10821.874322222222,2916.241727777778,0.02265917602996255,0.9424677486475239,0.0013524760715771952,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_mdcp_empirical_base,mild_stress,1828900.0636074988,10821.874322222222,2916.241727777778,0.02391801914273824,0.9424677486475239,0.0013524760715771952,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_mdcp_empirical_return_recovery,baseline,1560830.8981741092,8865.495246015202,2472.185542808152,0.026071293136139553,0.9476678043230944,0.0011376564277588168,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_mdcp_empirical_return_recovery,macro_stress,2423189.9694153043,8865.495246015202,2472.185542808152,0.023464163822525596,0.9476678043230944,0.0011376564277588168,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_mdcp_empirical_return_recovery,mild_stress,1884703.3095452366,8865.495246015202,2472.185542808152,0.024767728479332576,0.9476678043230944,0.0011376564277588168,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_mdcp_empirical_tight,baseline,1282337.8815985355,7501.958788888889,1639.765366666667,0.021683673469387755,0.9220521541950113,0.001417233560090703,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_mdcp_empirical_tight,macro_stress,1990829.5611817262,7501.958788888889,1639.765366666667,0.01951530612244898,0.9220521541950113,0.001417233560090703,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_mdcp_empirical_tight,mild_stress,1548422.9920302315,7501.958788888889,1639.765366666667,0.020599489795918368,0.9220521541950113,0.001417233560090703,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_spo_regret_audit_guarded,baseline,1406839.1981236304,7753.75,7801.215277777778,0.02644500561167228,0.6684203142536476,0.0013327721661054994,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_spo_regret_audit_guarded,macro_stress,2184117.855086936,7753.75,7801.215277777778,0.02380050505050505,0.6684203142536476,0.0013327721661054994,False,"IFRS9-inspired proxy, not contractual IFRS9"
v13_spo_regret_audit_guarded,mild_stress,1698758.3317342836,7753.75,7801.215277777778,0.025122755331088664,0.6684203142536476,0.0013327721661054994,False,"IFRS9-inspired proxy, not contractual IFRS9"
