probe_id_v441,command_v441,exit_code_v441,passed_v441,runtime_seconds_v441,collected_items_v441,summary_line_v441,claim_boundary_v441
full_repository_pytest,uv run pytest -q --tb=short,0,True,193.547,1179,"=========== 1179 passed, 2 skipped, 13 warnings in 179.10s (0:02:59) ===========",post-v440 scripts SIM108 repair full pytest probe
