model_v46,split_v46,n_loans,oracle_value_v46,candidate_value_v46,decision_regret_v46,mae_score_v46,formal_differentiable_spo_claim_allowed,claim_boundary_v46
ridge_oracle_score,test,2092,51647.744456682485,42578.545381252785,9069.1990754297,104.55932153770488,False,loan-level temporal oracle-regret surrogate; not formal differentiable SPO+
ridge_oracle_score,train,7366,46374.971313465176,31969.14447833156,14405.826835133616,85.92400389973996,False,loan-level temporal oracle-regret surrogate; not formal differentiable SPO+
ridge_oracle_score,validation,2542,21915.819102688656,16190.666223044382,5725.152879644274,111.15443971956792,False,loan-level temporal oracle-regret surrogate; not formal differentiable SPO+
rf_oracle_score,test,2092,51647.744456682485,48706.07620815541,2941.668248527072,38.176849408230495,False,loan-level temporal oracle-regret surrogate; not formal differentiable SPO+
rf_oracle_score,train,7366,46374.971313465176,46279.817574157525,95.15373930765054,14.839679279704924,False,loan-level temporal oracle-regret surrogate; not formal differentiable SPO+
rf_oracle_score,validation,2542,21915.819102688656,21915.819102688656,0.0,28.948290822247483,False,loan-level temporal oracle-regret surrogate; not formal differentiable SPO+
catboost_oracle_score,test,2092,51647.744456682485,47377.6888386327,4270.055618049788,78.52884793825358,False,loan-level temporal oracle-regret surrogate; not formal differentiable SPO+
catboost_oracle_score,train,7366,46374.971313465176,45745.295521580134,629.6757918850417,54.8746402620805,False,loan-level temporal oracle-regret surrogate; not formal differentiable SPO+
catboost_oracle_score,validation,2542,21915.819102688656,21890.760846944257,25.058255744399503,76.47687825831089,False,loan-level temporal oracle-regret surrogate; not formal differentiable SPO+
