source_family,source_id,cap_share_v330,source_exposure_v330,source_share_v330,source_slack_v330,source_cap_violated_v330,claim_boundary_v330
grade,A,0.8531348749298603,719850.0,0.8531302776214038,4.597308456477656e-06,False,v330 post-v328 applied-swap source diagnostic only
grade,B,0.8531348749298603,20725.0,0.02456223519303132,0.8285726397368289,False,v330 post-v328 applied-swap source diagnostic only
grade,C,0.8531348749298603,40600.0,0.048117092826879204,0.8050177821029811,False,v330 post-v328 applied-swap source diagnostic only
grade,D,0.8531348749298603,48050.0,0.05694646084560458,0.7961884140842557,False,v330 post-v328 applied-swap source diagnostic only
grade,E,0.8531348749298603,13550.0,0.016058783443453527,0.8370760914864067,False,v330 post-v328 applied-swap source diagnostic only
grade,F,0.8531348749298603,1000.0,0.0011851500696275666,0.8519497248602327,False,v330 post-v328 applied-swap source diagnostic only
grade,G,0.8531348749298603,0.0,0.0,0.8531348749298603,False,v330 post-v328 applied-swap source diagnostic only
score_decile,0,0.9,759300.0,0.8998844478682113,0.00011555213178870982,False,v330 post-v328 applied-swap source diagnostic only
score_decile,1,0.9,63000.0,0.0746644543865367,0.8253355456134633,False,v330 post-v328 applied-swap source diagnostic only
score_decile,2,0.9,20475.0,0.024265947675624427,0.8757340523243756,False,v330 post-v328 applied-swap source diagnostic only
score_decile,3,0.9,1000.0,0.0011851500696275666,0.8988148499303724,False,v330 post-v328 applied-swap source diagnostic only
score_decile,4,0.9,0.0,0.0,0.9,False,v330 post-v328 applied-swap source diagnostic only
score_decile,5,0.9,0.0,0.0,0.9,False,v330 post-v328 applied-swap source diagnostic only
score_decile,6,0.9,0.0,0.0,0.9,False,v330 post-v328 applied-swap source diagnostic only
score_decile,7,0.9,0.0,0.0,0.9,False,v330 post-v328 applied-swap source diagnostic only
score_decile,8,0.9,0.0,0.0,0.9,False,v330 post-v328 applied-swap source diagnostic only
score_decile,9,0.9,0.0,0.0,0.9,False,v330 post-v328 applied-swap source diagnostic only
income_band,0,0.85,5500.0,0.006518325382951616,0.8434816746170484,False,v330 post-v328 applied-swap source diagnostic only
income_band,1,0.85,26925.0,0.03191016562472223,0.8180898343752777,False,v330 post-v328 applied-swap source diagnostic only
income_band,2,0.85,51150.0,0.06062042606145003,0.78937957393855,False,v330 post-v328 applied-swap source diagnostic only
income_band,3,0.85,102475.0,0.12144825338508489,0.7285517466149151,False,v330 post-v328 applied-swap source diagnostic only
income_band,4,0.85,657725.0,0.7795028295457912,0.07049717045420878,False,v330 post-v328 applied-swap source diagnostic only
dti_band,0,0.85,620100.0,0.734911558176054,0.11508844182394595,False,v330 post-v328 applied-swap source diagnostic only
dti_band,1,0.85,167050.0,0.197979319131285,0.652020680868715,False,v330 post-v328 applied-swap source diagnostic only
dti_band,2,0.85,36200.0,0.04290243252051791,0.807097567479482,False,v330 post-v328 applied-swap source diagnostic only
dti_band,3,0.85,17425.0,0.02065123996326035,0.8293487600367396,False,v330 post-v328 applied-swap source diagnostic only
dti_band,4,0.85,3000.0,0.0035554502088826997,0.8464445497911173,False,v330 post-v328 applied-swap source diagnostic only
period,2018,0.82,514725.0,0.6100263695890492,0.20997363041095074,False,v330 post-v328 applied-swap source diagnostic only
period,2019,0.82,290125.0,0.34384166395069776,0.4761583360493022,False,v330 post-v328 applied-swap source diagnostic only
period,2020,0.82,38925.0,0.04613196646025303,0.773868033539747,False,v330 post-v328 applied-swap source diagnostic only
state_top20,AZ,0.35,12000.0,0.014221800835530799,0.33577819916446916,False,v330 post-v328 applied-swap source diagnostic only
state_top20,CA,0.35,115800.0,0.1372403780628722,0.21275962193712777,False,v330 post-v328 applied-swap source diagnostic only
state_top20,CO,0.35,15875.0,0.01881425735533762,0.3311857426446624,False,v330 post-v328 applied-swap source diagnostic only
state_top20,FL,0.35,51075.0,0.06053153980622796,0.28946846019377204,False,v330 post-v328 applied-swap source diagnostic only
state_top20,GA,0.35,32400.0,0.038398862255933155,0.31160113774406684,False,v330 post-v328 applied-swap source diagnostic only
state_top20,IL,0.35,91825.0,0.1088264051435513,0.24117359485644868,False,v330 post-v328 applied-swap source diagnostic only
state_top20,IN,0.35,8050.0,0.00954045806050191,0.34045954193949807,False,v330 post-v328 applied-swap source diagnostic only
state_top20,MA,0.35,29200.0,0.034606382033124945,0.31539361796687504,False,v330 post-v328 applied-swap source diagnostic only
state_top20,MD,0.35,8475.0,0.010044146840093627,0.33995585315990634,False,v330 post-v328 applied-swap source diagnostic only
state_top20,MI,0.35,2400.0,0.00284436016710616,0.3471556398328938,False,v330 post-v328 applied-swap source diagnostic only
state_top20,MN,0.35,9100.0,0.010784865633610856,0.3392151343663891,False,v330 post-v328 applied-swap source diagnostic only
state_top20,NC,0.35,23350.0,0.02767325412580368,0.3223267458741963,False,v330 post-v328 applied-swap source diagnostic only
