source_family,source_id,cap_share_v80,source_exposure_v80,source_share_v80,source_slack_v80,source_cap_violated_v80,portfolio_label_v80
score_decile,0,0.9,758000.0,0.8998100664767331,0.00018993352326690527,False,focused_full_pool_binary_milp
score_decile,1,0.9,61700.0,0.07324311490978158,0.8267568850902185,False,focused_full_pool_binary_milp
score_decile,2,0.9,19700.0,0.02338556505223172,0.8766144349477683,False,focused_full_pool_binary_milp
score_decile,3,0.9,3000.0,0.0035612535612535613,0.8964387464387464,False,focused_full_pool_binary_milp
score_decile,4,0.9,0.0,0.0,0.9,False,focused_full_pool_binary_milp
score_decile,5,0.9,0.0,0.0,0.9,False,focused_full_pool_binary_milp
score_decile,6,0.9,0.0,0.0,0.9,False,focused_full_pool_binary_milp
score_decile,7,0.9,0.0,0.0,0.9,False,focused_full_pool_binary_milp
score_decile,8,0.9,0.0,0.0,0.9,False,focused_full_pool_binary_milp
score_decile,9,0.9,0.0,0.0,0.9,False,focused_full_pool_binary_milp
income_band,0,0.85,23800.0,0.028252611585944918,0.821747388414055,False,focused_full_pool_binary_milp
income_band,1,0.85,32700.0,0.03881766381766382,0.8111823361823362,False,focused_full_pool_binary_milp
income_band,2,0.85,50550.0,0.06000712250712251,0.7899928774928775,False,focused_full_pool_binary_milp
income_band,3,0.85,86250.0,0.10238603988603989,0.7476139601139601,False,focused_full_pool_binary_milp
income_band,4,0.85,649100.0,0.7705365622032289,0.07946343779677112,False,focused_full_pool_binary_milp
dti_band,0,0.85,626725.0,0.7439755460588794,0.10602445394112059,False,focused_full_pool_binary_milp
dti_band,1,0.85,187575.0,0.22266737891737892,0.6273326210826211,False,focused_full_pool_binary_milp
dti_band,2,0.85,10600.0,0.01258309591642925,0.8374169040835707,False,focused_full_pool_binary_milp
dti_band,3,0.85,11000.0,0.013057929724596391,0.8369420702754036,False,focused_full_pool_binary_milp
dti_band,4,0.85,6500.0,0.007716049382716049,0.8422839506172839,False,focused_full_pool_binary_milp
period,2018,0.82,553525.0,0.6570809591642925,0.1629190408357074,False,focused_full_pool_binary_milp
period,2019,0.82,252975.0,0.3003027065527066,0.5196972934472934,False,focused_full_pool_binary_milp
period,2020,0.82,35900.0,0.04261633428300095,0.777383665716999,False,focused_full_pool_binary_milp
state_top20,AZ,0.35,6000.0,0.007122507122507123,0.34287749287749286,False,focused_full_pool_binary_milp
state_top20,CA,0.35,115000.0,0.1365147198480532,0.2134852801519468,False,focused_full_pool_binary_milp
state_top20,CO,0.35,15500.0,0.018399810066476733,0.33160018993352325,False,focused_full_pool_binary_milp
state_top20,FL,0.35,50725.0,0.06021486229819563,0.28978513770180436,False,focused_full_pool_binary_milp
state_top20,GA,0.35,49050.0,0.05822649572649573,0.29177350427350424,False,focused_full_pool_binary_milp
state_top20,IL,0.35,82925.0,0.09843898385565052,0.25156101614434945,False,focused_full_pool_binary_milp
state_top20,IN,0.35,1000.0,0.0011870845204178537,0.3488129154795821,False,focused_full_pool_binary_milp
state_top20,MA,0.35,25400.0,0.030151946818613485,0.3198480531813865,False,focused_full_pool_binary_milp
state_top20,MD,0.35,11500.0,0.013651471984805319,0.33634852801519466,False,focused_full_pool_binary_milp
state_top20,MI,0.35,1500.0,0.0017806267806267807,0.3482193732193732,False,focused_full_pool_binary_milp
state_top20,MN,0.35,10000.0,0.011870845204178538,0.33812915479582145,False,focused_full_pool_binary_milp
state_top20,NC,0.35,15400.0,0.01828110161443495,0.331718898385565,False,focused_full_pool_binary_milp
state_top20,NJ,0.35,10000.0,0.011870845204178538,0.33812915479582145,False,focused_full_pool_binary_milp
state_top20,NV,0.35,10600.0,0.01258309591642925,0.3374169040835707,False,focused_full_pool_binary_milp
state_top20,NY,0.35,82175.0,0.09754867046533713,0.25245132953466287,False,focused_full_pool_binary_milp
state_top20,OH,0.35,19400.0,0.023029439696106362,0.3269705603038936,False,focused_full_pool_binary_milp
state_top20,PA,0.35,37850.0,0.044931149097815766,0.3050688509021842,False,focused_full_pool_binary_milp
state_top20,TX,0.35,34200.0,0.0405982905982906,0.30940170940170936,False,focused_full_pool_binary_milp
state_top20,VA,0.35,15500.0,0.018399810066476733,0.33160018993352325,False,focused_full_pool_binary_milp
state_top20,WA,0.35,55075.0,0.0653786799620133,0.2846213200379867,False,focused_full_pool_binary_milp
state_top20,other,0.35,193600.0,0.22981956315289648,0.1201804368471035,False,focused_full_pool_binary_milp
