tier_id_v334,solver_success_v334,milp_status_v334,milp_message_v334,milp_fun_v334,milp_gap_v334,milp_dual_bound_v334,milp_node_count_v334,constraint_rows_v334,variable_count_v334,return_floor_v334,cvar_cap_v334,selected_rows_v334,portfolio_exposure_v334,objective_return_v334,delta_return_vs_v330_v334,delta_return_vs_v316_v334,scenario_loss_mean_v334,scenario_loss_cvar90_v334,delta_cvar90_vs_v330_v334,delta_cvar90_vs_v316_v334,observed_proxy_rows_v334,missing_proxy_rows_v334,observed_proxy_delta_vs_v330_v334,missing_proxy_delta_vs_v330_v334,period_distribution_v334,claim_boundary_v334
strict_v330_return_v330_cvar,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,-1,183,1485,4428.130915105124,96551.59286009285,,,,,,,,,,,,,,{},bounded proxy-gap repair tier; not full-universe or promotion evidence
relaxed_v316_return_v330_cvar,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),-9904421.425647462,3.05374854568778e-07,-9904424.450208714,271,183,1485,4419.757991584778,96551.59286009285,171.0,843775.0,4421.425647455775,-6.705267649348571,1.6676558709968958,60097.27536278339,96399.01712685576,-152.57573323708493,-585.0336330335558,99.0,72.0,2.0,-2.0,"{""2018"": 94, ""2019"": 70, ""2020"": 7}",bounded proxy-gap repair tier; not full-universe or promotion evidence
