stage_v327,pair_rows_v327,claim_boundary_v327
all_pairs,47315358,post-v326 candidate one-swap screen stage count only
return_improving,1452166,post-v326 candidate one-swap screen stage count only
budget_return_feasible,736161,post-v326 candidate one-swap screen stage count only
source_prefilter_feasible,12358,post-v326 candidate one-swap screen stage count only
source_exact_feasible,14,post-v326 candidate one-swap screen stage count only
cvar_feasible_improving,3,post-v326 candidate one-swap screen stage count only
