policy_id,criterion,observed,threshold,margin,pass,fragility_score,status
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.040431,0.1,0.059569000000000004,True,0.059569000000000004,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.17018,0.2,0.029820000000000013,True,0.029820000000000013,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,168244.12224854622,166269.82231927008,1974.2999292761378,True,1974.2999292761378,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.04545,0.1,0.05455000000000001,True,0.05455000000000001,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.171708,0.2,0.02829200000000001,True,0.02829200000000001,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,return_beats_theorem_tight,168128.1097153701,166269.82231927008,1858.2873961000296,True,1858.2873961000296,diagnostic_threshold_screen
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,V_below_sqrt_alpha01,0.03545,0.1,0.06455,True,0.06455,diagnostic_threshold_screen
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,gamma_cp_below_020,0.171845,0.2,0.028155000000000013,True,0.028155000000000013,diagnostic_threshold_screen
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,167692.389704731,166269.82231927008,1422.5673854609195,True,1422.5673854609195,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.03905,0.1,0.060950000000000004,True,0.060950000000000004,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.157538,0.2,0.042462,True,0.042462,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,return_beats_theorem_tight,167494.8582103625,166269.82231927008,1225.0358910924115,True,1225.0358910924115,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,V_below_sqrt_alpha01,0.04425,0.1,0.05575000000000001,True,0.05575000000000001,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,gamma_cp_below_020,0.172774,0.2,0.027226,True,0.027226,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,167226.8353415202,166269.82231927008,957.0130222501175,True,957.0130222501175,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.03545,0.1,0.06455,True,0.06455,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.164424,0.2,0.035576000000000024,True,0.035576000000000024,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,167124.6310620346,166269.82231927008,854.8087427645223,True,854.8087427645223,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.04545,0.1,0.05455000000000001,True,0.05455000000000001,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.165827,0.2,0.03417300000000001,True,0.03417300000000001,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,167069.47757462133,166269.82231927008,799.6552553512447,True,799.6552553512447,diagnostic_threshold_screen
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.03905,0.1,0.060950000000000004,True,0.060950000000000004,diagnostic_threshold_screen
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.1533,0.2,0.04670000000000002,True,0.04670000000000002,diagnostic_threshold_screen
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,167067.29591823329,166269.82231927008,797.4735989632027,True,797.4735989632027,diagnostic_threshold_screen
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.042975,0.1,0.057025000000000006,True,0.057025000000000006,diagnostic_threshold_screen
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.155394,0.2,0.04460600000000001,True,0.04460600000000001,diagnostic_threshold_screen
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,166969.46159398026,166269.82231927008,699.6392747101781,True,699.6392747101781,diagnostic_threshold_screen
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.042975,0.1,0.057025000000000006,True,0.057025000000000006,diagnostic_threshold_screen
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.154754,0.2,0.04524600000000001,True,0.04524600000000001,diagnostic_threshold_screen
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,166777.3884430658,166269.82231927008,507.5661237957247,True,507.5661237957247,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.043789,0.1,0.056211000000000004,True,0.056211000000000004,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.158941,0.2,0.04105900000000001,True,0.04105900000000001,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,return_beats_theorem_tight,166621.64409318674,166269.82231927008,351.82177391665755,True,351.82177391665755,diagnostic_threshold_screen
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,V_below_sqrt_alpha01,0.041775,0.1,0.058225000000000006,True,0.058225000000000006,diagnostic_threshold_screen
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,gamma_cp_below_020,0.157534,0.2,0.042466000000000004,True,0.042466000000000004,diagnostic_threshold_screen
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,return_beats_theorem_tight,166574.19464587132,166269.82231927008,304.37232660123846,True,304.37232660123846,diagnostic_threshold_screen
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,V_below_sqrt_alpha01,0.03645,0.1,0.06355,True,0.06355,diagnostic_threshold_screen
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,gamma_cp_below_020,0.186841,0.2,0.013159000000000004,True,0.013159000000000004,diagnostic_threshold_screen
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,166559.14303245154,166269.82231927008,289.3207131814561,True,289.3207131814561,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.04545,0.1,0.05455000000000001,True,0.05455000000000001,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.162785,0.2,0.037215,True,0.037215,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,return_beats_theorem_tight,166313.57843638843,166269.82231927008,43.7561171183479,True,43.7561171183479,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,V_below_sqrt_alpha01,0.04545,0.1,0.05455000000000001,True,0.05455000000000001,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,gamma_cp_below_020,0.16677,0.2,0.03323000000000001,True,0.03323000000000001,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,zero_violation,0.0,0.0,-0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,robust_region_pass,1.0,1.0,0.0,True,-0.0,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,return_beats_theorem_tight,166269.82231927008,166269.82231927008,0.0,True,0.0,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,V_below_sqrt_alpha01,0.030034,0.1,0.069966,True,0.0,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,gamma_cp_below_020,0.159714,0.2,0.040286000000000016,True,0.0,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,zero_violation,0.0,0.0,-0.0,True,0.0,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,robust_region_pass,1.0,1.0,0.0,True,0.0,diagnostic_threshold_screen
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,166244.65010111933,166269.82231927008,-25.17221815075027,False,-25.17221815075027,diagnostic_threshold_screen
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.042975,0.1,0.057025000000000006,True,-25.17221815075027,diagnostic_threshold_screen
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.150881,0.2,0.049119000000000024,True,-25.17221815075027,diagnostic_threshold_screen
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-25.17221815075027,diagnostic_threshold_screen
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-25.17221815075027,diagnostic_threshold_screen
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,return_beats_theorem_tight,166210.47853140024,166269.82231927008,-59.34378786984598,False,-59.34378786984598,diagnostic_threshold_screen
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,V_below_sqrt_alpha01,0.03525,0.1,0.06475,True,-59.34378786984598,diagnostic_threshold_screen
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,gamma_cp_below_020,0.187564,0.2,0.012436000000000003,True,-59.34378786984598,diagnostic_threshold_screen
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,zero_violation,0.0,0.0,-0.0,True,-59.34378786984598,diagnostic_threshold_screen
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,robust_region_pass,1.0,1.0,0.0,True,-59.34378786984598,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,return_beats_theorem_tight,166186.4620978511,166269.82231927008,-83.36022141898866,False,-83.36022141898866,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,V_below_sqrt_alpha01,0.045084,0.1,0.054916000000000006,True,-83.36022141898866,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,gamma_cp_below_020,0.161059,0.2,0.038941,True,-83.36022141898866,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,zero_violation,0.0,0.0,-0.0,True,-83.36022141898866,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,robust_region_pass,1.0,1.0,0.0,True,-83.36022141898866,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,165829.33653326883,166269.82231927008,-440.4857860012562,False,-440.4857860012562,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.045805,0.1,0.05419500000000001,True,-440.4857860012562,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.164313,0.2,0.035687000000000024,True,-440.4857860012562,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-440.4857860012562,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-440.4857860012562,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,return_beats_theorem_tight,165590.76458837948,166269.82231927008,-679.0577308906068,False,-679.0577308906068,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,V_below_sqrt_alpha01,0.048175,0.1,0.051825,True,-679.0577308906068,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,gamma_cp_below_020,0.165085,0.2,0.034915,True,-679.0577308906068,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,zero_violation,0.0,0.0,-0.0,True,-679.0577308906068,diagnostic_threshold_screen
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,robust_region_pass,1.0,1.0,0.0,True,-679.0577308906068,diagnostic_threshold_screen
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,165547.8905382124,166269.82231927008,-721.9317810576758,False,-721.9317810576758,diagnostic_threshold_screen
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.042975,0.1,0.057025000000000006,True,-721.9317810576758,diagnostic_threshold_screen
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.147556,0.2,0.05244400000000002,True,-721.9317810576758,diagnostic_threshold_screen
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-721.9317810576758,diagnostic_threshold_screen
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-721.9317810576758,diagnostic_threshold_screen
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,165517.85855195278,166269.82231927008,-751.9637673172983,False,-751.9637673172983,diagnostic_threshold_screen
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.042975,0.1,0.057025000000000006,True,-751.9637673172983,diagnostic_threshold_screen
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.152083,0.2,0.047917000000000015,True,-751.9637673172983,diagnostic_threshold_screen
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-751.9637673172983,diagnostic_threshold_screen
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-751.9637673172983,diagnostic_threshold_screen
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,return_beats_theorem_tight,165504.23210778716,166269.82231927008,-765.5902114829223,False,-765.5902114829223,diagnostic_threshold_screen
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,V_below_sqrt_alpha01,0.040975,0.1,0.05902500000000001,True,-765.5902114829223,diagnostic_threshold_screen
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,gamma_cp_below_020,0.146459,0.2,0.053541000000000005,True,-765.5902114829223,diagnostic_threshold_screen
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,zero_violation,0.0,0.0,-0.0,True,-765.5902114829223,diagnostic_threshold_screen
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,robust_region_pass,1.0,1.0,0.0,True,-765.5902114829223,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,return_beats_theorem_tight,165401.62753483138,166269.82231927008,-868.1947844387032,False,-868.1947844387032,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,V_below_sqrt_alpha01,0.042975,0.1,0.057025000000000006,True,-868.1947844387032,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,gamma_cp_below_020,0.159886,0.2,0.04011400000000001,True,-868.1947844387032,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,zero_violation,0.0,0.0,-0.0,True,-868.1947844387032,diagnostic_threshold_screen
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,robust_region_pass,1.0,1.0,0.0,True,-868.1947844387032,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,return_beats_theorem_tight,165375.90860423315,166269.82231927008,-893.9137150369352,False,-893.9137150369352,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,V_below_sqrt_alpha01,0.047375,0.1,0.052625000000000005,True,-893.9137150369352,diagnostic_threshold_screen
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,gamma_cp_below_020,0.161873,0.2,0.03812700000000002,True,-893.9137150369352,diagnostic_threshold_screen
