policy_id,regime_v361,three_swap_seed_rank_v361,seed_action_signature_v361,first_added_loan_id_v361,second_added_loan_id_v361,third_added_loan_id_v361,fourth_added_loan_id_v361,first_dropped_loan_id_v361,second_dropped_loan_id_v361,third_dropped_loan_id_v361,fourth_dropped_loan_id_v361,action_signature_v361,seed_return_delta_v361,return_delta_v361,objective_return_after_four_swap_v361,exposure_after_four_swap_v361,loss_mean_after_four_swap_v361,cvar90_after_four_swap_v361,source_min_slack_after_four_swap_v361,max_source_share_after_four_swap_v361,source_cap_violations_after_four_swap_v361,first_source_block_family_v361,first_source_block_id_v361,cvar_four_swap_feasible_v361,four_add_four_drop_entering_column_v361,claim_boundary_v361
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,440,add=145977956|153611978|161455148;drop=148128009|159706782|164875488,161455148,153611978,145977956,145033022,159706782,148128009,164875488,144603743,add=145033022|145977956|153611978|161455148;drop=144603743|148128009|159706782|164875488,2.531127358207314,7.907899636432177,4435.046012158072,843725.0,60357.52163173379,96708.66326215261,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,145977956,159706782,148128009,144603743,164875488,add=145033022|145977956|153611978|161455148;drop=144603743|148128009|159706782|164875488,6.032121808291137,7.907899636432177,4435.046012158072,843725.0,60357.52163173379,96708.66326215261,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,170,add=145977956|153611978|161455148;drop=139234645|159706782|164875488,161455148,145977956,153611978,145033022,159706782,164875488,139234645,144603743,add=145033022|145977956|153611978|161455148;drop=139234645|144603743|159706782|164875488,1.3937516410758022,6.770523919300658,4433.90863644094,843725.0,60307.037279308795,96640.31121923534,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,441,add=145977956|153611978|161494495;drop=148128009|159706782|164875488,161494495,145977956,153611978,145033022,159706782,164875488,148128009,144603743,add=145033022|145977956|153611978|161494495;drop=144603743|148128009|159706782|164875488,0.9526263686027364,6.329398646827599,4433.467511168467,843725.0,60359.1335663175,96708.66326215261,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,449,add=144038628|145977956|153611978;drop=148128009|159706782|164875488,144038628,145977956,153611978,145033022,159706782,164875488,148128009,144603743,add=144038628|145033022|145977956|153611978;drop=144603743|148128009|159706782|164875488,0.7700306320580381,6.146802910282901,4433.284915431922,843725.0,60313.28599969938,96712.9652138294,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,203,add=153611978|161455148|161983601;drop=139234645|148128009|159706782,161455148,161983601,153611978,145033022,159706782,139234645,148128009,144603743,add=145033022|153611978|161455148|161983601;drop=139234645|144603743|148128009|159706782,0.520401825806502,5.8971741040313645,4433.035286625671,843725.0,60318.53156001937,96651.89699806902,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,161983601,159706782,148128009,144603743,139234645,add=145033022|153611978|161455148|161983601;drop=139234645|144603743|148128009|159706782,6.032121808291137,5.8971741040313645,4433.035286625671,843725.0,60318.53156001937,96651.89699806902,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,201,add=145977956|153611978|161455148;drop=148128009|162228701|164875488,161455148,145977956,153611978,145033022,162228701,164875488,148128009,144603743,add=145033022|145977956|153611978|161455148;drop=144603743|148128009|162228701|164875488,0.424139276366489,5.800911554591352,4432.93902407623,843725.0,60312.84395105354,96650.57720908335,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,345,add=153611978|161455148|163545352;drop=127648167|148128009|159706782,161455148,163545352,153611978,145033022,159706782,127648167,148128009,144603743,add=145033022|153611978|161455148|163545352;drop=127648167|144603743|148128009|159706782,0.3869689122077062,5.763741190432569,4432.901853712072,843725.0,60340.9268795384,96684.02758220957,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,163545352,159706782,148128009,144603743,127648167,add=145033022|153611978|161455148|163545352;drop=127648167|144603743|148128009|159706782,6.032121808291137,5.763741190432569,4432.901853712072,843725.0,60340.9268795384,96684.02758220957,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,448,add=153138303|153611978|161455148;drop=148128009|159706782|164875488,161455148,153611978,153138303,145033022,159706782,148128009,164875488,144603743,add=145033022|153138303|153611978|161455148;drop=144603743|148128009|159706782|164875488,0.2769497454649752,5.653722023689838,4432.791834545329,843725.0,60359.78066034123,96711.28243295613,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,153138303,159706782,148128009,144603743,164875488,add=145033022|153138303|153611978|161455148;drop=144603743|148128009|159706782|164875488,6.032121808291137,5.653722023689838,4432.791834545329,843725.0,60359.78066034123,96711.28243295613,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,140423185,159706782,148128009,144603743,127648167,add=140423185|145033022|153611978|161455148;drop=127648167|144603743|148128009|159706782,6.032121808291137,5.613441182430712,4432.75155370407,843725.0,60325.49041962218,96657.0408832139,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,213,add=140423185|153611978|161455148;drop=127648167|148128009|159706782,161455148,140423185,153611978,145033022,159706782,127648167,148128009,144603743,add=140423185|145033022|153611978|161455148;drop=127648167|144603743|148128009|159706782,0.2366689042058496,5.613441182430705,4432.75155370407,843725.0,60325.49041962218,96657.0408832139,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,37,add=145977956|153611978|161983601;drop=139234645|148128009|164875488,145977956,161983601,153611978,145033022,164875488,139234645,148128009,144603743,add=145033022|145977956|153611978|161983601;drop=139234645|144603743|148128009|164875488,0.175828328211395,5.552600606436258,4432.690713128076,843725.0,60194.00913363883,96547.37022780048,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,147,add=145033022|145977956|153611978;drop=144603743|148128009|164875488,145977956,153611978,145033022,161983601,164875488,148128009,144603743,139234645,add=145033022|145977956|153611978|161983601;drop=139234645|144603743|148128009|164875488,5.68754831069603,5.552600606436258,4432.690713128076,843725.0,60194.00913363883,96547.37022780048,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,144622469,159706782,148128009,144603743,129082051,add=144622469|145033022|153611978|161455148;drop=129082051|144603743|148128009|159706782,6.032121808291137,5.534002425260876,4432.6721149469,843725.0,60340.67876356291,96675.48075153105,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,290,add=144622469|153611978|161455148;drop=129082051|148128009|159706782,161455148,144622469,153611978,145033022,159706782,129082051,148128009,144603743,add=144622469|145033022|153611978|161455148;drop=129082051|144603743|148128009|159706782,0.1572301470360102,5.534002425260866,4432.6721149469,843725.0,60340.67876356291,96675.48075153105,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,142,add=147190807|153611978|161455148;drop=139234645|148128009|159706782,161455148,147190807,153611978,145033022,159706782,139234645,148128009,144603743,add=145033022|147190807|153611978|161455148;drop=139234645|144603743|148128009|159706782,0.1238475908403842,5.500619869065247,4432.638732390705,843725.0,60302.72674536009,96624.94603628616,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,147190807,159706782,148128009,144603743,139234645,add=145033022|147190807|153611978|161455148;drop=139234645|144603743|148128009|159706782,6.032121808291137,5.500619869065247,4432.638732390705,843725.0,60302.72674536009,96624.94603628616,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,70,add=145977956|153611978|163545352;drop=127648167|148128009|164875488,145977956,163545352,153611978,145033022,164875488,127648167,148128009,144603743,add=145033022|145977956|153611978|163545352;drop=127648167|144603743|148128009|164875488,0.0423954146125993,5.419167692837462,4432.557280214477,843725.0,60216.40445315787,96579.500811941,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,147,add=145033022|145977956|153611978;drop=144603743|148128009|164875488,145977956,153611978,145033022,163545352,164875488,148128009,144603743,127648167,add=145033022|145977956|153611978|163545352;drop=127648167|144603743|148128009|164875488,5.68754831069603,5.419167692837462,4432.557280214477,843725.0,60216.40445315787,96579.500811941,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,158764455,159706782,148128009,144603743,164875488,add=145033022|153611978|158764455|161455148;drop=144603743|148128009|159706782|164875488,6.032121808291137,5.40255555776578,4432.540668079405,843725.0,60379.418011581976,96745.3042187216,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,484,add=153611978|158764455|161455148;drop=148128009|159706782|164875488,161455148,153611978,158764455,145033022,159706782,148128009,164875488,144603743,add=145033022|153611978|158764455|161455148;drop=144603743|148128009|159706782|164875488,0.0257832795409171,5.40255555776578,4432.540668079405,843725.0,60379.418011581976,96745.3042187216,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,151083962,159706782,148128009,144603743,127648167,add=145033022|151083962|153611978|161455148;drop=127648167|144603743|148128009|159706782,6.032121808291137,5.345485561874298,4432.483598083514,843725.0,60329.35740426145,96664.22475412264,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,147,add=145033022|145977956|153611978;drop=144603743|148128009|164875488,145977956,153611978,145033022,140423185,164875488,148128009,144603743,127648167,add=140423185|145033022|145977956|153611978;drop=127648167|144603743|148128009|164875488,5.68754831069603,5.268867684835605,4432.406980206475,843725.0,60200.96799324165,96552.51411294536,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,147,add=145033022|145977956|153611978;drop=144603743|148128009|164875488,145977956,153611978,145033022,144622469,164875488,148128009,144603743,129082051,add=144622469|145033022|145977956|153611978;drop=129082051|144603743|148128009|164875488,5.68754831069603,5.1894289276657695,4432.3275414493055,843725.0,60216.15633718237,96570.9539812625,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,147,add=145033022|145977956|153611978;drop=144603743|148128009|164875488,145977956,153611978,145033022,147190807,164875488,148128009,144603743,139234645,add=145033022|145977956|147190807|153611978;drop=139234645|144603743|148128009|164875488,5.68754831069603,5.15604637147014,4432.29415889311,843725.0,60178.20431897955,96520.41926601759,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,163545352,159706782,148128009,144603743,148017643,add=145033022|153611978|161455148|163545352;drop=144603743|148017643|148128009|159706782,6.032121808291137,5.033913061615024,4432.172025583254,843725.0,60338.656198383884,96668.81237661876,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,147,add=145033022|145977956|153611978;drop=144603743|148128009|164875488,145977956,153611978,145033022,151083962,164875488,148128009,144603743,127648167,add=145033022|145977956|151083962|153611978;drop=127648167|144603743|148128009|164875488,5.68754831069603,5.000912064279191,4432.139024585918,843725.0,60204.83497788092,96559.69798385412,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,145955296,159706782,148128009,144603743,127648167,add=145033022|145955296|153611978|161455148;drop=127648167|144603743|148128009|159706782,6.032121808291137,4.99787079503027,4432.13598331667,843725.0,60329.69901355283,96666.19492675405,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,473,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,161455148,153611978,145033022,140423185,159706782,148128009,144603743,148017643,add=140423185|145033022|153611978|161455148;drop=144603743|148017643|148128009|159706782,6.032121808291137,4.883613053613168,4432.021725575252,843725.0,60323.21973846767,96641.8256776231,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
v361_v353_fourth_order_branch_price_loop,post_v353_seeded_four_add_four_drop,477,add=145977956|161455148|161983601;drop=148128009|159706782|164875488,161455148,161983601,145977956,163545352,159706782,148128009,164875488,127648167,add=145977956|161455148|161983601|163545352;drop=127648167|148128009|159706782|164875488,5.0985571667489324,4.830176548890364,4431.96828907053,843775.0,60338.733068454705,96693.91151971443,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded post-v353 fourth-order branch-price row; no dual-bound certificate
