policy_id,macro_regime_v15,n_paths,final_wealth_mean,final_wealth_p05,cumulative_losses_mean,cumulative_losses_p95,defaults_mean,claim_scope
v13_fvi_return_recovery,baseline_internal,128,1107550.9749542577,1097134.4966128466,23435.584933800325,32312.770997330335,70.34375,path_family_sensitivity_internal_not_forecast
v13_fvi_return_recovery,macro_stress_internal,128,1088732.9683569039,1063861.4772016753,41773.2855503879,63830.550257242874,102.09375,path_family_sensitivity_internal_not_forecast
v13_fvi_return_recovery,mild_stress_internal,128,1101324.9767067959,1087698.4479110662,29590.0428214714,41846.64036681239,82.0,path_family_sensitivity_internal_not_forecast
v13_fvi_return_recovery,vintage_stress_internal,128,1097769.8402667965,1081808.9650069687,33336.225288669804,46455.50240761276,87.6875,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,baseline_internal,128,1115752.202717441,1091440.3584928883,43088.21407708351,59171.27535238457,65.890625,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,macro_stress_internal,128,1086594.0931520576,1055941.2969898356,68268.91445921798,90445.8745813853,87.8359375,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,mild_stress_internal,128,1103944.243158887,1078051.6302274002,52592.918982957526,69505.3718256118,75.984375,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,vintage_stress_internal,128,1094550.7174613716,1067478.3929790158,60687.24304907491,80594.42569108662,81.3125,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,baseline_internal,128,1144720.3885233772,1116780.3206905741,44815.79091278158,62361.23764834696,66.078125,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,macro_stress_internal,128,1112469.9130539666,1074753.9635200717,72554.69185016364,100241.69362491004,89.5859375,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,mild_stress_internal,128,1131373.2102291142,1097102.0326359826,55172.79144222079,79494.66772792618,76.5078125,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,vintage_stress_internal,128,1122260.4444924733,1089063.3371949529,62994.38812838718,85072.1711339463,81.265625,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,baseline_internal,128,1077792.7964244152,1049363.0934822029,35401.74348050894,54223.130054273475,59.015625,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,macro_stress_internal,128,1051080.3198638621,1030397.4488719495,57897.55389092744,74849.40999898505,77.6484375,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,mild_stress_internal,128,1068073.3744361207,1043525.4920112359,43380.20900220552,61415.5793795623,68.046875,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,vintage_stress_internal,128,1059700.8606431053,1036732.5894659888,50438.49583353486,67310.27603039304,72.5703125,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,baseline_internal,128,1138466.2246124973,1114718.6392611407,41160.51265475884,59818.58170122526,68.6484375,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,macro_stress_internal,128,1105999.7054676835,1069684.6878529082,71013.92389633333,101482.44932679766,97.3046875,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,mild_stress_internal,128,1128706.7644788418,1103366.8306577734,50522.43092227571,72153.56198481203,79.0546875,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,vintage_stress_internal,128,1121242.2855888808,1093733.978254329,57241.81619176672,80109.24237671778,84.3984375,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,baseline_internal,128,1147174.2509796754,1123551.7850700866,41846.568606233835,60802.416006673244,68.390625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,macro_stress_internal,128,1113783.461239665,1077109.213601473,72659.09637123575,102755.46061737771,97.6015625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,mild_stress_internal,128,1137785.06267717,1107745.2351179037,50694.18773841014,76046.4379174261,77.5859375,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,vintage_stress_internal,128,1129264.5992152237,1095552.5075182454,58635.58896547414,87887.68095383763,84.1640625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,baseline_internal,128,1149376.7884295615,1125771.7542110726,44681.87925005811,65004.298696044934,74.3203125,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,macro_stress_internal,128,1113756.3743142074,1076637.3093048588,77207.74828778433,109683.93151352358,105.03125,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,mild_stress_internal,128,1139491.1575290116,1104325.164950945,53921.56247889594,82608.25523416419,84.3984375,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,vintage_stress_internal,128,1130855.8466076716,1098758.2687903051,61941.31161072982,89288.9550726168,91.4296875,path_family_sensitivity_internal_not_forecast
v13_static_reference,baseline_internal,128,1111795.4966344319,1003984.2280427191,229076.3630928199,286508.3277732881,26.1953125,path_family_sensitivity_internal_not_forecast
v13_static_reference,macro_stress_internal,128,1010471.0513220183,908423.3960018358,309353.7389078365,366210.58957520756,29.359375,path_family_sensitivity_internal_not_forecast
v13_static_reference,mild_stress_internal,128,1062862.000419415,952464.2650823826,264403.69324788795,323502.66175221454,28.328125,path_family_sensitivity_internal_not_forecast
v13_static_reference,vintage_stress_internal,128,1039533.4991100306,954076.5750050357,285208.69251881534,331850.44952702464,28.625,path_family_sensitivity_internal_not_forecast
