policy_id,regime_v71,omitted_rows_priced_v71,improving_columns_v71,min_reduced_cost_v71,best_return_improvement_signal_v71,median_reduced_cost_v71,negative_reduced_cost_detected_v71,column_generation_termination_certificate_v71,exact_full_universe_cvar_claim_allowed_v71,claim_boundary_v71_x,solver_success_v71,solver_message_v71,objective_return_v71,incumbent_exposure_v71,incumbent_cvar90_v71,cvar_cap_v71,claim_boundary_v71_y
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,276389,0,31.424505,-31.424505,5257.035,False,False,False,improving omitted columns or scope blockers prevent termination claim,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),-47932.75039760125,845850.0,176777.2176388813,176794.89536064517,restricted-master LP rerun for marginals; not full-universe proof
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,276389,987,-812.86017,812.86017,5394.7524,True,False,False,improving omitted columns or scope blockers prevent termination claim,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),-43504.03872187194,845850.0,176777.2176388813,185616.07852082537,restricted-master LP rerun for marginals; not full-universe proof
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,276484,58,-261.1827,261.1827,5354.1772,True,False,False,improving omitted columns or scope blockers prevent termination claim,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),-15866.148354228644,846525.0,108889.78655858779,108900.67553724365,restricted-master LP rerun for marginals; not full-universe proof
v63_source_repair_return_guarded_repair,target_source_cap_probe_lp,276484,2265,-1017.69794,1017.69794,5295.142,True,False,False,improving omitted columns or scope blockers prevent termination claim,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),-14501.832702946951,846525.0,108889.78655858779,114334.27588651718,restricted-master LP rerun for marginals; not full-universe proof
v63_source_repair_strict_source_probe,incumbent_cvar_relaxed_source_lp,276354,0,13.06293,-13.06293,5282.158,False,False,False,improving omitted columns or scope blockers prevent termination claim,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),-63394.708582769425,846475.0,217144.0725116467,217165.78691889785,restricted-master LP rerun for marginals; not full-universe proof
v63_source_repair_strict_source_probe,target_source_cap_probe_lp,276354,1523,-1060.9984,1060.9984,5343.7754,True,False,False,improving omitted columns or scope blockers prevent termination claim,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),-58283.86029244418,846475.0,217144.0725116467,228001.27613722903,restricted-master LP rerun for marginals; not full-universe proof
v63_source_repair_tail_balanced_repair,incumbent_cvar_relaxed_source_lp,276425,0,51.907955,-51.907955,5158.867,False,False,False,improving omitted columns or scope blockers prevent termination claim,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),-29763.559261949413,846325.0,139579.56410577038,139593.52206218094,restricted-master LP rerun for marginals; not full-universe proof
v63_source_repair_tail_balanced_repair,target_source_cap_probe_lp,276425,905,-792.2909,792.2909,5268.6704,True,False,False,improving omitted columns or scope blockers prevent termination claim,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),-26651.36332088447,846325.0,139579.56410577038,146558.5423110589,restricted-master LP rerun for marginals; not full-universe proof
