online_method_v319,source_family,source_id,holdout_period_v319,loan_rows_v319,coverage_v319,avg_interval_width_v319,policy_period_coverage_v319,policy_period_avg_width_v319,source_gate80_v319,policy_gate90_v319,width_gate95_v319,external_holdout_available_v319,strict_live_claim_allowed_v319,claim_boundary_v319
v65_margin_repair_replayed_on_v316,period,2018,2018,98,0.9795918367346939,0.20229124600959653,0.9795918367346939,0.20229124600959653,True,True,True,False,False,v316 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v316,period,2019,2019,66,0.9242424242424242,0.21424949488616019,0.9242424242424242,0.21424949488616019,True,True,True,False,False,v316 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v316,period,2020,2020,7,1.0,0.3183280895629744,1.0,0.3183280895629744,True,True,True,False,False,v316 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v316,term,36,2018,98,0.9795918367346939,0.20229124600959653,0.9795918367346939,0.20229124600959653,True,True,True,False,False,v316 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v316,term,36,2019,66,0.9242424242424242,0.21424949488616019,0.9242424242424242,0.21424949488616019,True,True,True,False,False,v316 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v316,term,36,2020,7,1.0,0.3183280895629744,1.0,0.3183280895629744,True,True,True,False,False,v316 selected-book temporal replay only; no external online claim
