policy_id,lane_v11,n_funded,funded_exposure,objective_return,realized_return_proxy_lgd45,weighted_pd_high,weighted_qhat,weighted_weak_source_proxy,ecl_proxy_v11,auditability_score_v11,pd_cap_v11,mean_spo_target_score_v11,mean_decision_loss_proxy_v11,constraint_pd_pass,constraint_mdcp_proxy_pass,training_scope_v11
v11_spo_ridge_ecl_guarded,trained_spo_dfl_proxy,372,980550.0,110803.63551585225,105290.79000000001,0.17298359134134475,0.7861681118745859,0.37298582428229055,76328.57722039003,0.5280747797854035,0.175,0.48695879751427806,29011.523982410792,True,True,ridge_trained_against_v10_solver_targets_not_neural_spo_plus
v11_spo_ridge_balanced,trained_spo_dfl_proxy,371,982600.0,111195.34204140506,103906.6925,0.1731652756453482,0.7819833770305902,0.38024119682475066,76568.4899321036,0.5270753268537469,0.175,0.4874872549109515,29105.860701639187,True,True,ridge_trained_against_v10_solver_targets_not_neural_spo_plus
v11_spo_ridge_audit_guarded,trained_spo_dfl_proxy,356,981450.0,114487.64609190114,107103.7525,0.17434227836943073,0.7948668326912895,0.40230653624738905,76998.703097555,0.5132794464956506,0.175,0.4891994573666531,29855.505537376455,True,True,ridge_trained_against_v10_solver_targets_not_neural_spo_plus
v11_spo_ridge_return_recovery,trained_spo_dfl_proxy,343,989400.0,121261.12716248268,115259.445,0.18898565472152107,0.8070538731739102,0.4218971093592076,84142.08305166283,0.5007164717104587,0.19,0.49903713494676427,30512.56443853057,False,True,ridge_trained_against_v10_solver_targets_not_neural_spo_plus
