policy_id,regime_v346,seed_pair_rank_v346,seed_added_loan_id_v346,seed_dropped_loan_id_v346,second_added_loan_id_v346,second_dropped_loan_id_v346,action_signature_v346,seed_return_delta_v346,second_add_mean_return_v346,second_drop_mean_return_v346,return_delta_v346,objective_return_after_two_swap_v346,exposure_after_two_swap_v346,source_min_slack_after_two_swap_v346,max_source_share_after_two_swap_v346,source_cap_violations_after_two_swap_v346,first_source_block_family_v346,first_source_block_id_v346,cvar90_after_two_swap_v346,cvar_two_swap_feasible_v346,two_add_two_drop_entering_column_v346,claim_boundary_v346
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,148017643,148145784,add=148017643|151825245;drop=148145784|160128011,1.4233158764891731,16.62722525875585,17.206177509043172,0.8443636262018508,4426.754927405589,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96382.59371194048,True,True,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,148017643,140423185,add=148017643|151825245;drop=140423185|160128011,1.4233158764891731,16.62722525875585,15.478716504077878,2.5718246311671447,4428.482388410554,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96396.53829616446,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,2,148017643,140423185,151825245,160128011,add=148017643|151825245;drop=140423185|160128011,1.1485087546779713,24.73291306022574,23.309597183736567,2.571824631167143,4428.482388410554,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96396.53829616446,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,151825245,160128011,add=139234645|151825245;drop=148128009|160128011,1.137375717131512,24.73291306022574,23.309597183736567,2.5606915936206853,4428.471255373008,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96459.14231881437,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,139234645,148128009,add=139234645|151825245;drop=148128009|160128011,1.4233158764891731,55.59956508611554,54.46218936898403,2.5606915936206818,4428.471255373008,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96459.14231881437,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,4,161983601,148128009,151825245,160128011,add=151825245|161983601;drop=148128009|160128011,1.002428012871739,24.73291306022574,23.309597183736567,2.4257438893609127,4428.336307668748,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96463.46561899291,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,161983601,148128009,add=151825245|161983601;drop=148128009|160128011,1.4233158764891731,55.46461738185577,54.46218936898403,2.425743889360909,4428.336307668748,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96463.46561899291,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,148017643,140423185,add=139234645|148017643;drop=140423185|148128009,1.137375717131512,16.62722525875585,15.478716504077878,2.2858844718094833,4428.196448251197,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96460.0765887468,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,2,148017643,140423185,139234645,148128009,add=139234645|148017643;drop=140423185|148128009,1.1485087546779713,55.59956508611554,54.46218936898403,2.2858844718094815,4428.196448251197,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96460.0765887468,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,148017643,127648167,add=148017643|151825245;drop=127648167|160128011,1.4233158764891731,16.62722525875585,15.897397129938305,2.153144005306718,4428.063707784694,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96406.0054814879,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,5,148017643,127648167,151825245,160128011,add=148017643|151825245;drop=127648167|160128011,0.7298281288175446,24.73291306022574,23.309597183736567,2.153144005306718,4428.063707784694,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96406.0054814879,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,4,161983601,148128009,148017643,140423185,add=148017643|161983601;drop=140423185|148128009,1.002428012871739,16.62722525875585,15.478716504077878,2.1509367675497106,4428.061500546937,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96464.39988892534,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,2,148017643,140423185,161983601,148128009,add=148017643|161983601;drop=140423185|148128009,1.1485087546779713,55.46461738185577,54.46218936898403,2.150936767549709,4428.061500546937,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96464.39988892534,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,6,139234645,147190807,151825245,160128011,add=139234645|151825245;drop=147190807|160128011,0.5315019392258904,24.73291306022574,23.309597183736567,1.9548178157150637,4427.865381595102,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96413.4179375014,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,139234645,147190807,add=139234645|151825245;drop=147190807|160128011,1.4233158764891731,55.59956508611554,55.06806314688965,1.9548178157150602,4427.865381595102,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96413.4179375014,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,148017643,127648167,add=139234645|148017643;drop=127648167|148128009,1.137375717131512,16.62722525875585,15.897397129938305,1.8672038459490565,4427.777767625336,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96469.54377407023,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,5,148017643,127648167,139234645,148128009,add=139234645|148017643;drop=127648167|148128009,0.7298281288175446,55.59956508611554,54.46218936898403,1.8672038459490565,4427.777767625336,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96469.54377407023,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,7,161983601,147190807,151825245,160128011,add=151825245|161983601;drop=147190807|160128011,0.3965542349661177,24.73291306022574,23.309597183736567,1.819870111455291,4427.7304338908425,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96417.74123767995,False,False,bounded second-order source-tight relief diagnostic; no global bound
