policy_id,regime_v346,seed_pair_rank_v346,seed_added_loan_id_v346,seed_dropped_loan_id_v346,second_added_loan_id_v346,second_dropped_loan_id_v346,action_signature_v346,seed_return_delta_v346,second_add_mean_return_v346,second_drop_mean_return_v346,return_delta_v346,objective_return_after_two_swap_v346,exposure_after_two_swap_v346,source_min_slack_after_two_swap_v346,max_source_share_after_two_swap_v346,source_cap_violations_after_two_swap_v346,first_source_block_family_v346,first_source_block_id_v346,cvar90_after_two_swap_v346,cvar_two_swap_feasible_v346,two_add_two_drop_entering_column_v346,claim_boundary_v346
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,148017643,148145784,add=148017643|151825245;drop=148145784|160128011,1.4233158764891731,16.62722525875585,17.206177509043172,0.8443636262018508,4426.754927405589,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96382.59371194048,True,True,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,161983601,147190807,add=151825245|161983601;drop=147190807|160128011,1.4233158764891731,55.46461738185577,55.06806314688965,1.8198701114552875,4427.7304338908425,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96417.74123767995,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,4,161983601,148128009,148017643,127648167,add=148017643|161983601;drop=127648167|148128009,1.002428012871739,16.62722525875585,15.897397129938305,1.7322561416892839,4427.642819921077,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96473.86707424877,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,5,148017643,127648167,161983601,148128009,add=148017643|161983601;drop=127648167|148128009,0.7298281288175446,55.46461738185577,54.46218936898403,1.7322561416892839,4427.642819921077,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96473.86707424877,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,6,139234645,147190807,148017643,140423185,add=139234645|148017643;drop=140423185|147190807,0.5315019392258904,16.62722525875585,15.478716504077878,1.6800106939038617,4427.590574473291,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96414.35220743387,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,2,148017643,140423185,139234645,147190807,add=139234645|148017643;drop=140423185|147190807,1.1485087546779713,55.59956508611554,55.06806314688965,1.68001069390386,4427.590574473291,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96414.35220743387,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,8,163545352,140423185,151825245,160128011,add=151825245|163545352;drop=140423185|160128011,0.1503000080018566,24.73291306022574,23.309597183736567,1.57361588449103,4427.484179663878,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96417.77697489274,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,163545352,140423185,add=151825245|163545352;drop=140423185|160128011,1.4233158764891731,15.629016512079735,15.478716504077878,1.5736158844910282,4427.484179663878,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96417.77697489274,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,7,161983601,147190807,148017643,140423185,add=148017643|161983601;drop=140423185|147190807,0.3965542349661177,16.62722525875585,15.478716504077878,1.545062989644089,4427.455626769031,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96418.6755076124,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,2,148017643,140423185,161983601,147190807,add=148017643|161983601;drop=140423185|147190807,1.1485087546779713,55.46461738185577,55.06806314688965,1.5450629896440873,4427.455626769031,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96418.6755076124,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,161983601,147190807,add=139234645|161983601;drop=147190807|148128009,1.137375717131512,55.46461738185577,55.06806314688965,1.5339299520976297,4427.444493731485,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96481.27953026231,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,4,161983601,148128009,139234645,147190807,add=139234645|161983601;drop=147190807|148128009,1.002428012871739,55.59956508611554,55.06806314688965,1.5339299520976297,4427.444493731485,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96481.27953026231,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,6,139234645,147190807,161983601,148128009,add=139234645|161983601;drop=147190807|148128009,0.5315019392258904,55.46461738185577,54.46218936898403,1.5339299520976297,4427.444493731485,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96481.27953026231,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,7,161983601,147190807,139234645,148128009,add=139234645|161983601;drop=147190807|148128009,0.3965542349661177,55.59956508611554,54.46218936898403,1.5339299520976297,4427.444493731485,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96481.27953026231,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,163545352,140423185,add=139234645|163545352;drop=140423185|148128009,1.137375717131512,15.629016512079735,15.478716504077878,1.2876757251333704,4427.198239504521,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96481.31526747509,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,8,163545352,140423185,139234645,148128009,add=139234645|163545352;drop=140423185|148128009,0.1503000080018566,55.59956508611554,54.46218936898403,1.2876757251333686,4427.198239504521,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96481.31526747509,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,5,148017643,127648167,139234645,147190807,add=139234645|148017643;drop=127648167|147190807,0.7298281288175446,55.59956508611554,55.06806314688965,1.261330068043435,4427.1718938474305,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96423.81939275727,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,6,139234645,147190807,148017643,127648167,add=139234645|148017643;drop=127648167|147190807,0.5315019392258904,16.62722525875585,15.897397129938305,1.261330068043435,4427.1718938474305,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96423.81939275727,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,151083962,140423185,add=151083962|151825245;drop=140423185|160128011,1.4233158764891731,15.210760883521466,15.478716504077878,1.1553602559327611,4427.06592403532,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96397.9741468058,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,163545352,127648167,add=151825245|163545352;drop=127648167|160128011,1.4233158764891731,15.629016512079735,15.897397129938305,1.1549352586306014,4427.065499038018,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96427.24416021616,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,8,163545352,140423185,161983601,148128009,add=161983601|163545352;drop=140423185|148128009,0.1503000080018566,55.46461738185577,54.46218936898403,1.152728020873596,4427.063291800261,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96485.63856765364,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,4,161983601,148128009,163545352,140423185,add=161983601|163545352;drop=140423185|148128009,1.002428012871739,15.629016512079735,15.478716504077878,1.1527280208735942,4427.063291800261,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96485.63856765364,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,5,148017643,127648167,161983601,147190807,add=148017643|161983601;drop=127648167|147190807,0.7298281288175446,55.46461738185577,55.06806314688965,1.1263823637836623,4427.036946143171,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96428.14269293583,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,7,161983601,147190807,148017643,127648167,add=148017643|161983601;drop=127648167|147190807,0.3965542349661177,16.62722525875585,15.897397129938305,1.1263823637836623,4427.036946143171,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96428.14269293583,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,144622469,129082051,add=144622469|151825245;drop=129082051|160128011,1.4233158764891731,27.006608529691615,27.50472791272188,0.925196493458909,4426.8357602728465,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96418.69732953762,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,5,148017643,127648167,163545352,140423185,add=148017643|163545352;drop=127648167|140423185,0.7298281288175446,15.629016512079735,15.478716504077878,0.8801281368194029,4426.790691916207,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96428.17843014862,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,2,148017643,140423185,163545352,127648167,add=148017643|163545352;drop=127648167|140423185,1.1485087546779713,15.629016512079735,15.897397129938305,0.8801281368194012,4426.790691916207,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96428.17843014862,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,8,163545352,140423185,148017643,127648167,add=148017643|163545352;drop=127648167|140423185,0.1503000080018566,16.62722525875585,15.897397129938305,0.8801281368194012,4426.790691916207,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96428.17843014862,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,151083962,140423185,add=139234645|151083962;drop=140423185|148128009,1.137375717131512,15.210760883521466,15.478716504077878,0.8694200965750998,4426.779983875962,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96461.51243938817,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,163545352,127648167,add=139234645|163545352;drop=127648167|148128009,1.137375717131512,15.629016512079735,15.897397129938305,0.8689950992729436,4426.77955887866,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96490.78245279852,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,145955296,140423185,add=145955296|151825245;drop=140423185|160128011,1.4233158764891731,14.863146116677438,15.478716504077878,0.8077454890887328,4426.718309268476,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96399.9443194372,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,151083962,127648167,add=151083962|151825245;drop=127648167|160128011,1.4233158764891731,15.210760883521466,15.897397129938305,0.7366796300723344,4426.647243409459,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96407.44133212924,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,4,161983601,148128009,151083962,140423185,add=151083962|161983601;drop=140423185|148128009,1.002428012871739,15.210760883521466,15.478716504077878,0.7344723923153271,4426.6450361717025,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96465.83573956673,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,4,161983601,148128009,163545352,127648167,add=161983601|163545352;drop=127648167|148128009,1.002428012871739,15.629016512079735,15.897397129938305,0.7340473950131674,4426.644611174401,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96495.10575297706,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,6,139234645,147190807,163545352,140423185,add=139234645|163545352;drop=140423185|147190807,0.5315019392258904,15.629016512079735,15.478716504077878,0.6818019472277488,4426.592365726615,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96435.59088616214,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,8,163545352,140423185,139234645,147190807,add=139234645|163545352;drop=140423185|147190807,0.1503000080018566,55.59956508611554,55.06806314688965,0.681801947227747,4426.592365726615,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96435.59088616214,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,148017643,146052690,add=148017643|151825245;drop=146052690|160128011,1.4233158764891731,16.62722525875585,17.391887359795025,0.6586537754499986,4426.569217554837,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96391.70254078525,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,2,148017643,140423185,144622469,129082051,add=144622469|148017643;drop=129082051|140423185,1.1485087546779713,27.006608529691615,27.50472791272188,0.6503893716477087,4426.560953151035,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96419.63159947007,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,144622469,129082051,add=139234645|144622469;drop=129082051|148128009,1.137375717131512,27.006608529691615,27.50472791272188,0.6392563341012476,4426.549820113489,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96482.23562211999,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,148017643,148145784,add=139234645|148017643;drop=148128009|148145784,1.137375717131512,16.62722525875585,17.206177509043172,0.5584234668441894,4426.468987246231,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96446.13200452285,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,8,163545352,140423185,161983601,147190807,add=161983601|163545352;drop=140423185|147190807,0.1503000080018566,55.46461738185577,55.06806314688965,0.5468542429679744,4426.457418022355,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96439.91418634068,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,7,161983601,147190807,163545352,140423185,add=161983601|163545352;drop=140423185|147190807,0.3965542349661177,15.629016512079735,15.478716504077878,0.5468542429679726,4426.457418022355,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96439.91418634068,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,145955296,140423185,add=139234645|145955296;drop=140423185|148128009,1.137375717131512,14.863146116677438,15.478716504077878,0.5218053297310714,4426.432369109119,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96463.48261201956,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,4,161983601,148128009,144622469,129082051,add=144622469|161983601;drop=129082051|148128009,1.002428012871739,27.006608529691615,27.50472791272188,0.504308629841475,4426.414872409228,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96486.55892229854,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,5,148017643,127648167,151083962,140423185,add=148017643|151083962;drop=127648167|140423185,0.7298281288175446,15.210760883521466,15.478716504077878,0.46187250826113235,4426.372436287648,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96408.37560206169,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,2,148017643,140423185,151083962,127648167,add=148017643|151083962;drop=127648167|140423185,1.1485087546779713,15.210760883521466,15.897397129938305,0.4618725082611306,4426.372436287648,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96408.37560206169,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,151083962,127648167,add=139234645|151083962;drop=127648167|148128009,1.137375717131512,15.210760883521466,15.897397129938305,0.450739470714673,4426.361303250102,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96470.9796247116,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,4,161983601,148128009,148017643,148145784,add=148017643|161983601;drop=148128009|148145784,1.002428012871739,16.62722525875585,17.206177509043172,0.42347576258441677,4426.334039541972,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96450.45530470138,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,1,151825245,160128011,145955296,127648167,add=145955296|151825245;drop=127648167|160128011,1.4233158764891731,14.863146116677438,15.897397129938305,0.389064863228306,4426.299628642616,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96409.41150476063,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,4,161983601,148128009,145955296,140423185,add=145955296|161983601;drop=140423185|148128009,1.002428012871739,14.863146116677438,15.478716504077878,0.38685762547129876,4426.297421404859,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96467.80591219812,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,3,139234645,148128009,148017643,146052690,add=139234645|148017643;drop=146052690|148128009,1.137375717131512,16.62722525875585,17.391887359795025,0.3727136160923372,4426.28327739548,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96455.2408333676,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,4,161983601,148128009,151083962,127648167,add=151083962|161983601;drop=127648167|148128009,1.002428012871739,15.210760883521466,15.897397129938305,0.31579176645490037,4426.226355545842,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96475.30292489014,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,6,139234645,147190807,151083962,140423185,add=139234645|151083962;drop=140423185|147190807,0.5315019392258904,15.210760883521466,15.478716504077878,0.2635463186694782,4426.174110098057,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96415.78805807522,False,False,bounded second-order source-tight relief diagnostic; no global bound
v346_v338_second_order_multi_source_relief_protocol,post_v338_source_tight_two_add_two_drop,6,139234645,147190807,163545352,127648167,add=139234645|163545352;drop=127648167|147190807,0.5315019392258904,15.629016512079735,15.897397129938305,0.263121321367322,4426.1736851007545,843775.0,4.597308456477656e-06,0.8998844478682113,0,,,96445.05807148558,False,False,bounded second-order source-tight relief diagnostic; no global bound
