policy_id,solver_status,elapsed_seconds,risk_tolerance,weak_penalty,width_penalty,max_weighted_qhat,n_funded,funded_exposure,objective_return,realized_return_proxy_lgd45,weighted_pd_high,weighted_qhat,weighted_weak_source_proxy,share_grade_dplus,cap_grade_dplus_limit,share_dti_q3,cap_dti_q3_limit,share_score_low,cap_score_low_limit,share_income_q5,cap_income_q5_limit,share_period_2018h1,cap_period_2018h1_limit,mdcp_family_gate_v8,auditability_score_v8,solver_lane_v10,caps_json,empirical_coverage_calibrated_v10,auditability_score_v10
v10_mdcp_empirical_strict,TerminationCondition.optimal,1.1922423430005438,0.17,0.12,0.12,0.82,223,850000.0,85395.0419000679,83694.76982997643,0.17000000000019994,0.7625729859762335,0.32560793720974057,0.20075999206653994,0.4650000000000001,0.04908823529314705,0.4650000000000001,0.8250000000009706,0.8250000000000001,0.22028940383124582,0.6,0.3296176470588235,0.6,True,0.5559883297502806,mdcp_empirical_coverage_calibrated_caps,"{""cap_dti_q3"": 0.4650000000000001, ""cap_grade_dplus"": 0.4650000000000001, ""cap_income_q5"": 0.6, ""cap_period_2018h1"": 0.6, ""cap_score_low"": 0.8250000000000001}",True,0.5559883297502806
v10_mdcp_empirical_committee,TerminationCondition.optimal,1.0190387400070904,0.1725,0.08,0.1,0.84,271,850000.0,95716.60644184132,102337.0984871391,0.17250000000020288,0.7226985018351586,0.36998960870099157,0.23623529411661764,0.515,0.03917647058823529,0.515,0.8750000000010294,0.875,0.3184878465686722,0.6499999999999999,0.43823529411867645,0.6499999999999999,True,0.5558705779228567,mdcp_empirical_coverage_calibrated_caps,"{""cap_dti_q3"": 0.515, ""cap_grade_dplus"": 0.515, ""cap_income_q5"": 0.6499999999999999, ""cap_period_2018h1"": 0.6499999999999999, ""cap_score_low"": 0.875}",True,0.5558705779228567
v10_mdcp_empirical_relaxed,TerminationCondition.optimal,1.1082657340011792,0.175,0.06,0.08,0.86,339,1000000.0,123895.72076039955,135119.45472924487,0.175000000000175,0.7650917385027145,0.4146972482740956,0.26884999999907494,0.5650000000000001,0.036025,0.5650000000000001,0.9250000000009251,0.925,0.40951399309638264,0.7,0.29726399309730767,0.7,True,0.5210765154847037,mdcp_empirical_coverage_calibrated_caps,"{""cap_dti_q3"": 0.5650000000000001, ""cap_grade_dplus"": 0.5650000000000001, ""cap_income_q5"": 0.7, ""cap_period_2018h1"": 0.7, ""cap_score_low"": 0.925}",True,0.5210765154847037
