policy_id,scenario,n_funded,funded_exposure,cashflow_ecl_v3,realized_return_proxy_lgd45,stage1_share,stage2_share,stage3_share,expected_default_prob_mean,expected_prepay_prob_mean,expected_life_months,net_return_after_cashflow_ecl_v3
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,adverse,341,1000000.0,183642.532247687,159970.14211153527,0.0,0.9413489736070382,0.05865102639296188,0.590239864616957,0.1108719108582063,13.963048463415138,-23672.39013615172
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,baseline,341,1000000.0,124851.43350787385,159970.14211153527,0.0,0.9413489736070382,0.05865102639296188,0.4938306115187204,0.18481734246424297,14.140010163640142,35118.70860366142
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,severe,341,1000000.0,274720.7709976923,159970.14211153527,0.0,0.9413489736070382,0.05865102639296188,0.701689902763257,0.05862964477458699,12.853136143486664,-114750.62888615704
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,340,1000000.0,177049.10798079392,157284.96087456733,0.0,0.9441176470588235,0.05588235294117647,0.5781736580450613,0.1128573752358281,14.113213667582086,-19764.147106226592
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,340,1000000.0,120213.15056366663,157284.96087456733,0.0,0.9441176470588235,0.05588235294117647,0.4823966638038622,0.18752512776599717,14.26273703020995,37071.810310900706
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,340,1000000.0,264806.96896808967,157284.96087456733,0.0,0.9441176470588235,0.05588235294117647,0.6896461147439613,0.06004874779962775,13.058395980759991,-107522.00809352234
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,adverse,343,1000000.0,177096.605581035,157485.99601203212,0.0,0.9446064139941691,0.05539358600583091,0.580860785070935,0.11260222686898627,14.110632976040355,-19610.609569002874
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,baseline,343,1000000.0,120214.21735981065,157485.99601203212,0.0,0.9446064139941691,0.05539358600583091,0.48436758296621535,0.18724757797386973,14.26118250862625,37271.778652221474
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,severe,343,1000000.0,264974.47174296284,157485.99601203212,0.0,0.9446064139941691,0.05539358600583091,0.6931066822077367,0.059824742591115546,13.051112389151902,-107488.47573093072
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,adverse,344,1000000.0,177157.46253643994,157702.26800928483,0.0,0.9447674418604651,0.055232558139534885,0.5826725545887237,0.11249644293934588,14.119033224687195,-19455.19452715511
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,baseline,344,1000000.0,120214.04918995946,157702.26800928483,0.0,0.9447674418604651,0.055232558139534885,0.4854705437964451,0.18715941216889137,14.26658659248837,37488.21881932537
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,severe,344,1000000.0,265161.074820051,157702.26800928483,0.0,0.9447674418604651,0.055232558139534885,0.6958722963476565,0.05971357114832562,13.063556643057485,-107458.8068107662
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,331,1000000.0,194951.35412911748,163880.80185920568,0.0,0.945619335347432,0.054380664652567974,0.605319563045672,0.10787197282103549,13.704477407394233,-31070.5522699118
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,331,1000000.0,133101.1581936533,163880.80185920568,0.0,0.945619335347432,0.054380664652567974,0.5099806010627244,0.18083320434941685,13.971708038344802,30779.643665552372
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,331,1000000.0,290310.7588890809,163880.80185920568,0.0,0.945619335347432,0.054380664652567974,0.7131719776710166,0.056483698638584254,12.440189841518473,-126429.95702987522
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,adverse,337,1000000.0,194899.70344762763,163342.47551604445,0.0,0.9436201780415431,0.05637982195845697,0.6064419122292027,0.10772017478321101,13.692958037876176,-31557.227931583184
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,baseline,337,1000000.0,133086.46145363248,163342.47551604445,0.0,0.9436201780415431,0.05637982195845697,0.5108811574091825,0.18058178931163413,13.954171673245552,30256.014062411967
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,severe,337,1000000.0,290298.73065142776,163342.47551604445,0.0,0.9436201780415431,0.05637982195845697,0.7147044786858531,0.05639822410140807,12.439074095676581,-126956.25513538331
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,adverse,337,1000000.0,192322.66346091524,166448.48070384935,0.0,0.9436201780415431,0.05637982195845697,0.602157013798889,0.10855153159383031,13.747601930175987,-25874.182757065893
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,baseline,337,1000000.0,130919.81420322544,166448.48070384935,0.0,0.9436201780415431,0.05637982195845697,0.5060271325772788,0.1817234145763978,13.9845269698502,35528.666500623905
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,severe,337,1000000.0,287204.76217888074,166448.48070384935,0.0,0.9436201780415431,0.05637982195845697,0.7120565988338983,0.05699375481274089,12.548786244044958,-120756.2814750314
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,341,1000000.0,188420.67408846918,161875.0721309776,0.0,0.9413489736070382,0.05865102639296188,0.6009230264024628,0.108596256395653,13.750647105746127,-26545.60195749157
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,341,1000000.0,128241.46377055885,161875.0721309776,0.0,0.9413489736070382,0.05865102639296188,0.5057010582625086,0.18168050864620477,13.986027616653585,33633.60836041876
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,341,1000000.0,281930.98799235845,161875.0721309776,0.0,0.9413489736070382,0.05865102639296188,0.709226393112353,0.05704436393465747,12.530899836667658,-120055.91586138084
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,adverse,337,1000000.0,187585.78989421696,161131.5998006576,0.0,0.9406528189910979,0.05934718100890208,0.5974531153539829,0.10929019362353887,13.809641754005106,-26454.19009355936
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,baseline,337,1000000.0,127690.02836862106,161131.5998006576,0.0,0.9406528189910979,0.05934718100890208,0.5019011838229298,0.18261398655916206,14.026641990264045,33441.57143203654
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,severe,337,1000000.0,280498.0436247586,161131.5998006576,0.0,0.9406528189910979,0.05934718100890208,0.7070303529011382,0.05755460527513705,12.636529956210918,-119366.443824101
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,adverse,343,1000000.0,186046.6950896569,164567.66854109085,0.0,0.9475218658892128,0.052478134110787174,0.5965086826620671,0.10998464617800768,13.913880814301205,-21479.026548566035
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,baseline,343,1000000.0,126243.46210057268,164567.66854109085,0.0,0.9475218658892128,0.052478134110787174,0.49943327349872074,0.1838649933240492,14.127247764744133,38324.20644051817
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,severe,343,1000000.0,279156.9993128567,164567.66854109085,0.0,0.9475218658892128,0.052478134110787174,0.7079262532009105,0.05786229031092077,12.737878209531736,-114589.33077176585
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,340,1000000.0,181452.11371885074,158664.953095277,0.0,0.9411764705882353,0.058823529411764705,0.5869018611891195,0.11116011760997178,13.962009629222864,-22787.160623573756
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,340,1000000.0,123361.36418046283,158664.953095277,0.0,0.9411764705882353,0.058823529411764705,0.4914893373065866,0.18512935172030417,14.140486727662703,35303.58891481416
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,340,1000000.0,271483.9072035734,158664.953095277,0.0,0.9411764705882353,0.058823529411764705,0.697153296246007,0.0588667109277437,12.84661580905369,-112818.9541082964
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,adverse,343,1000000.0,181479.59385227668,158862.2766722592,0.0,0.9416909620991254,0.05830903790087463,0.5897343315761386,0.1108955781979746,13.959946593223995,-22617.317180017475
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,baseline,343,1000000.0,123345.22787391044,158862.2766722592,0.0,0.9416909620991254,0.05830903790087463,0.4935514636524312,0.18484356939282762,14.139297274678572,35517.04879834877
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,severe,343,1000000.0,271503.05304597475,158862.2766722592,0.0,0.9416909620991254,0.05830903790087463,0.7008359306887617,0.05863325118639866,12.840002881674039,-112640.77637371555
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,adverse,344,1000000.0,180547.48367195055,160230.13582575176,0.0,0.9447674418604651,0.055232558139534885,0.5895290538506456,0.11122114257849026,14.011193971736557,-20317.347846198798
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,baseline,344,1000000.0,122508.05108743774,160230.13582575176,0.0,0.9447674418604651,0.055232558139534885,0.4924545743811581,0.18543991775734792,14.18769148142325,37722.08473831402
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,severe,344,1000000.0,270280.5808089767,160230.13582575176,0.0,0.9447674418604651,0.055232558139534885,0.7018344374877316,0.05880899023154615,12.905658250965992,-110050.44498322497
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,332,1000000.0,199331.2837913367,166360.37821864535,0.0,0.9457831325301205,0.05421686746987952,0.608391750615162,0.10725259657842186,13.647165345976624,-32970.90557269135
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,332,1000000.0,136204.2762380166,166360.37821864535,0.0,0.9457831325301205,0.05421686746987952,0.5132223344703823,0.17999567472593778,13.930562143417998,30156.101980628737
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,332,1000000.0,296323.5423057164,166360.37821864535,0.0,0.9457831325301205,0.05421686746987952,0.7157501924308616,0.056072341404782476,12.365795530123517,-129963.16408707103
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,adverse,336,1000000.0,195220.43920687074,171493.0518754841,0.0,0.9464285714285714,0.05357142857142857,0.6087817894355959,0.10726240306974441,13.63899624362351,-23727.38733138665
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,baseline,336,1000000.0,132677.89288797954,171493.0518754841,0.0,0.9464285714285714,0.05357142857142857,0.5130832550416893,0.18005047927781978,13.916668896524895,38815.15898750455
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,severe,336,1000000.0,291890.6444052826,171493.0518754841,0.0,0.9464285714285714,0.05357142857142857,0.7168723589328575,0.056052535761171786,12.364564692330143,-120397.59252979854
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,adverse,335,1000000.0,194901.14991256144,171749.99503414004,0.0,0.9462686567164179,0.05373134328358209,0.6057987250389277,0.10798233918876243,13.709301431769672,-23151.154878421396
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,baseline,335,1000000.0,132410.6421599295,171749.99503414004,0.0,0.9462686567164179,0.05373134328358209,0.5094161159033019,0.18106007438037391,13.966776764139908,39339.35287421054
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,severe,335,1000000.0,291351.3174218624,171749.99503414004,0.0,0.9462686567164179,0.05373134328358209,0.7155933671036919,0.056556358775546565,12.483250525925511,-119601.32238772235
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,337,1000000.0,191858.85495460097,161686.85551018076,0.0,0.9436201780415431,0.05637982195845697,0.6064419122292027,0.10772017478321101,13.692958037876176,-30171.999444420217
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,337,1000000.0,130853.32714387283,161686.85551018076,0.0,0.9436201780415431,0.05637982195845697,0.5108811574091825,0.18058178931163413,13.954171673245552,30833.52836630793
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,337,1000000.0,286305.8642095968,161686.85551018076,0.0,0.9436201780415431,0.05637982195845697,0.7147044786858531,0.05639822410140807,12.439074095676581,-124619.00869941607
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,adverse,335,1000000.0,191551.11810240007,161885.39992733212,0.0,0.9432835820895522,0.056716417910447764,0.6010032795688878,0.10871379507399588,13.77218872204873,-29665.718175067945
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,baseline,335,1000000.0,130667.9478182153,161885.39992733212,0.0,0.9432835820895522,0.056716417910447764,0.5052868989991842,0.18191626492770047,14.01123039001548,31217.452109116828
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,severe,335,1000000.0,285592.85886580445,161885.39992733212,0.0,0.9432835820895522,0.056716417910447764,0.7104341715426515,0.057124897217609716,12.572053271234203,-123707.45893847232
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,adverse,344,1000000.0,186674.70285929885,167824.31213211964,0.0,0.9476744186046512,0.05232558139534884,0.5991523573686569,0.10932985571697863,13.833188101905103,-18850.390727179212
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,baseline,344,1000000.0,126459.93093995348,167824.31213211964,0.0,0.9476744186046512,0.05232558139534884,0.5023454380734097,0.1829407251650907,14.061779035442733,41364.381192166155
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,severe,344,1000000.0,280430.52930022706,167824.31213211964,0.0,0.9476744186046512,0.05232558139534884,0.7100453191960882,0.05744762216032387,12.643688776721817,-112606.21716810743
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,338,1000000.0,185780.63791276744,160754.18284622632,0.0,0.9408284023668639,0.05917159763313609,0.5943091684815216,0.10988773016084012,13.862974277776955,-25026.455066541123
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,338,1000000.0,126388.09693940182,160754.18284622632,0.0,0.9408284023668639,0.05917159763313609,0.498720238934133,0.18342247132660267,14.066135143770282,34366.085906824504
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,338,1000000.0,278114.786645475,160754.18284622632,0.0,0.9408284023668639,0.05917159763313609,0.7040909276902094,0.05794754952298386,12.700352181290416,-117360.6037992487
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,adverse,340,1000000.0,185766.7341875532,160892.80931547802,0.0,0.9411764705882353,0.058823529411764705,0.5941426491983193,0.11005024131582125,13.886511344415597,-24873.92487207518
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,baseline,340,1000000.0,126356.50585449956,160892.80931547802,0.0,0.9411764705882353,0.058823529411764705,0.4981255143271715,0.18368089246038422,14.083832909219579,34536.303460978466
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,severe,340,1000000.0,278111.34787448775,160892.80931547802,0.0,0.9411764705882353,0.058823529411764705,0.7046100199646894,0.058038318159655926,12.733727113462956,-117218.53855900973
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,adverse,342,1000000.0,183697.970571324,163425.09219159797,0.0,0.9473684210526315,0.05263157894736842,0.5928776568704169,0.11074007318571717,13.98415729938144,-20272.878379726026
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,baseline,342,1000000.0,124586.92685726167,163425.09219159797,0.0,0.9473684210526315,0.05263157894736842,0.4954845445886364,0.18489665144831458,14.17778315203955,38838.1653343363
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,severe,342,1000000.0,275535.81601589173,163425.09219159797,0.0,0.9473684210526315,0.05263157894736842,0.7051348464922214,0.0583987683143035,12.844067447183292,-112110.72382429376
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,adverse,336,1000000.0,199594.64752435242,173772.954578085,0.0,0.9464285714285714,0.05357142857142857,0.6162334277099591,0.10552855998178835,13.462113910463096,-25821.69294626743
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,baseline,336,1000000.0,135736.35978692726,173772.954578085,0.0,0.9464285714285714,0.05357142857142857,0.5216567151393254,0.17764736106527404,13.78910645582523,38036.594791157724
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,severe,336,1000000.0,297912.4510181599,173772.954578085,0.0,0.9464285714285714,0.05357142857142857,0.7220985535732511,0.054943812521357875,12.137110384380128,-124139.49644007493
