policy_id,original_grade,funded_n,funded_exposure,ecl_baseline_lgd45,observed_default_rate,total_funded_exposure,total_ecl,universe_n,universe_exposure,universe_exposure_share,funded_exposure_share,ecl_share,representation_gap_vs_universe,stress_flag,status
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,F,11,11900.0,3589.3299422725568,0.2727272727272727,894425.0,93537.88304754958,1731,33011500.0,0.007842162426609716,0.013304637057327333,0.03837300808323764,0.005462474630717617,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,G,5,5000.0,1689.1487590854404,0.0,894425.0,93537.88304754958,406,7813600.0,0.0018561870965135689,0.005590183637532493,0.018058445456016668,0.0037339965410189244,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,B,5,16500.0,1220.8138309770902,0.0,913825.0,94962.94452437863,75311,1144770475.0,0.2719499570191345,0.018055973517905506,0.012855686363681427,-0.253893983501229,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,C,152,433550.0,35409.52420685456,0.05263157894736842,913825.0,94962.94452437863,70568,1093202050.0,0.2596994393227426,0.4744343829507838,0.3728772773864897,0.21473494362804119,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,D,127,355550.0,36188.77421186433,0.07086614173228346,913825.0,94962.94452437863,45637,712287425.0,0.1692099323351434,0.3890788717752305,0.3810831097657681,0.2198689394400871,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,E,39,84225.0,14711.896692447903,0.02564102564102564,913825.0,94962.94452437863,10828,166451725.0,0.0395420221328741,0.09216753754821766,0.15492249915093043,0.05262551541534356,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,F,14,19000.0,5726.171279757349,0.14285714285714285,913825.0,94962.94452437863,1731,33011500.0,0.007842162426609716,0.020791727081224523,0.06029900724368695,0.012949564654614807,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,G,5,5000.0,1705.7643024773956,0.2,913825.0,94962.94452437863,406,7813600.0,0.0018561870965135689,0.005471507126638032,0.017962420089443376,0.0036153200301244632,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,B,4,15000.0,1151.2173741285014,0.0,961150.0,94367.66375100092,75311,1144770475.0,0.2719499570191345,0.015606304947198668,0.012199278104055966,-0.2563436520719358,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,C,169,526750.0,43289.60395754355,0.047337278106508875,961150.0,94367.66375100092,70568,1093202050.0,0.2596994393227426,0.5480414087291265,0.45873344996404447,0.28834196940638396,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,D,112,321200.0,30617.72624522551,0.07142857142857142,961150.0,94367.66375100092,45637,712287425.0,0.1692099323351434,0.33418300993601413,0.3244514596230084,0.16497307760087074,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,E,39,79200.0,13212.039658094303,0.02564102564102564,961150.0,94367.66375100092,10828,166451725.0,0.0395420221328741,0.08240129012120896,0.14000600558423987,0.042859267988334865,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,F,10,12000.0,3710.7022018556067,0.3,961150.0,94367.66375100092,1731,33011500.0,0.007842162426609716,0.012485043957758934,0.039321755507762575,0.004642881531149218,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,G,7,7000.0,2386.3743141534437,0.0,961150.0,94367.66375100092,406,7813600.0,0.0018561870965135689,0.007282942308692712,0.025288051216888714,0.005426755212179142,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,B,5,16500.0,1220.8138309770902,0.0,966250.0,95271.9974552172,75311,1144770475.0,0.2719499570191345,0.017076326002587322,0.01281398378942287,-0.25487363101654714,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,C,166,518150.0,42429.53999132416,0.04819277108433735,966250.0,95271.9974552172,70568,1093202050.0,0.2596994393227426,0.536248382923674,0.44535163662615823,0.27654894360093146,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,D,119,342150.0,35511.49348254978,0.06722689075630252,966250.0,95271.9974552172,45637,712287425.0,0.1692099323351434,0.35410090556274254,0.37273799679955305,0.18489097322759915,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,E,40,75450.0,11770.767745069094,0.0,966250.0,95271.9974552172,10828,166451725.0,0.0395420221328741,0.07808538163001294,0.12354908115159406,0.03854335949713884,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,F,7,8000.0,2304.846339535929,0.2857142857142857,966250.0,95271.9974552172,1731,33011500.0,0.007842162426609716,0.008279430789133247,0.024192274761734966,0.00043726836252353136,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,G,6,6000.0,2034.5360657611566,0.16666666666666666,966250.0,95271.9974552172,406,7813600.0,0.0018561870965135689,0.006209573091849935,0.02135502687153688,0.004353385995336367,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,B,5,16500.0,1220.8138309770902,0.0,975800.0,97169.48759137848,75311,1144770475.0,0.2719499570191345,0.016909202705472432,0.01256375701095504,-0.2550407543136621,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,C,163,505925.0,41172.46469002684,0.04294478527607362,975800.0,97169.48759137848,70568,1093202050.0,0.2596994393227426,0.5184720229555236,0.4237180385592559,0.25877258363278105,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,D,127,362225.0,38433.52055871459,0.07874015748031496,975800.0,97169.48759137848,45637,712287425.0,0.1692099323351434,0.3712082393933183,0.3955307526199682,0.20199830705817493,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,E,38,80650.0,13284.381287175933,0.0,975800.0,97169.48759137848,10828,166451725.0,0.0395420221328741,0.08265013322402132,0.13671350561237922,0.04310811109114722,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,F,8,8500.0,2401.646902823017,0.25,975800.0,97169.48759137848,1731,33011500.0,0.007842162426609716,0.008710801393728223,0.024716060178505122,0.0008686389671185065,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,G,2,2000.0,656.6603216610063,0.0,975800.0,97169.48759137848,406,7813600.0,0.0018561870965135689,0.0020496003279360524,0.006757886018936561,0.00019341323142248353,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,B,5,16500.0,1220.8138309770902,0.0,962200.0,90704.1903394631,75311,1144770475.0,0.2719499570191345,0.017148202036998544,0.013459288114564042,-0.254801754982136,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,C,176,540475.0,44056.20554369838,0.05113636363636364,962200.0,90704.1903394631,70568,1093202050.0,0.2596994393227426,0.5617075452088963,0.48571301258317545,0.30200810588615373,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,D,114,332525.0,31653.198437187402,0.07017543859649122,962200.0,90704.1903394631,45637,712287425.0,0.1692099323351434,0.34558823529411764,0.3489717323833042,0.17637830295897425,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,E,31,59500.0,9560.887016270408,0.03225806451612903,962200.0,90704.1903394631,10828,166451725.0,0.0395420221328741,0.061837455830388695,0.10540733543277887,0.022295433697514598,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,F,10,10200.0,3204.5668525984697,0.2,962200.0,90704.1903394631,1731,33011500.0,0.007842162426609716,0.01060070671378092,0.035329865583996554,0.0027585442871712034,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,G,3,3000.0,1008.5186587313428,0.0,962200.0,90704.1903394631,406,7813600.0,0.0018561870965135689,0.0031178549158179174,0.011118765902180838,0.0012616678193043485,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,B,5,16500.0,1220.8138309770902,0.0,948025.0,89860.42680306212,75311,1144770475.0,0.2719499570191345,0.017404604308958096,0.013585666954961417,-0.2545453527101764,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,C,187,555300.0,45282.57406701917,0.0481283422459893,948025.0,89860.42680306212,70568,1093202050.0,0.2596994393227426,0.585744046834208,0.5039211995538408,0.3260446075114654,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,D,103,296925.0,28038.92095519901,0.05825242718446602,948025.0,89860.42680306212,45637,712287425.0,0.1692099323351434,0.31320376572347775,0.31202746250748437,0.14399383338833435,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,E,39,69300.0,12297.96009757653,0.02564102564102564,948025.0,89860.42680306212,10828,166451725.0,0.0395420221328741,0.073099338097624,0.13685623956058776,0.03355731596474991,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,F,7,9000.0,2687.879254623168,0.2857142857142857,948025.0,89860.42680306212,1731,33011500.0,0.007842162426609716,0.009493420532158962,0.029911712532969793,0.0016512581055492456,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,G,1,1000.0,332.2785976671428,0.0,948025.0,89860.42680306212,406,7813600.0,0.0018561870965135689,0.001054824503573218,0.003697718890155771,-0.0008013625929403508,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,B,6,17500.0,1267.2114688761494,0.0,958125.0,90435.91862513979,75311,1144770475.0,0.2719499570191345,0.0182648401826484,0.01401225849353936,-0.2536851168364861,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,C,180,550000.0,44871.48044769675,0.05,958125.0,90435.91862513979,70568,1093202050.0,0.2596994393227426,0.5740378343118069,0.49616879144768444,0.3143383949890643,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,D,114,319125.0,31602.62126900789,0.07894736842105263,958125.0,90435.91862513979,45637,712287425.0,0.1692099323351434,0.3330724070450098,0.3494476724453026,0.1638624747098664,True,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,E,32,59000.0,9028.45648195942,0.0,958125.0,90435.91862513979,10828,166451725.0,0.0395420221328741,0.06157860404435747,0.09983263972120086,0.022036581911483374,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,F,10,10500.0,3009.4886359385714,0.2,958125.0,90435.91862513979,1731,33011500.0,0.007842162426609716,0.010958904109589041,0.033277581316036746,0.003116741682979325,False,proxy_fairness_grade_distribution_stress
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,G,2,2000.0,656.6603216610063,0.0,958125.0,90435.91862513979,406,7813600.0,0.0018561870965135689,0.002087410306588389,0.007261056576235903,0.00023122321007481997,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,B,3,12000.0,976.2591929109874,0.0,878700.0,94706.27533654001,75311,1144770475.0,0.2719499570191345,0.013656538067599864,0.010308284107276284,-0.2582934189515346,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,C,136,396400.0,32594.27918427149,0.058823529411764705,878700.0,94706.27533654001,70568,1093202050.0,0.2596994393227426,0.45112097416638214,0.3441617682508079,0.19142153484363955,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,D,123,349825.0,34518.33355814198,0.07317073170731707,878700.0,94706.27533654001,45637,712287425.0,0.1692099323351434,0.3981165357915102,0.36447778603350856,0.2289066034563668,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,E,52,92650.0,17542.63015094044,0.019230769230769232,878700.0,94706.27533654001,10828,166451725.0,0.0395420221328741,0.10543985433026061,0.18523197210113554,0.06589783219738651,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,F,17,19275.0,6144.886853966896,0.23529411764705882,878700.0,94706.27533654001,1731,33011500.0,0.007842162426609716,0.02193581427108228,0.06488362922236102,0.014093651844472564,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,G,8,8550.0,2929.886396308219,0.25,878700.0,94706.27533654001,406,7813600.0,0.0018561870965135689,0.009730283373164903,0.030936560284910673,0.007874096276651334,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,B,4,15000.0,1151.2173741285014,0.0,892675.0,97324.31974792498,75311,1144770475.0,0.2719499570191345,0.016803427899291457,0.01182867115958492,-0.25514652911984304,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,C,136,396400.0,32594.27918427149,0.058823529411764705,892675.0,97324.31974792498,70568,1093202050.0,0.2596994393227426,0.4440585879519422,0.3349037452169443,0.1843591486291996,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,D,129,364475.0,38716.11481913907,0.07751937984496124,892675.0,97324.31974792498,45637,712287425.0,0.1692099323351434,0.40829529223961686,0.39780514181260973,0.23908535990447347,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,E,51,94900.0,17968.008022810463,0.0196078431372549,892675.0,97324.31974792498,10828,166451725.0,0.0395420221328741,0.10630968717618394,0.18461991894059504,0.06676766504330985,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,F,14,17900.0,5540.505963629989,0.21428571428571427,892675.0,97324.31974792498,1731,33011500.0,0.007842162426609716,0.020052090626487804,0.05692827833762606,0.012209928199878088,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,G,4,4000.0,1354.1943839454589,0.0,892675.0,97324.31974792498,406,7813600.0,0.0018561870965135689,0.0044809141064777215,0.013914244532639862,0.0026247270099641526,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,B,4,15000.0,1151.2173741285014,0.0,886300.0,96336.73848482248,75311,1144770475.0,0.2719499570191345,0.016924292000451313,0.011949930963355915,-0.2550256650186832,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,C,134,391900.0,32160.294058249106,0.05223880597014925,886300.0,96336.73848482248,70568,1093202050.0,0.2596994393227426,0.4421753356651247,0.3338320827969057,0.1824758963423821,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,D,131,361950.0,38207.12362995658,0.061068702290076333,886300.0,96336.73848482248,45637,712287425.0,0.1692099323351434,0.4083831659708902,0.3965997212577005,0.2391732336357468,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,E,49,95250.0,17922.287970774505,0.0,886300.0,96336.73848482248,10828,166451725.0,0.0395420221328741,0.10746925420286585,0.18603793581405187,0.06792723206999175,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,F,15,17200.0,5193.2866644337055,0.2,886300.0,96336.73848482248,1731,33011500.0,0.007842162426609716,0.01940652149385084,0.05390764464433151,0.011564359067241126,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,G,5,5000.0,1702.5287872800852,0.2,886300.0,96336.73848482248,406,7813600.0,0.0018561870965135689,0.005641430666817105,0.017672684523654628,0.0037852435703035364,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,B,4,15000.0,1151.2173741285014,0.0,890500.0,92109.30195148634,75311,1144770475.0,0.2719499570191345,0.016844469399213923,0.012498383439436375,-0.2551054876199206,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,C,149,416125.0,33933.74161754834,0.04697986577181208,890500.0,92109.30195148634,70568,1093202050.0,0.2596994393227426,0.4672936552498596,0.36840732584664604,0.20759421592711702,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,D,125,356775.0,36924.72209452994,0.072,890500.0,92109.30195148634,45637,712287425.0,0.1692099323351434,0.4006457046603032,0.40087940427534746,0.2314357723251598,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,E,48,89600.0,16135.630067179269,0.041666666666666664,890500.0,92109.30195148634,10828,166451725.0,0.0395420221328741,0.10061763054463785,0.17517915916546464,0.06107560841176375,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,F,9,11000.0,3308.7563197179516,0.3333333333333333,890500.0,92109.30195148634,1731,33011500.0,0.007842162426609716,0.012352610892756879,0.035922064868764966,0.004510448466147163,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,G,2,2000.0,655.2344783823474,0.0,890500.0,92109.30195148634,406,7813600.0,0.0018561870965135689,0.0022459292532285235,0.00711366240434063,0.0003897421567149546,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,B,4,15000.0,1151.2173741285014,0.0,914475.0,94276.97831968528,75311,1144770475.0,0.2719499570191345,0.01640285409661281,0.012211012642183126,-0.2555471029225217,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,C,160,467050.0,38485.588832027825,0.05,914475.0,94276.97831968528,70568,1093202050.0,0.2596994393227426,0.5107302003882008,0.4082183107473644,0.25103076106545824,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,D,117,332925.0,32979.67318940491,0.06837606837606838,914475.0,94276.97831968528,45637,712287425.0,0.1692099323351434,0.36406134667432133,0.3498168246077385,0.19485141433917794,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,E,44,82800.0,16561.08791119154,0.0,914475.0,94276.97831968528,10828,166451725.0,0.0395420221328741,0.09054375461330272,0.17566417810967896,0.05100173248042862,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,F,9,12200.0,3567.9581213916313,0.2222222222222222,914475.0,94276.97831968528,1731,33011500.0,0.007842162426609716,0.01334098799857842,0.03784548661809022,0.005498825571968704,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,G,4,4500.0,1531.4528915408823,0.25,914475.0,94276.97831968528,406,7813600.0,0.0018561870965135689,0.0049208562289838435,0.01624418727494484,0.0030646691324702747,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,B,5,16500.0,1220.8138309770902,0.0,911725.0,93684.57468824773,75311,1144770475.0,0.2719499570191345,0.01809756231319751,0.013031108216476062,-0.25385239470593696,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,C,152,433550.0,35409.52420685456,0.05263157894736842,911725.0,93684.57468824773,70568,1093202050.0,0.2596994393227426,0.4755271600537443,0.37796536222410276,0.2158277207310017,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,D,130,366325.0,39662.695220116315,0.07692307692307693,911725.0,93684.57468824773,45637,712287425.0,0.1692099323351434,0.4017933039019441,0.4233642021869776,0.23258337156680073,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,E,42,81350.0,13284.267574232706,0.0,911725.0,93684.57468824773,10828,166451725.0,0.0395420221328741,0.0892264663138556,0.14179781056207488,0.0496844441809815,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,F,10,12000.0,3450.6135344060526,0.2,911725.0,93684.57468824773,1731,33011500.0,0.007842162426609716,0.01316186350050728,0.03683224848795642,0.005319701073897565,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,G,2,2000.0,656.6603216610063,0.0,911725.0,93684.57468824773,406,7813600.0,0.0018561870965135689,0.0021936439167512135,0.007009268322412325,0.0003374568202376446,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,B,4,15000.0,1151.2173741285014,0.0,944425.0,91428.5880460351,75311,1144770475.0,0.2719499570191345,0.015882679937528125,0.012591437740992492,-0.25606727708160637,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,C,165,503150.0,41188.006252162406,0.048484848484848485,944425.0,91428.5880460351,70568,1093202050.0,0.2596994393227426,0.5327580273711517,0.45049373650420893,0.27305858804840916,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,D,119,343425.0,32450.938605372965,0.07563025210084033,944425.0,91428.5880460351,45637,712287425.0,0.1692099323351434,0.3636339571697064,0.35493207648611647,0.19442402483456303,True,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,E,42,72850.0,13561.865948824654,0.023809523809523808,944425.0,91428.5880460351,10828,166451725.0,0.0395420221328741,0.07713688222992826,0.14833288185524787,0.037594860097054164,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,F,5,5000.0,1387.4111064611438,0.0,944425.0,91428.5880460351,1731,33011500.0,0.007842162426609716,0.005294226645842708,0.015174806218844483,-0.0025479357807670078,False,proxy_fairness_grade_distribution_stress
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,G,5,5000.0,1689.1487590854404,0.0,944425.0,91428.5880460351,406,7813600.0,0.0018561870965135689,0.005294226645842708,0.018475061194589804,0.0034380395493291394,False,proxy_fairness_grade_distribution_stress
