policy_id,lane_v11,n_funded,funded_exposure,objective_return,realized_return_proxy_lgd45,weighted_pd_high,weighted_qhat,weighted_weak_source_proxy,ecl_proxy_v11,auditability_score_v11,pd_cap_v12,grade_cap_v12,dti_cap_v12,qhat_cap_v12,mean_spo_regret_score_v12,decision_regret_proxy_v12,constraint_pd_pass,training_scope_v12
v12_spo_regret_balanced,spo_style_regret_trained,389,982825.0,105192.0642021499,110968.3325,0.17451534225157841,0.8107301191786976,0.3407333452038766,77183.1185617834,0.5300146787674739,0.175,0.58,0.64,0.82,0.3707875186964986,160.49115153608003,True,temporal_structured_regret_surrogate_not_cvxpylayer
v12_spo_regret_audit_guarded,spo_style_regret_trained,375,983175.0,103118.49384582244,101784.185,0.1697171332214014,0.7991655544247429,0.3482022529051288,75087.7391047281,0.5320336110376591,0.1725,0.54,0.6,0.8,0.2907239430760638,163.6960121026752,True,temporal_structured_regret_surrogate_not_cvxpylayer
v12_spo_regret_return_recovery,spo_style_regret_trained,383,983350.0,109183.91220906646,116698.09,0.18288701867602308,0.8147253110411025,0.35504271114048913,80928.87741678028,0.5228991391293512,0.185,0.6,0.66,0.84,0.48527297947582926,158.2587516722783,False,temporal_structured_regret_surrogate_not_cvxpylayer
