regime_v53,scenario_row,scenario_loss_v53,eta_v53,excess_loss_v53
committee,0,7489.054796033321,12202.66514521125,0.0
committee,1,9465.370916605654,12202.66514521125,0.0
committee,2,12304.257598918615,12202.66514521125,101.59245370736608
committee,3,8500.978849957459,12202.66514521125,0.0
committee,4,9349.428187202155,12202.66514521125,0.0
committee,5,8402.076563907314,12202.66514521125,0.0
committee,6,9602.809509007824,12202.66514521125,0.0
committee,7,8555.121599497146,12202.66514521125,0.0
committee,8,7751.823495496964,12202.66514521125,0.0
committee,9,7387.087798681882,12202.66514521125,0.0
committee,10,14607.813852601128,12202.66514521125,2405.148707389879
committee,11,10615.895628520126,12202.66514521125,0.0
committee,12,8010.455482889032,12202.66514521125,0.0
committee,13,8875.957632524105,12202.66514521125,0.0
committee,14,11169.894972632648,12202.66514521125,0.0
committee,15,9918.82761404913,12202.66514521125,0.0
committee,16,8277.006999492123,12202.66514521125,0.0
committee,17,7431.0565687537255,12202.66514521125,0.0
committee,18,9116.127893936335,12202.66514521125,0.0
committee,19,11550.50299299313,12202.66514521125,0.0
committee,20,9636.706906030078,12202.66514521125,0.0
committee,21,9814.896184206285,12202.66514521125,0.0
committee,22,11159.499662884704,12202.66514521125,0.0
committee,23,10911.668911722863,12202.66514521125,0.0
committee,24,8408.53353134254,12202.66514521125,0.0
committee,25,7901.805571432105,12202.66514521125,0.0
committee,26,11408.77334835873,12202.66514521125,0.0
committee,27,11241.52976238525,12202.66514521125,0.0
committee,28,7702.557120452748,12202.66514521125,0.0
committee,29,10495.657140640862,12202.66514521125,0.0
committee,30,12794.954587633516,12202.66514521125,592.2894424222668
committee,31,12309.054342507627,12202.66514521125,106.38919729637746
committee,32,6203.5749117703,12202.66514521125,0.0
committee,33,9988.276876664026,12202.66514521125,0.0
committee,34,12501.909604193439,12202.66514521125,299.2444589821898
committee,35,10825.924494675184,12202.66514521125,0.0
committee,36,7749.845713816527,12202.66514521125,0.0
committee,37,7240.08571239011,12202.66514521125,0.0
committee,38,11815.785744051975,12202.66514521125,0.0
committee,39,10073.410197329744,12202.66514521125,0.0
committee,40,8354.58913028851,12202.66514521125,0.0
committee,41,9572.58208995714,12202.66514521125,0.0
committee,42,11693.545600236639,12202.66514521125,0.0
committee,43,8499.536793893818,12202.66514521125,0.0
committee,44,8988.419226029668,12202.66514521125,0.0
committee,45,8781.919220995991,12202.66514521125,0.0
committee,46,11340.432685425305,12202.66514521125,0.0
committee,47,9921.39778083996,12202.66514521125,0.0
committee,48,7789.45122281694,12202.66514521125,0.0
committee,49,8096.034956887481,12202.66514521125,0.0
committee,50,10715.964578084799,12202.66514521125,0.0
committee,51,10604.323368123574,12202.66514521125,0.0
committee,52,8081.976104359761,12202.66514521125,0.0
committee,53,7613.68743700005,12202.66514521125,0.0
committee,54,13687.335235574501,12202.66514521125,1484.6700903632518
committee,55,8204.49403385873,12202.66514521125,0.0
committee,56,7011.297479876613,12202.66514521125,0.0
committee,57,9792.775347088203,12202.66514521125,0.0
committee,58,11618.955797077835,12202.66514521125,0.0
committee,59,8522.53330335191,12202.66514521125,0.0
committee,60,9274.352698205075,12202.66514521125,0.0
committee,61,11278.458954427826,12202.66514521125,0.0
committee,62,10827.632069948435,12202.66514521125,0.0
committee,63,9897.354573657189,12202.66514521125,0.0
