regime_v53,scenario_row,scenario_loss_v53,eta_v53,excess_loss_v53
committee,64,6671.476525765291,12202.66514521125,0.0
committee,65,7598.988871106524,12202.66514521125,0.0
committee,66,11944.551330510216,12202.66514521125,0.0
committee,67,8080.7475559761815,12202.66514521125,0.0
committee,68,8200.883082848064,12202.66514521125,0.0
committee,69,7869.440961611152,12202.66514521125,0.0
committee,70,12598.51453295689,12202.66514521125,395.84938774564034
committee,71,7911.156101510842,12202.66514521125,0.0
committee,72,8466.166199984058,12202.66514521125,0.0
committee,73,9925.862744300926,12202.66514521125,0.0
committee,74,10723.916688670377,12202.66514521125,0.0
committee,75,10222.51806567706,12202.66514521125,0.0
committee,76,8838.38379187575,12202.66514521125,0.0
committee,77,11289.855224562923,12202.66514521125,0.0
committee,78,11439.910015936961,12202.66514521125,0.0
committee,79,11438.412950155926,12202.66514521125,0.0
committee,80,10359.600976186857,12202.66514521125,0.0
committee,81,8591.06208051849,12202.66514521125,0.0
committee,82,10554.726571092202,12202.66514521125,0.0
committee,83,8631.995093536243,12202.66514521125,0.0
committee,84,9654.839078457951,12202.66514521125,0.0
committee,85,9382.99371773679,12202.66514521125,0.0
committee,86,12339.868515127591,12202.66514521125,137.20336991634213
committee,87,10135.972434552405,12202.66514521125,0.0
committee,88,7796.220392091177,12202.66514521125,0.0
committee,89,6955.5660356745775,12202.66514521125,0.0
committee,90,12401.485205947327,12202.66514521125,198.82006073607772
committee,91,9878.608885936655,12202.66514521125,0.0
committee,92,7022.378878957093,12202.66514521125,0.0
committee,93,8295.197566781395,12202.66514521125,0.0
committee,94,12761.980434460735,12202.66514521125,559.3152892494854
committee,95,11605.633839067252,12202.66514521125,0.0
committee,96,8537.288690456739,12202.66514521125,0.0
committee,97,8279.789478989582,12202.66514521125,0.0
committee,98,12526.293759194063,12202.66514521125,323.6286139828135
committee,99,12202.66514521125,12202.66514521125,0.0
committee,100,7827.672549749688,12202.66514521125,0.0
committee,101,8205.399600187666,12202.66514521125,0.0
committee,102,10973.98885662068,12202.66514521125,0.0
committee,103,11026.778427047933,12202.66514521125,0.0
committee,104,6771.552052301324,12202.66514521125,0.0
committee,105,9636.510460452228,12202.66514521125,0.0
committee,106,10652.743502340574,12202.66514521125,0.0
committee,107,10552.958186110547,12202.66514521125,0.0
committee,108,8167.1729913237605,12202.66514521125,0.0
committee,109,9101.264294382237,12202.66514521125,0.0
committee,110,11065.366671202903,12202.66514521125,0.0
committee,111,7197.155591096238,12202.66514521125,0.0
committee,112,9328.905303119122,12202.66514521125,0.0
committee,113,10149.138273865494,12202.66514521125,0.0
committee,114,12170.362617147628,12202.66514521125,0.0
committee,115,8501.421546409649,12202.66514521125,0.0
committee,116,7445.94639589491,12202.66514521125,0.0
committee,117,8829.134345852814,12202.66514521125,0.0
committee,118,10085.524360109854,12202.66514521125,0.0
committee,119,10923.23063105483,12202.66514521125,0.0
committee,120,8078.2548133227565,12202.66514521125,0.0
committee,121,9261.979833777352,12202.66514521125,0.0
committee,122,12729.103694178106,12202.66514521125,526.4385489668566
committee,123,9861.84276202986,12202.66514521125,0.0
committee,124,7824.119779526879,12202.66514521125,0.0
committee,125,8067.306936664806,12202.66514521125,0.0
committee,126,10331.027027195312,12202.66514521125,0.0
committee,127,10406.43710762192,12202.66514521125,0.0
