policy_id,risk_tolerance,gamma,alpha,confidence,policy_mode,uncertainty_aversion,shortlist_bucket,n_funded_x,total_allocated,realized_total_return,price_of_robustness_pct,weighted_miscoverage_V,gamma_cp,violation,weighted_pd_true,weighted_pd_high,weighted_pd_point,all_bounds_hold,ab_pass_all,is_paper1_champion,source_artifact,paper4_status,scenario,sicr_rule,n_funded_y,funded_exposure,realized_return_proxy_lgd45,ecl_v2,provision_v2,weighted_pd_scenario,stage2_lifetime_share,stage3_observed_share,net_return_after_ecl_v2,worst_source_coverage_alpha01,max_abs_representation_gap,fairness_proxy_pass,robust_satisficing_decision,mean_loss_rate_v2,cvar_95_loss_rate_v2,entropic_oce_theta5_v2,score_net_ecl_v2,score_ecl_v2,score_tail_v2,score_mdcp,score_fairness,score_auditability,selector_v2_score,selector_v2_gate_pass,selector_v2_rank,selector_v2_decision,mean_loss_rate_v2_tail,cvar_95_loss_rate_v2_tail,entropic_oce_theta5_v2_tail,tail_selector_rank
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.17,0.45,0.01,0.99,blended_uncertainty,0.05,incumbent_region,336,1000000.0,169337.1631898248,-10.492118479499933,0.03545,0.179102,0.0,0.03545,0.268506,0.089404,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,336,881000.0,148917.685,254526.37347442712,254526.37347442712,0.2622439085827951,0.9375,0.0625,-105608.68847442712,0.6666666666666667,0.2589115205592948,False,keep,0.01851589103291714,0.4499999999999999,0.08511673837440734,0.4624708911668319,0.6842587297220883,2.220446049250313e-16,0.6666666666666667,0.9299214464171341,0.42902597848780116,0.5003983638571979,False,25,park,0.01851589103291714,0.4499999999999999,0.08511673837440734,30
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.155,0.55,0.01,0.99,blended_uncertainty,0.05,incumbent_region,342,1000000.0,162753.66070085138,-8.523269844754445,0.040015,0.134188,0.0,0.040015,0.215385,0.081197,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,342,948025.0,146560.43,252189.09093869152,252189.09093869152,0.21063773354092777,0.9473684210526315,0.05263157894736842,-105628.66093869152,0.5,0.3260446075114654,False,park,0.01764589541415047,0.44999999999999996,0.07386019128902203,0.4606980036685315,0.7382493106166448,1.1102230246251565e-16,0.5,0.0,0.7188070120167996,0.4188623990781627,False,38,park,0.01764589541415047,0.44999999999999996,0.07386019128902203,31
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,0.155,0.55,0.01,0.99,blended_uncertainty,0.1,incumbent_region,344,1000000.0,160978.00154814168,-8.50632935682783,0.038975,0.133529,0.0,0.038975,0.215088,0.081559,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,344,958125.0,149511.6425,255174.8588691432,255174.8588691432,0.209752076248784,0.9418604651162791,0.05813953488372093,-105663.21636914322,0.6666666666666667,0.3143383949890643,False,park,0.016990215264187866,0.4499999999999999,0.08022085787447238,0.45763063602500004,0.669278896250078,2.220446049250313e-16,0.6666666666666667,0.16215339670963302,0.7535692629954247,0.4521348230167675,False,34,park,0.016990215264187866,0.4499999999999999,0.08022085787447238,32
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,0.175,0.45,0.01,0.99,blended_uncertainty,0.0,conservative_proxy,336,1000000.0,166210.47853140024,-10.594366993752647,0.03525,0.187564,0.0,0.03525,0.27816,0.090596,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,336,845575.0,141146.4475,247101.1156345355,247101.1156345355,0.2698439211505112,0.9345238095238095,0.06547619047619048,-105954.66813453549,0.6,0.286722421388654,False,park,0.02100789403660231,0.44999999999999984,0.08839085576454919,0.4317594573671634,0.8557801345750262,4.440892098500626e-16,0.6,0.5446873643939627,0.35623725263215933,0.45957529196737334,False,32,park,0.02100789403660231,0.44999999999999984,0.08839085576454919,33
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.16,0.45,0.01,0.99,blended_uncertainty,0.05,incumbent_region,338,1000000.0,165829.33653326883,-10.818675313949608,0.045805,0.164313,0.0,0.045805,0.250372,0.086059,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,338,892675.0,145317.6875,251742.24344187605,251742.24344187605,0.2422788429232363,0.9349112426035503,0.0650887573964497,-106424.55594187605,0.6666666666666667,0.255146529119843,False,park,0.01984904920603803,0.44999999999999984,0.08796766162911537,0.3900491201644181,0.7485713643501923,4.440892098500626e-16,0.6666666666666667,0.982073767188821,0.2804692366230424,0.4750571970912616,False,29,park,0.01984904920603803,0.44999999999999984,0.08796766162911537,34
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.17,0.5,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,337,1000000.0,166313.57843638843,-8.938411864153869,0.04545,0.16677,0.0,0.04545,0.253385,0.086615,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,337,896325.0,147749.39,254209.8688982235,254209.8688982235,0.24684434942420808,0.9406528189910979,0.05934718100890208,-106460.47889822349,0.6666666666666667,0.2585619560150344,False,keep,0.0189900426742532,0.4499999999999999,0.08158883254709684,0.3868603619136957,0.6915698979971041,2.220446049250313e-16,0.6666666666666667,0.9347635828564484,0.2675184385688725,0.4593648135118912,False,33,park,0.0189900426742532,0.4499999999999999,0.08158883254709684,35
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.165,0.5,0.01,0.99,blended_uncertainty,0.05,incumbent_region,337,1000000.0,166777.3884430658,-9.012663590680416,0.043789,0.158941,0.0,0.043789,0.244471,0.085529,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,337,892675.0,144257.125,250874.06339018434,250874.06339018434,0.23863540496610855,0.9376854599406528,0.06231454005934718,-106616.93839018434,0.6666666666666667,0.255146529119843,False,keep,0.02012630576637634,0.4499999999999999,0.08491092824104092,0.3729719867179389,0.7686260837070669,2.220446049250313e-16,0.6666666666666667,0.982073767188821,0.3857425017248298,0.48261573479870384,False,27,park,0.02012630576637634,0.4499999999999999,0.08491092824104092,36
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,0.165,0.55,0.01,0.99,blended_uncertainty,0.1,incumbent_region,344,1000000.0,165504.23210778716,-7.666254491475385,0.040975,0.146459,0.0,0.040975,0.230907,0.084447,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,344,947850.0,153720.41,260443.8333619767,260443.8333619767,0.2268112397696575,0.938953488372093,0.061046511627906974,-106723.42336197669,0.5,0.2545421393264616,False,park,0.017506725747744898,0.4499999999999999,0.0834980582379274,0.3635196791434531,0.5475670410347868,2.220446049250313e-16,0.5,0.9904457199229685,0.578800835422484,0.44129159938997187,False,36,park,0.017506725747744898,0.4499999999999999,0.0834980582379274,37
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.155,0.5,0.01,0.99,blended_uncertainty,0.1,incumbent_region,343,1000000.0,164689.02196237698,-9.760069067479478,0.042926,0.143365,0.0,0.042926,0.226683,0.083317,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,343,1000000.0,157771.10324584515,264591.8858827888,264591.8858827888,0.2266826249502611,0.9416909620991254,0.05830903790087463,-106820.78263694365,0.6666666666666667,0.258772583632781,False,park,0.01931673547799596,0.4499999999999999,0.08041342972541389,0.3548774285354403,0.4517481737153123,2.220446049250313e-16,0.6666666666666667,0.9318459881525157,0.5536572064727622,0.4405196455072288,False,37,park,0.01931673547799596,0.4499999999999999,0.08041342972541389,38
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.155,0.5,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,341,1000000.0,162164.37781018534,-9.781608784538797,0.041975,0.145103,0.0,0.041975,0.227551,0.082449,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,341,961150.0,152421.4875,259679.76943653688,259679.76943653688,0.21818230187449275,0.9413489736070382,0.05865102639296188,-107258.28193653689,0.5,0.2883419694063839,False,park,0.01714742756073454,0.4499999999999999,0.08080139825509604,0.31604210864221094,0.5652167066376179,2.220446049250313e-16,0.5,0.5222535317852762,0.5637863819765334,0.37900123539659747,False,40,park,0.01714742756073454,0.4499999999999999,0.08080139825509604,39
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,0.175,0.45,0.01,0.99,blended_uncertainty,0.05,conservative_proxy,338,1000000.0,166574.19464587132,-10.592777679038143,0.03645,0.186841,0.0,0.03645,0.277763,0.090921,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,338,874550.0,148147.16,256102.7362432978,256102.7362432978,0.27151288191445216,0.9319526627218935,0.06804733727810651,-107955.57624329781,0.75,0.2789920000872452,False,keep,0.019720141787204847,0.44999999999999984,0.09117686172071324,0.25414567249256514,0.6478451852358655,4.440892098500626e-16,0.75,0.6517684608306802,0.32985310920026656,0.39678992016087233,False,39,park,0.019720141787204847,0.44999999999999984,0.09117686172071324,40
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.155,0.55,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,339,1000000.0,162326.28515545817,-8.53783250057843,0.041975,0.13543,0.0,0.041975,0.215944,0.080513,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,339,962200.0,147811.4875,256583.53127765885,256583.53127765885,0.20948333758161408,0.9410029498525073,0.058997050147492625,-108772.04377765887,0.6,0.3020081058861537,False,park,0.01864866971523592,0.4499999999999999,0.08119318010831492,0.18167063559804253,0.6367389527631186,2.220446049250313e-16,0.6,0.3329514457474977,0.653293183123938,0.34772002826092624,False,42,park,0.01864866971523592,0.4499999999999999,0.08119318010831492,41
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.165,0.5,0.01,0.99,blended_uncertainty,0.1,incumbent_region,343,1000000.0,167692.389704731,-9.00921229353414,0.03905,0.157538,0.0,0.03905,0.243769,0.086231,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,345,1000000.0,164511.79987024603,273330.9617666576,273330.9617666576,0.24376909094138569,0.9449275362318841,0.05507246376811594,-108819.16189641156,0.5,0.2556007376943572,False,promote_candidate_for_future_selector,0.01761683239619145,0.44999999999999996,0.07670394866544428,0.17748812098320907,0.24987793499246636,1.1102230246251565e-16,0.5,0.975782111110377,0.5293405603138961,0.32511479973542046,False,43,park,0.01761683239619145,0.44999999999999996,0.07670394866544428,42
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.17,0.5,0.01,0.99,blended_uncertainty,0.1,incumbent_region,344,1000000.0,167226.8353415202,-8.921203884380372,0.03545,0.164424,0.0,0.03545,0.252212,0.087788,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,344,912700.0,150157.2875,259138.37033808167,259138.37033808167,0.2474206653442093,0.936046511627907,0.06395348837209303,-108981.08283808167,0.5,0.2555152029926197,False,keep,0.019906595814615975,0.44999999999999984,0.08672242299154369,0.16311495153352565,0.5777228762488952,4.440892098500626e-16,0.5,0.9769669300598656,0.5648453548179577,0.37292989296185064,False,41,park,0.019906595814615975,0.44999999999999984,0.08672242299154369,43
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,0.17,0.55,0.01,0.99,blended_uncertainty,0.1,incumbent_region,342,1000000.0,167069.47757462133,-7.542091912347866,0.03905,0.1533,0.0,0.03905,0.238985,0.085685,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,343,1000000.0,162290.89219159796,271738.55352933944,271738.55352933944,0.2389850011604707,0.9446064139941691,0.05539358600583091,-109447.66133774148,0.5,0.2556655222247255,False,promote_candidate_for_future_selector,0.0184725,0.44999999999999996,0.07707508092818219,0.12169837028085106,0.28666212536721936,1.1102230246251565e-16,0.5,0.9748847216572679,0.5685558837153953,0.3149378089406471,False,44,park,0.0184725,0.44999999999999996,0.07707508092818219,44
paper1_economic_champion,0.175,0.45,0.01,0.99,blended_uncertainty,0.1,conservative_proxy,335,1000000.0,170464.5429284627,-10.557772959426375,0.03645,0.18591,0.0,0.03645,0.27725,0.091341,True,True,True,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,335,1000000.0,173329.66341584513,284148.3177544398,284148.3177544398,0.2772502754128551,0.9432835820895522,0.056716417910447764,-110818.65433859464,0.5,0.287976161100321,False,protected_champion,0.0164025,0.44999999999999996,0.07859670360213386,0.0,0.0,1.1102230246251565e-16,0.5,0.5273206753433818,0.33846789591258275,0.16157885712559647,False,45,protected_paper1_champion,0.0164025,0.44999999999999996,0.07859670360213386,45
