policy_id,frontier_family,realized_return_proxy_lgd45,net_return_after_contractual_ecl_v4,regret_gross_v4,regret_net_ifrs9_v4,auditability_score_v4,online_min,mdcp_worst,max_proxy_gap_v4,pareto_candidate_v4
paper4_v4_local_rt0p1725_g0p450_u0p100,CRPTO local v4,176892.4809693785,85419.34387889318,1155.621637872886,865.3539491868869,0.8789912062773413,0.9,0.75,0.2688420076070427,False
paper4_v4_local_rt0p1725_g0p450_u0p075,CRPTO local v4,176822.00543080445,85340.9563240746,1226.0971764469286,943.741504005462,0.8789912062773413,0.9,0.75,0.2688420076070427,False
paper4_v4_local_rt0p1775_g0p475_u0p050,CRPTO local v4,177028.73463921354,85357.65704008217,1019.3679680378409,927.040787997903,0.8788320127414564,0.9,0.75,0.2696913436283861,False
paper4_v4_local_rt0p1775_g0p500_u0p050,CRPTO local v4,174204.3726836744,84427.7422365582,3843.7299235769897,1856.9555915218662,0.8786391616089305,0.9,0.75,0.2674548989384914,False
paper4_v4_local_rt0p1775_g0p475_u0p025,CRPTO local v4,176893.28255546675,85118.67475202553,1154.8200517846271,1166.0230760545383,0.8783433036207647,0.9,0.75,0.27337205870180503,False
paper4_v4_local_rt0p1725_g0p450_u0p050,CRPTO local v4,176702.59108533437,85110.13165492681,1345.5115219170111,1174.56617315326,0.8783433036207647,0.9,0.75,0.27337205870180503,False
paper4_v4_local_rt0p1750_g0p475_u0p025,CRPTO local v4,175671.02054735878,84963.05410523042,2377.082059892593,1321.6437228496507,0.8782354024721397,0.9,0.75,0.27058751293083394,False
paper4_v4_local_rt0p1725_g0p450_u0p025,CRPTO local v4,176280.75429098553,84696.5175206512,1767.3483162658522,1588.1803074288619,0.8781417012748466,0.9,0.75,0.27492553132403186,False
paper4_v4_local_rt0p1750_g0p475_u0p000,CRPTO local v4,175285.03901658073,84599.23662127752,2763.0635906706448,1685.4612068025453,0.8781417012748466,0.9,0.75,0.27492553132403186,False
paper4_v4_local_rt0p1725_g0p425_u0p000,CRPTO local v4,174291.23238256914,80556.72825655008,3756.870224682236,5727.9695715299895,0.8779526306096855,0.9,0.75,0.2718093666574878,False
paper4_v4_local_rt0p1725_g0p425_u0p025,CRPTO local v4,174291.23238256914,80556.72825655008,3756.870224682236,5727.9695715299895,0.8779526306096855,0.9,0.75,0.2718093666574878,False
paper4_v4_local_rt0p1725_g0p425_u0p050,CRPTO local v4,174291.23238256914,80556.72825655008,3756.870224682236,5727.9695715299895,0.8779526306096855,0.9,0.75,0.2718093666574878,False
paper4_v4_local_rt0p1725_g0p425_u0p075,CRPTO local v4,174291.23238256914,80556.72825655008,3756.870224682236,5727.9695715299895,0.8779526306096855,0.9,0.75,0.2718093666574878,False
paper4_v4_local_rt0p1725_g0p425_u0p100,CRPTO local v4,174291.23238256914,80556.72825655008,3756.870224682236,5727.9695715299895,0.8779526306096855,0.9,0.75,0.2718093666574878,False
paper4_v4_local_rt0p1700_g0p450_u0p000,CRPTO local v4,173790.71071864534,83344.44838596052,4257.391888606042,2940.2494421195443,0.8776239473637806,0.8947368421052632,0.75,0.2676463364602457,False
paper4_v4_local_rt0p1700_g0p425_u0p100,CRPTO local v4,174404.72097666154,81971.15551231487,3643.3816305898363,4313.542315765197,0.877560690779836,0.9,0.75,0.27397350425383027,False
paper4_v4_local_rt0p1750_g0p450_u0p100,CRPTO local v4,173856.52646047235,81257.72481104663,4191.576146779029,5026.973017033437,0.877560690779836,0.9,0.75,0.27397350425383027,False
paper4_v4_local_rt0p1700_g0p425_u0p075,CRPTO local v4,173075.4867266607,80645.74138587993,4972.615880590689,5638.956442200142,0.8774627949216568,0.9,0.75,0.2746261433083581,False
paper4_v4_local_rt0p1750_g0p450_u0p075,CRPTO local v4,173629.03530901,81033.63126173154,4419.067298241367,5251.066566348527,0.8773296603034753,0.9,0.75,0.27528729458361845,False
paper4_v4_local_rt0p1775_g0p475_u0p000,CRPTO local v4,177096.20973510822,85330.91419380819,951.8928721431585,953.7836342718801,0.8770890696958992,0.8947368421052632,0.75,0.27492553132403186,False
paper4_v4_local_rt0p1750_g0p450_u0p025,CRPTO local v4,176839.42939457996,84147.63491991625,1208.6732126714196,2137.062908163818,0.8770483669832604,0.8947368421052632,0.75,0.2747767257079329,False
paper4_v4_local_rt0p1750_g0p450_u0p050,CRPTO local v4,177101.2509172678,84398.4467116071,946.8516899835668,1886.2511164729658,0.8764990991944243,0.8947368421052632,0.75,0.27492553132403186,False
paper4_v4_local_rt0p1700_g0p425_u0p025,CRPTO local v4,177295.43,84750.94405312515,752.6726072513848,1533.7537749549228,0.8762551690832375,0.8947368421052632,0.75,0.27633063858346185,False
paper4_v4_local_rt0p1725_g0p450_u0p000,CRPTO local v4,176164.69889836514,84588.6030662011,1883.4037088862387,1696.094761878965,0.8759194790526244,0.8888888888888888,0.75,0.27492553132403186,False
paper4_v4_local_rt0p1700_g0p425_u0p000,CRPTO local v4,174567.57189288642,82033.14924874066,3480.530714364955,4251.548579339404,0.8752853045298965,0.8888888888888888,0.75,0.2747767257079329,False
paper4_v4_local_rt0p1750_g0p450_u0p000,CRPTO local v4,175192.49,82499.99799717708,2855.612607251387,3784.6998309029877,0.8739781149874128,0.8823529411764706,0.75,0.2747767257079329,False
paper4_v4_cvar_rt0p1700_cap120000_floor89024,Formal CVaR constraint LP,63002.08617835334,,115046.01642889803,,0.7,,,,False
paper4_v4_cvar_rt0p1700_cap160000_floor89024,Formal CVaR constraint LP,69810.9579834131,,108237.14462383828,,0.7,,,,False
paper4_v4_cvar_rt0p1700_cap210000_floor89024,Formal CVaR constraint LP,91822.78853920642,,86225.31406804496,,0.7,,,,False
paper4_v4_cvar_rt0p1750_cap120000_floor89024,Formal CVaR constraint LP,63002.08617835334,,115046.01642889803,,0.7,,,,False
paper4_v4_cvar_rt0p1750_cap160000_floor89024,Formal CVaR constraint LP,69810.9579834131,,108237.14462383828,,0.7,,,,False
paper4_v4_cvar_rt0p1750_cap210000_floor89024,Formal CVaR constraint LP,91822.78853920642,,86225.31406804496,,0.7,,,,False
paper4_v4_cvar_rt0p1775_cap120000_floor89024,Formal CVaR constraint LP,63002.08617835334,,115046.01642889803,,0.7,,,,False
paper4_v4_cvar_rt0p1775_cap160000_floor89024,Formal CVaR constraint LP,69810.9579834131,,108237.14462383828,,0.7,,,,False
spo_plus_periodic_comparator,SPO+ aggregate comparator,,,0.08100975718483097,,0.6758195757739055,,,,False
