macro_regime_v15,path_family_v19,n_rows,n_paths,n_months,default_factor_mean,default_factor_p95,lgd_factor_mean,prepay_factor_mean,systemic_default_corr_proxy,external_macro_context_available_v43,external_forecast_validation_claim_allowed,claim_boundary_v43
baseline_internal,baseline_internal,8832,128,69,1.0053126559002197,1.2725213699178604,0.998984605566738,1.0055777870002942,-0.043133953754888946,True,False,internal common-random-number calibration with optional FRED context; not external forecast validation
macro_stress_internal,macro_stress_internal,8832,128,69,1.5080430285919997,1.941923511976102,1.2433971758061273,0.7930417645694298,0.043574986481364195,True,False,internal common-random-number calibration with optional FRED context; not external forecast validation
mild_stress_internal,mild_stress_internal,8832,128,69,1.169849894946383,1.4957532909454119,1.0865055022739887,0.9208355457560696,-0.02574144816746734,True,False,internal common-random-number calibration with optional FRED context; not external forecast validation
vintage_stress_internal,vintage_stress_internal,8832,128,69,1.2980115696587087,1.6608620075767548,1.1721458098563957,0.852162561246052,0.009831453941574163,True,False,internal common-random-number calibration with optional FRED context; not external forecast validation
