online_method_v3,coverage_policy_month_mean,coverage_policy_month_min,coverage_source_month_min,avg_width_loan,p90_width_loan,total_coverage_regret_90,promotion_candidate
mondrian_grade,0.9495438870198034,0.6666666666666666,0.5714285714285714,0.7826460437206184,1.0,30.229903835564095,False
aci_grade,0.9495438870198034,0.6666666666666666,0.5714285714285714,0.7838675156813337,1.0,30.229903835564095,False
mondrian_grade_score,0.9495438870198034,0.6666666666666666,0.5714285714285714,0.8229868051130907,1.0,30.229903835564095,False
up_ocp_proxy,0.9495438870198034,0.6666666666666666,0.5714285714285714,0.8454585722835862,1.0,30.229903835564095,False
rolling_global,0.9495438870198034,0.6666666666666666,0.5714285714285714,0.9061748269424833,1.0,30.229903835564095,False
aci_global,0.9495438870198034,0.6666666666666666,0.5714285714285714,0.9099199750048416,1.0,30.229903835564095,False
