policy_id,risk_tolerance,gamma,policy_mode,uncertainty_aversion,solver_status,solve_scope,candidate_pool_n,min_budget_utilization_used,solve_seconds,n_funded,funded_exposure,realized_return_proxy_lgd45,ecl_baseline_lgd45,weighted_pd_point,weighted_pd_high,weighted_effective_pd,coverage_alpha01,default_rate_observed,delta_vs_paper1_frozen_full_exact,delta_vs_v3_gross_challenger_full_exact,paper4_local_rank_return,grid_family,mdcp_worst_v4,max_proxy_gap_v4,prob_beats_paper1,v5_source_month_min,v5_width_mean,net_return_after_contractual_ecl_v5,stage2_share_v5,stage3_share_v5,cvar90_expected_loss_v5,return_after_cvar90_v5,in_requested_mdcp_zone,mdcp_penalty_v5,source_month_penalty_v5,mdcp_aware_score_v5,mdcp_aware_decision_v5
paper4_v4_local_rt0p1725_g0p500_u0p100,0.1725,0.5,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.000892609999937,343,1000000.0,173680.69742503017,115421.19599692152,0.0885084533405193,0.2564915466598256,0.1725000000001724,0.9504373177842566,0.0495626822157434,351.0340091850667,-92.25715305481572,71,uncertainty_aversion_local_search,0.8461538461538461,0.2606406770536259,0.9833333333333332,1.0,0.9983654886681516,-622388.0746837978,0.7923497267759563,0.001366120218579235,363431.15107591625,-189750.45365088608,True,0.0038461538461538325,0.0,0.811868101116766,review_strong_candidate
paper4_v4_local_rt0p1700_g0p500_u0p100,0.17,0.5,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.8649070060000663,348,1000000.0,171334.7083294575,113495.34238128868,0.0877881280419207,0.2522118719584193,0.17000000000017,0.9454022988505748,0.0545977011494252,-1994.9550863876063,-2438.246248627489,90,uncertainty_aversion_local_search,0.8,0.259769392579245,0.96,1.0,0.9983988460422709,-565861.0924500884,0.7900823827629911,0.0015050697084917617,359915.1936242655,-188580.485294808,True,0.04999999999999993,0.0,0.7865437298167309,review_strong_candidate
paper4_v4_local_rt0p1700_g0p475_u0p100,0.17,0.475,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.168432370001028,341,1000000.0,174431.6433553046,116846.70441363896,0.0888796419199914,0.25965934314142,0.17000000000017,0.9501466275659824,0.0498533724340175,1101.979939459503,658.6887772196205,58,uncertainty_aversion_local_search,0.8461538461538461,0.263342386141115,0.9833333333333332,1.0,0.9983307118313037,-669969.4960380909,0.7920303912059489,0.0013740704817329454,365637.7163765421,-191206.0730212375,True,0.0038461538461538325,0.0,0.7863170439258781,review_strong_candidate
paper4_v4_local_rt0p1750_g0p500_u0p100,0.175,0.5,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.484404017999623,340,1000000.0,174757.92155780335,117415.06881592532,0.0890776248538492,0.2609223751465007,0.1750000000001749,0.95,0.05,1428.258141958242,984.9669797183597,49,uncertainty_aversion_local_search,0.8461538461538461,0.2647051599896575,0.97,1.0,0.9983307118313037,-682960.7284935452,0.7925583657587548,0.0013780804150453957,366639.00436522893,-191881.08280742558,True,0.0038461538461538325,0.0,0.7800240198464655,review_strong_candidate
paper4_v4_local_rt0p1750_g0p500_u0p075,0.175,0.5,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.231266186001449,341,1000000.0,174556.0224913794,117502.38597637802,0.0888835867195099,0.26111641328084,0.1750000000001749,0.9472140762463344,0.0527859237536656,1226.359075534303,783.0679132944206,52,uncertainty_aversion_local_search,0.8181818181818181,0.263342386141115,0.9733333333333334,1.0,0.9982944229580712,-682767.8759804755,0.7924345295829291,0.001454898157129001,366240.307648939,-191684.2851575596,True,0.03181818181818186,0.0,0.765286687647362,review_strong_candidate
paper4_v4_local_rt0p1725_g0p475_u0p075,0.1725,0.475,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.9619446609995066,339,1000000.0,175419.62596103313,118923.46393665017,0.0894660513446298,0.2642743643036669,0.1725000000001725,0.9469026548672568,0.0530973451327433,2089.9625451880274,1646.671382948145,40,uncertainty_aversion_local_search,0.8181818181818181,0.2631261212945334,0.96,1.0,0.9982819734906119,-724239.5728141132,0.7934959349593496,0.0014634146341463415,368961.53712877026,-193541.91116773713,True,0.03181818181818186,0.0,0.7450535237695584,review_strong_candidate
paper4_v4_local_rt0p1700_g0p500_u0p075,0.17,0.5,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.903576905999216,345,1000000.0,170021.31140035065,113703.1345187129,0.0873263677365335,0.2526736322638064,0.17000000000017,0.9420289855072465,0.0579710144927536,-3308.3520154944563,-3751.643177734338,97,uncertainty_aversion_local_search,0.7777777777777778,0.2637673935787452,0.9466666666666668,1.0,0.9983424673817876,-574236.8867384729,0.7905901116427432,0.001594896331738437,358965.10153293516,-188943.79013258452,True,0.07222222222222219,0.0,0.7382576820937654,park_for_more_tests
paper4_v4_local_rt0p1700_g0p475_u0p075,0.17,0.475,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.019715824000741,342,1000000.0,173262.65358311104,116956.10639586647,0.0886596802626028,0.2599024586574811,0.17000000000017,0.9444444444444444,0.0555555555555555,-67.00983273406746,-510.30099497394986,73,uncertainty_aversion_local_search,0.7777777777777778,0.2619875817302834,0.98,1.0,0.9983066932965023,-667775.0943665861,0.7918278529980658,0.0015312701482914249,365194.23407642846,-191931.58049331742,True,0.07222222222222219,0.0,0.7318106287307222,park_for_more_tests
paper4_v4_local_rt0p1700_g0p500_u0p025,0.17,0.5,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.810260555999776,343,1000000.0,169886.8565354871,113990.20333188752,0.0866884370405899,0.25331156295975,0.17000000000017,0.9446064139941692,0.0553935860058309,-3442.8068803579954,-3886.098042597878,98,uncertainty_aversion_local_search,0.75,0.2693870327387571,0.8866666666666667,1.0,0.9983187883443845,-565604.7476512726,0.7909836065573771,0.001526840244294439,359554.60965186113,-189667.75311637402,False,0.09999999999999998,0.0,0.7229219823015046,park_for_more_tests
paper4_v4_local_rt0p1725_g0p475_u0p100,0.1725,0.475,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.98527887399905,340,1000000.0,175568.70111044557,118895.851409494,0.0895215685949967,0.2642130031322089,0.1725000000001725,0.95,0.05,2239.03769460044,1795.7465323605577,38,uncertainty_aversion_local_search,0.75,0.2647051599896575,0.9533333333333334,1.0,0.9983066932965023,-724257.4293851194,0.793855382619974,0.0013780804150453957,369071.57550123194,-193502.8743907864,True,0.09999999999999998,0.0,0.7205374701479229,park_for_more_tests
paper4_v4_local_rt0p1775_g0p500_u0p100,0.1775,0.5,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.087270443000307,340,1000000.0,175874.51929404918,119358.46393550056,0.0897589690325759,0.265241030967779,0.1775000000001775,0.95,0.05,2544.855878204078,2101.564715964196,28,uncertainty_aversion_local_search,0.75,0.2647051599896575,0.9533333333333334,1.0,0.9983066932965023,-731024.9999582466,0.793855382619974,0.0013780804150453957,370075.1993525536,-194200.6800585044,True,0.09999999999999998,0.0,0.7201913878550675,park_for_more_tests
paper4_v4_local_rt0p1725_g0p500_u0p075,0.1725,0.5,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.109133443000246,345,1000000.0,171175.733195865,115602.76024754546,0.0881049772280217,0.2568950227723232,0.1725000000001724,0.9420289855072465,0.0579710144927536,-2153.9302199801023,-2597.2213822199847,92,uncertainty_aversion_local_search,0.7777777777777778,0.2637673935787452,0.97,1.0,0.9983307118313037,-629528.7961316032,0.7901885586449345,0.0015979546180888463,362602.704590937,-191426.971395072,True,0.07222222222222219,0.0,0.7154307345920583,park_for_more_tests
paper4_v4_local_rt0p1775_g0p500_u0p075,0.1775,0.5,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.165729128999374,339,1000000.0,175710.54583156918,119401.7120856899,0.0896628620321552,0.2653371379681998,0.1775000000001775,0.9469026548672568,0.0530973451327433,2380.8824157240742,1937.591253484192,30,uncertainty_aversion_local_search,0.75,0.266075973801908,0.9566666666666668,1.0,0.9982819734906119,-734381.6314117716,0.7946341463414635,0.0014634146341463415,369879.4643341055,-194168.9185025363,True,0.09999999999999998,0.0,0.7140475247956395,park_for_more_tests
paper4_v4_local_rt0p1700_g0p500_u0p050,0.17,0.5,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.791962174998844,343,1000000.0,169315.7324273321,113811.08047610508,0.0870864878312176,0.2529135121691224,0.17000000000017,0.9416909620991254,0.0583090379008746,-4013.930988512992,-4457.222150752874,100,uncertainty_aversion_local_search,0.7777777777777778,0.2635561289486696,0.9466666666666668,1.0,0.9983424673817876,-584044.1653507059,0.7903432787937119,0.0016041065126724415,358473.8940051532,-189158.1615778211,False,0.07222222222222219,0.0,0.7135495145525488,park_for_more_tests
paper4_v4_local_rt0p1700_g0p500_u0p000,0.17,0.5,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.009426216000065,344,1000000.0,169603.6655613019,114023.31234543397,0.0866148614549312,0.2533851385454087,0.17000000000017,0.9418604651162792,0.0581395348837209,-3725.9978545432095,-4169.289016783092,99,uncertainty_aversion_local_search,0.75,0.2651155567064837,0.88,1.0,0.9983307118313037,-568339.3317362403,0.791025641025641,0.0016025641025641025,359401.31508343504,-189797.64952213314,False,0.09999999999999998,0.0,0.7134122646774994,park_for_more_tests
