policy_id,risk_tolerance,gamma,policy_mode,uncertainty_aversion,solver_status,solve_scope,candidate_pool_n,min_budget_utilization_used,solve_seconds,n_funded,funded_exposure,realized_return_proxy_lgd45,ecl_baseline_lgd45,weighted_pd_point,weighted_pd_high,weighted_effective_pd,coverage_alpha01,default_rate_observed,delta_vs_paper1_frozen_full_exact,delta_vs_v3_gross_challenger_full_exact,paper4_local_rank_return,grid_family,mdcp_worst_v4,max_proxy_gap_v4,prob_beats_paper1,v5_source_month_min,v5_width_mean,net_return_after_contractual_ecl_v5,stage2_share_v5,stage3_share_v5,cvar90_expected_loss_v5,return_after_cvar90_v5,in_requested_mdcp_zone,mdcp_penalty_v5,source_month_penalty_v5,mdcp_aware_score_v5,mdcp_aware_decision_v5
paper4_v4_local_rt0p1700_g0p450_u0p050,0.17,0.45,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.103560624000238,339,1000000.0,175478.25187548407,120827.86631334036,0.0894038794305993,0.2685063695852008,0.17000000000017,0.9469026548672568,0.0530973451327433,2148.588459638966,1705.2972973990836,39,uncertainty_aversion_local_search,0.8333333333333334,0.266075973801908,0.8766666666666667,1.0,0.9982693409427488,-755718.4500007292,0.7960975609756098,0.0014634146341463415,372431.3904010649,-196953.1385255808,False,0.016666666666666607,0.0,0.7093519653602336,review_strong_candidate
paper4_v4_local_rt0p1775_g0p500_u0p025,0.1775,0.5,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.0958043379996525,340,1000000.0,174355.17192184576,119689.08051838518,0.0890242655150545,0.2659757344853004,0.1775000000001775,0.9441176470588236,0.0558823529411764,1025.5085060006531,582.2173437607707,60,uncertainty_aversion_local_search,0.8181818181818181,0.2735286894014221,0.9166666666666666,1.0,0.9982565212460284,-729420.9991564626,0.7948281452658884,0.001540207522697795,370467.4188258669,-196112.24690402113,False,0.03181818181818186,0.0,0.7048447495050353,review_strong_candidate
paper4_v4_local_rt0p1750_g0p500_u0p025,0.175,0.5,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.194603507001375,343,1000000.0,173158.21762633137,117789.45478955262,0.0882456560235663,0.2617543439767836,0.1750000000001749,0.9446064139941692,0.0553935860058309,-171.44578951373114,-614.7369517536135,74,uncertainty_aversion_local_search,0.75,0.2664715808437133,0.9333333333333332,1.0,0.9982944229580712,-674025.7191583707,0.7932336869173899,0.001526840244294439,366829.81576786493,-193671.59814153356,False,0.09999999999999998,0.0,0.7037502445457958,park_for_more_tests
paper4_v4_local_rt0p1700_g0p450_u0p100,0.17,0.45,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.8669785269994463,339,1000000.0,176079.05689101736,120450.52180584034,0.0900899603533266,0.2676678262352007,0.17000000000017,0.9469026548672568,0.0530973451327433,2749.3934751722554,2306.102312932373,25,uncertainty_aversion_local_search,0.75,0.266075973801908,0.9566666666666668,1.0,0.9982819734906119,-752385.0084619416,0.7960975609756098,0.0014634146341463415,371883.95125451137,-195804.894363494,False,0.09999999999999998,0.0,0.7035128114568634,park_for_more_tests
paper4_v4_local_rt0p1750_g0p500_u0p050,0.175,0.5,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.417265324000255,340,1000000.0,173047.1409540687,117610.33193377018,0.088643706814194,0.2613562931861559,0.1750000000001749,0.9441176470588236,0.0558823529411764,-282.5224617764179,-725.8136240163003,76,uncertainty_aversion_local_search,0.7777777777777778,0.2617639835190692,0.97,1.0,0.9983066932965023,-693340.1437169111,0.7915856031128404,0.001540207522697795,365749.10012115707,-192701.95916708838,False,0.07222222222222219,0.0,0.7030199308888527,park_for_more_tests
paper4_v4_local_rt0p1775_g0p500_u0p000,0.1775,0.5,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.253029490000699,341,1000000.0,173714.6533967239,119722.1895319316,0.0889506899293958,0.2660493100709591,0.1775000000001775,0.9442815249266864,0.0557184750733137,384.9899808788032,-58.301181361079216,70,uncertainty_aversion_local_search,0.8333333333333334,0.2692074887804113,0.93,1.0,0.9982693409427488,-724529.2898992717,0.7949401875202069,0.0015357258325250566,370314.1242574409,-196599.470860717,False,0.016666666666666607,0.0,0.7004930167803398,review_strong_candidate
paper4_v4_local_rt0p1725_g0p475_u0p050,0.1725,0.475,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.125386950001484,338,1000000.0,174654.63169441232,119115.77693752524,0.0890793902846693,0.2647017265278339,0.1725000000001725,0.9437869822485208,0.0562130177514792,1324.9682785672194,881.677116327337,50,uncertainty_aversion_local_search,0.7777777777777778,0.2615377391751778,0.95,1.0,0.9982693409427488,-738536.1307606101,0.7918297455968689,0.0015492498369210697,368191.0785388446,-193536.44684443227,False,0.07222222222222219,0.0,0.6988092742852448,park_for_more_tests
paper4_v4_local_rt0p1725_g0p500_u0p025,0.1725,0.5,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.031156121000095,346,1000000.0,170912.12833081698,115889.82906072006,0.0874670465320781,0.2575329534682668,0.1725000000001724,0.9421965317919077,0.0578034682080924,-2417.5350850281247,-2860.826247268007,94,uncertainty_aversion_local_search,0.75,0.2682073701222653,0.9066666666666666,1.0,0.9983187883443845,-619666.5353358777,0.7915869980879541,0.0015933715742511153,363192.212709863,-192280.084379046,False,0.09999999999999998,0.0,0.697526361672136,park_for_more_tests
paper4_v4_local_rt0p1725_g0p475_u0p025,0.1725,0.475,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.136893979000888,342,1000000.0,174336.04133148165,119271.63750833966,0.0887660198248308,0.2650480833518658,0.1725000000001725,0.9444444444444444,0.0555555555555555,1006.37791563652,563.0867533966375,61,uncertainty_aversion_local_search,0.75,0.2649115583384707,0.9233333333333332,1.0,0.9982944229580712,-710496.6427664129,0.7944068343004513,0.0015312701482914249,369451.3598749989,-195115.3185435173,False,0.09999999999999998,0.0,0.6962784634335405,park_for_more_tests
paper4_v4_local_rt0p1750_g0p475_u0p100,0.175,0.475,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.10113044299942,339,1000000.0,176000.83712850034,120893.04252712958,0.0902679568240939,0.2686512056158435,0.175000000000175,0.9469026548672568,0.0530973451327433,2671.1737126552325,2227.88255041535,26,uncertainty_aversion_local_search,0.75,0.266075973801908,0.94,1.0,0.9982944229580712,-760214.3609447307,0.7972357723577236,0.0014634146341463415,372723.11684029165,-196722.2797117913,True,0.09999999999999998,0.0,0.6912619185324128,park_for_more_tests
paper4_v4_local_rt0p1725_g0p500_u0p050,0.1725,0.5,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.275770739999643,344,1000000.0,170470.1542228465,115710.70620493764,0.0878650973227058,0.2571349026776391,0.1725000000001725,0.9418604651162792,0.0581395348837209,-2859.5091929986083,-3302.8003552384907,95,uncertainty_aversion_local_search,0.7777777777777778,0.2622085799622976,0.9666666666666668,1.0,0.9983424673817876,-639307.7448817195,0.7894230769230769,0.0016025641025641025,362111.49706315517,-191641.34284030867,False,0.07222222222222219,0.0,0.6904797075860389,park_for_more_tests
paper4_v4_local_rt0p1700_g0p450_u0p075,0.17,0.45,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.8662928819994704,338,1000000.0,175657.95308946318,120570.30729761012,0.0898721685501088,0.2679340162169114,0.17000000000017,0.9467455621301776,0.0532544378698224,2328.28967361807,1884.998511378188,37,uncertainty_aversion_local_search,0.75,0.2674548989384914,0.9433333333333334,1.0,0.9982819734906119,-760610.2675348828,0.7950097847358122,0.0014677103718199608,371458.9921787068,-195801.03908924363,False,0.09999999999999998,0.0,0.6857702090699285,park_for_more_tests
paper4_v4_local_rt0p1725_g0p500_u0p000,0.1725,0.5,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.313322537000204,347,1000000.0,170271.60980569513,115922.9380742665,0.0873934709464194,0.2576065290539255,0.1725000000001724,0.9423631123919308,0.0576368876080691,-3058.0536101499747,-3501.344772389857,96,uncertainty_aversion_local_search,0.75,0.2668580672620765,0.89,1.0,0.9983424673817876,-614808.527337637,0.7921027592768791,0.001585791309863622,363038.918141437,-192767.30833574187,False,0.09999999999999998,0.0,0.683937952453679,park_for_more_tests
paper4_v4_local_rt0p1750_g0p475_u0p075,0.175,0.475,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.43432179499905,338,1000000.0,175922.94500093377,120998.19898223846,0.0900565311471554,0.2688848866271965,0.175000000000175,0.9467455621301776,0.0532544378698224,2593.281585088669,2149.9904228487867,27,uncertainty_aversion_local_search,0.75,0.2674548989384914,0.9366666666666666,1.0,0.9982693409427488,-767640.3604807286,0.7969667318982387,0.0014677103718199608,372302.9680569242,-196380.0230559904,True,0.09999999999999998,0.0,0.6839204901123676,park_for_more_tests
paper4_v4_local_rt0p1750_g0p475_u0p050,0.175,0.475,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.2947151999997,336,1000000.0,175855.8428434938,121082.50850199135,0.0898870199434194,0.2690722411155364,0.175000000000175,0.9464285714285714,0.0535714285714285,2526.1794276486908,2082.8882654088084,29,uncertainty_aversion_local_search,0.75,0.267261182398621,0.93,1.0,0.998243510210551,-773620.2139145925,0.7952755905511811,0.0014763779527559055,371961.34028982033,-196105.49744632654,False,0.09999999999999998,0.0,0.6775725715179521,park_for_more_tests
paper4_v4_local_rt0p1700_g0p475_u0p000,0.17,0.475,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.7737443309997616,343,1000000.0,171759.67280928153,117414.31108093364,0.0877384221656424,0.2609206912909637,0.17000000000017,0.9446064139941692,0.0553935860058309,-1569.9906065635732,-2013.281768803456,88,uncertainty_aversion_local_search,0.75,0.2693870327387571,0.9166666666666666,1.0,0.9983307118313037,-668039.2611992024,0.7924286172601861,0.0015239011870388194,365237.2475652722,-193477.57475599067,False,0.09999999999999998,0.0,0.6752967401851889,park_for_more_tests
paper4_v4_local_rt0p1775_g0p500_u0p050,0.1775,0.5,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.544567136999831,338,1000000.0,174204.3726836744,119509.95766260274,0.0894223163056822,0.2655776836946728,0.1775000000001775,0.9437869822485208,0.0562130177514792,874.7092678292829,431.4181055894005,67,uncertainty_aversion_local_search,0.75,0.2674548989384914,0.9566666666666668,1.0,0.9982819734906119,-743815.2470940655,0.7937866927592955,0.0015492498369210697,369386.703179159,-195182.33049548464,False,0.09999999999999998,0.0,0.6691293834631713,park_for_more_tests
paper4_v4_local_rt0p1750_g0p475_u0p025,0.175,0.475,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.197953840999617,340,1000000.0,175671.02054735878,121238.99504912332,0.0895723909068578,0.2694199889980518,0.175000000000175,0.9441176470588236,0.0558823529411764,2341.35713151368,1898.0659692737968,36,uncertainty_aversion_local_search,0.75,0.2705875129308339,0.85,1.0,0.9982693409427488,-764585.9661174557,0.7966115434500648,0.001540207522697795,373218.6629273407,-197547.64237998193,False,0.09999999999999998,0.0,0.6687504282802285,park_for_more_tests
paper4_v4_local_rt0p1700_g0p475_u0p050,0.17,0.475,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.955199043999528,341,1000000.0,171238.32441542228,117148.4193967416,0.0882730192026423,0.2603298208816479,0.17000000000017,0.9413489736070382,0.0586510263929618,-2091.339000422828,-2534.63016266271,91,uncertainty_aversion_local_search,0.7777777777777778,0.263342386141115,0.97,1.0,0.9982944229580712,-683315.3359903931,0.7901713546718396,0.0016165535079211122,364423.7754865028,-193185.45107108052,False,0.07222222222222219,0.0,0.6684160633217793,park_for_more_tests
paper4_v4_local_rt0p1725_g0p450_u0p100,0.1725,0.45,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.323500435999449,337,1000000.0,176892.4809693785,122611.8074978932,0.0907058045495986,0.2724706833286516,0.1725000000001724,0.9465875370919882,0.0534124629080118,3562.8175535333867,3119.5263912935043,9,uncertainty_aversion_local_search,0.75,0.2688420076070427,0.8333333333333334,1.0,0.9982693409427488,-795215.8604199707,0.7989859339221459,0.0014720314033366045,375365.04804318177,-198472.56707380328,False,0.09999999999999998,0.0,0.6677454146019234,park_for_more_tests
paper4_v4_local_rt0p1700_g0p475_u0p025,0.17,0.475,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.97293095400164,345,1000000.0,171111.0652649821,117304.279967556,0.0879596487428038,0.26067617770568,0.17000000000017,0.9420289855072465,0.0579710144927536,-2218.598150862992,-2661.8893131028744,93,uncertainty_aversion_local_search,0.75,0.266665944303383,0.9033333333333332,1.0,0.9983187883443845,-655086.8946798601,0.7927452860338766,0.0015979546180888463,365684.0568226572,-194572.99155767506,False,0.09999999999999998,0.0,0.6669265015852593,park_for_more_tests
paper4_v4_local_rt0p1750_g0p500_u0p000,0.175,0.5,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.58867163800096,345,1000000.0,171426.0316012095,117822.56380309904,0.0881720804379076,0.2618279195624423,0.1750000000001749,0.9420289855072465,0.0579710144927536,-1903.631814635592,-2346.922976875474,89,uncertainty_aversion_local_search,0.75,0.266665944303383,0.9133333333333332,1.0,0.9983187883443845,-670212.1099757896,0.7927452860338766,0.0015979546180888463,366676.52119943895,-195250.48959822944,False,0.09999999999999998,0.0,0.6610295675194227,park_for_more_tests
paper4_v4_local_rt0p1775_g0p475_u0p100,0.1775,0.475,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.8381273459999647,337,1000000.0,177097.5721843643,122986.11611598668,0.090821565481423,0.2733024802577482,0.1775000000001775,0.9465875370919882,0.0534124629080118,3767.908768519206,3324.617606279324,4,uncertainty_aversion_local_search,0.75,0.2688420076070427,0.77,1.0,0.9982693409427488,-802400.1826256348,0.7989859339221459,0.0014720314033366045,375988.1719874508,-198890.5998030865,True,0.09999999999999998,0.0,0.6591541424888864,park_for_more_tests
paper4_v4_local_rt0p1725_g0p450_u0p075,0.1725,0.45,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.14058049400046,337,1000000.0,176822.00543080445,122718.9817632696,0.0905109422489143,0.2727088483628213,0.1725000000001724,0.9465875370919882,0.0534124629080118,3492.342014959344,3049.050852719461,11,uncertainty_aversion_local_search,0.75,0.2688420076070427,0.7666666666666667,1.0,0.998243510210551,-802349.7029834102,0.7978410206084396,0.0014720314033366045,374984.22699674254,-198162.2215659381,False,0.09999999999999998,0.0,0.6544638277031685,park_for_more_tests
paper4_v4_local_rt0p1725_g0p450_u0p050,0.1725,0.45,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.867498252999212,338,1000000.0,176702.59108533437,122887.1203865346,0.0902052356611597,0.2730824897478547,0.1725000000001725,0.9467455621301776,0.0532544378698224,3372.927669489261,2929.636507249379,12,uncertainty_aversion_local_search,0.75,0.273372058701805,0.7533333333333333,1.0,0.9982303035204048,-793357.642542867,0.7999021526418787,0.0014677103718199608,376275.21757188824,-199572.62648655387,False,0.09999999999999998,0.0,0.6537952006110367,park_for_more_tests
paper4_v4_local_rt0p1775_g0p475_u0p075,0.1775,0.475,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.9413710049993824,337,1000000.0,177061.79107749835,123033.41173252415,0.0907264737656334,0.2734075816278315,0.1775000000001775,0.9465875370919882,0.0534124629080118,3732.1276616532414,3288.836499413359,6,uncertainty_aversion_local_search,0.75,0.2684019554695617,0.7466666666666667,1.0,0.9982565212460284,-805710.9980267094,0.7985770363101079,0.0014720314033366045,375803.8889002702,-198742.09782277187,True,0.09999999999999998,0.0,0.6537141799733579,park_for_more_tests
paper4_v4_local_rt0p1700_g0p450_u0p025,0.17,0.45,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.9375801450005374,340,1000000.0,174998.43361126567,120947.39898216804,0.0891865473054581,0.2687719977381512,0.17000000000017,0.9470588235294116,0.0529411764705882,1668.7701954205695,1225.479033180687,48,uncertainty_aversion_local_search,0.75,0.2676463364602457,0.8333333333333334,1.0,0.9982819734906119,-765981.7601818203,0.7948281452658884,0.0014591439688715954,372002.77572097804,-197004.34210971236,False,0.09999999999999998,0.0,0.6521155219003488,park_for_more_tests
