regime_v50,constraint_type,source_family,source_id,cap_v50,used_exposure_v50,slack_v50,active_v50
committee,source_cap,score_decile,2,0.5485615042784429,548561.5042784428,0.0,True
committee,source_cap,income_band,inc_q5,0.5283161638086694,528316.1638086694,0.0,True
committee,source_cap,dti_band,dti_q1,0.31903122065816936,319031.22065816936,0.0,True
committee,source_cap,state_top20,CA,0.16999999999999998,169999.99999999997,0.0,True
committee,source_cap,state_top20,other_state,0.16999999999999998,169999.99999999997,0.0,True
