policy_id,regime_v351,seed_pair_rank_v351,seed_added_loan_id_v351,seed_dropped_loan_id_v351,second_added_loan_id_v351,second_dropped_loan_id_v351,action_signature_v351,seed_return_delta_v351,return_delta_v351,objective_return_after_two_swap_v351,exposure_after_two_swap_v351,loss_mean_after_two_swap_v351,cvar90_after_two_swap_v351,source_min_slack_after_two_swap_v351,max_source_share_after_two_swap_v351,source_cap_violations_after_two_swap_v351,first_source_block_family_v351,first_source_block_id_v351,cvar_two_swap_feasible_v351,two_add_two_drop_entering_column_v351,claim_boundary_v351
v351_v347_bounded_branch_price_loop,post_v347_seeded_two_add_two_drop,1,161455148,159706782,148145784,140423185,add=148145784|161455148;drop=140423185|159706782,2.2203513257361465,3.9478123307014403,4430.702739736291,843775.0,60257.09481459696,96562.15463069515,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded seeded second-order branch-price row; no dual-bound certificate
v351_v347_bounded_branch_price_loop,post_v347_seeded_two_add_two_drop,1,161455148,159706782,148145784,127648167,add=148145784|161455148;drop=127648167|159706782,2.2203513257361465,3.5291317048410136,4430.2840591104305,843775.0,60257.0074414542,96571.62181601857,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded seeded second-order branch-price row; no dual-bound certificate
v351_v347_bounded_branch_price_loop,post_v347_seeded_two_add_two_drop,1,161455148,159706782,139234645,148128009,add=139234645|161455148;drop=148128009|159706782,2.2203513257361465,3.3577270428676584,4430.112654448457,843775.0,60300.26755959995,96616.56208938848,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded seeded second-order branch-price row; no dual-bound certificate
v351_v347_bounded_branch_price_loop,post_v347_seeded_two_add_two_drop,1,161455148,159706782,161983601,148128009,add=161455148|161983601;drop=148128009|159706782,2.2203513257361465,3.222779338607886,4429.977706744197,843775.0,60293.22132685437,96620.88538956702,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded seeded second-order branch-price row; no dual-bound certificate
v351_v347_bounded_branch_price_loop,post_v347_seeded_two_add_two_drop,4,139234645,148128009,148145784,140423185,add=139234645|148145784;drop=140423185|148128009,1.137375717131512,2.864836722096806,4429.619764127686,843775.0,60151.112901672575,96464.89033908173,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded seeded second-order branch-price row; no dual-bound certificate
v351_v347_bounded_branch_price_loop,post_v347_seeded_two_add_two_drop,2,148145784,140423185,139234645,148128009,add=139234645|148145784;drop=140423185|148128009,1.727461004965294,2.864836722096804,4429.619764127686,843775.0,60151.112901672575,96464.89033908173,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded seeded second-order branch-price row; no dual-bound certificate
v351_v347_bounded_branch_price_loop,post_v347_seeded_two_add_two_drop,1,161455148,159706782,148145784,148017643,add=148145784|161455148;drop=148017643|159706782,2.2203513257361465,2.799303576023469,4429.554230981613,843775.0,60254.73676029968,96556.40661042774,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded seeded second-order branch-price row; no dual-bound certificate
v351_v347_bounded_branch_price_loop,post_v347_seeded_two_add_two_drop,1,161455148,159706782,139234645,147190807,add=139234645|161455148;drop=147190807|159706782,2.2203513257361465,2.751853264962037,4429.506780670551,843775.0,60272.63425457981,96570.83770807552,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded seeded second-order branch-price row; no dual-bound certificate
v351_v347_bounded_branch_price_loop,post_v347_seeded_two_add_two_drop,5,161983601,148128009,148145784,140423185,add=148145784|161983601;drop=140423185|148128009,1.002428012871739,2.729889017837033,4429.484816423426,843775.0,60144.06666892699,96469.21363926028,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded seeded second-order branch-price row; no dual-bound certificate
v351_v347_bounded_branch_price_loop,post_v347_seeded_two_add_two_drop,2,148145784,140423185,161983601,148128009,add=148145784|161983601;drop=140423185|148128009,1.727461004965294,2.7298890178370314,4429.484816423426,843775.0,60144.06666892699,96469.21363926028,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded seeded second-order branch-price row; no dual-bound certificate
v351_v347_bounded_branch_price_loop,post_v347_seeded_two_add_two_drop,1,161455148,159706782,161983601,147190807,add=161455148|161983601;drop=147190807|159706782,2.2203513257361465,2.616905560702264,4429.371832966292,843775.0,60265.588021834235,96575.16100825406,4.597308456477656e-06,0.8998844478682113,0,,,False,False,bounded seeded second-order branch-price row; no dual-bound certificate
