policy_id,n_funded,mean_cate,share_negative_cate,cate_loss_reduction_value
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,345,0.0001104783008548052,0.4927536231884058,2392.9893133505443
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,343,-9.242361259231732e-05,0.49271137026239065,2382.3636013131995
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,343,0.00010334063420230905,0.49271137026239065,2379.509376359947
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,343,5.9119652532379844e-06,0.4897959183673469,2376.5651260868112
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,347,0.00023943616138496625,0.48703170028818443,2368.6946838649887
paper1_economic_champion,335,0.00023757057767564966,0.48656716417910445,2272.8992437922925
