policy_id,regime_v72,objective_return_v72,v70_objective_return_baseline_v72,delta_return_vs_v70_iteration_v72,scenario_loss_cvar90_v72,delta_cvar90_vs_v70_iteration_v72,v71_candidate_allocated_exposure_v72,v71_candidate_allocated_rows_v72,column_generation_termination_claim_allowed_v72,claim_boundary_v72
v63_source_repair_diversity_first_repair,target_source_cap_probe_lp,-33844.605976975254,-43504.03872187192,9659.432744896665,160633.93080775073,-13297.86238054256,516761.4,62,False,iteration-1 restricted-master LP after adding v71 columns; re-pricing still required
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,-4838.098631057766,-15866.148354228648,11028.049723170881,89439.46352235501,-16408.02578785282,496725.0,58,False,iteration-1 restricted-master LP after adding v71 columns; re-pricing still required
v63_source_repair_return_guarded_repair,target_source_cap_probe_lp,-4093.3429671440153,-14501.832702946953,10408.489735802938,88195.10132148868,-11905.406517184427,642868.9375,76,False,iteration-1 restricted-master LP after adding v71 columns; re-pricing still required
v63_source_repair_strict_source_probe,target_source_cap_probe_lp,-50170.12167045439,-58283.8602924442,8113.738621989811,203079.36741038118,-10377.227657633455,448207.725,60,False,iteration-1 restricted-master LP after adding v71 columns; re-pricing still required
v63_source_repair_tail_balanced_repair,target_source_cap_probe_lp,-15226.328383646973,-26651.36332088449,11425.034937237519,121129.35491077126,-14765.65138708979,602926.825,70,False,iteration-1 restricted-master LP after adding v71 columns; re-pricing still required
