policy_id,regime_v359,two_swap_seed_rank_v359,seed_action_signature_v359,first_added_loan_id_v359,second_added_loan_id_v359,third_added_loan_id_v359,first_dropped_loan_id_v359,second_dropped_loan_id_v359,third_dropped_loan_id_v359,action_signature_v359,seed_return_delta_v359,return_delta_v359,objective_return_after_three_swap_v359,exposure_after_three_swap_v359,loss_mean_after_three_swap_v359,cvar90_after_three_swap_v359,source_min_slack_after_three_swap_v359,max_source_share_after_three_swap_v359,source_cap_violations_after_three_swap_v359,first_source_block_family_v359,first_source_block_id_v359,cvar_three_swap_feasible_v359,three_add_three_drop_entering_column_v359,claim_boundary_v359
v359_v353_expanded_branch_price_loop,post_v353_seeded_three_add_three_drop,68,add=153611978|161455148;drop=148128009|159706782,161455148,153611978,145033022,159706782,148128009,144603743,add=145033022|153611978|161455148;drop=144603743|148128009|159706782,0.6553495300662746,6.032121808291137,4433.17023432993,843725.0,60325.57779276494,96647.57369789048,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,expanded bounded post-v353 third-order branch-price row; no dual-bound certificate
v359_v353_expanded_branch_price_loop,post_v353_seeded_three_add_three_drop,26,add=145977956|153611978;drop=148128009|164875488,145977956,153611978,145033022,164875488,148128009,144603743,add=145033022|145977956|153611978;drop=144603743|148128009|164875488,0.3107760324711677,5.68754831069603,4432.825660832335,843725.0,60201.055366384404,96543.04692762195,1.3300957298123528e-05,0.8998785149189605,0,,,False,False,expanded bounded post-v353 third-order branch-price row; no dual-bound certificate
v359_v353_expanded_branch_price_loop,post_v353_seeded_three_add_three_drop,80,add=161455148|161983601;drop=148128009|159706782,161455148,161983601,145977956,159706782,148128009,164875488,add=145977956|161455148|161983601;drop=148128009|159706782|164875488,3.222779338607886,5.0985571667489324,4432.236669688388,843775.0,60323.38398168124,96657.45763539536,4.597308456477656e-06,0.8998844478682113,0,,,False,False,expanded bounded post-v353 third-order branch-price row; no dual-bound certificate
v359_v353_expanded_branch_price_loop,post_v353_seeded_three_add_three_drop,73,add=145977956|161455148;drop=159706782|164875488,161455148,145977956,161983601,159706782,164875488,148128009,add=145977956|161455148|161983601;drop=148128009|159706782|164875488,4.096129153877186,5.098557166748925,4432.236669688388,843775.0,60323.38398168124,96657.45763539536,4.597308456477656e-06,0.8998844478682113,0,,,False,False,expanded bounded post-v353 third-order branch-price row; no dual-bound certificate
v359_v353_expanded_branch_price_loop,post_v353_seeded_three_add_three_drop,70,add=147190807|161455148;drop=148128009|159706782,161455148,147190807,145977956,159706782,148128009,164875488,add=145977956|147190807|161455148;drop=148128009|159706782|164875488,2.826225103641768,4.702002931782815,4431.840115453422,843775.0,60307.57916702196,96630.50667361243,4.597308456477656e-06,0.8998844478682113,0,,,False,False,expanded bounded post-v353 third-order branch-price row; no dual-bound certificate
v359_v353_expanded_branch_price_loop,post_v353_seeded_three_add_three_drop,73,add=145977956|161455148;drop=159706782|164875488,161455148,145977956,147190807,159706782,164875488,148128009,add=145977956|147190807|161455148;drop=148128009|159706782|164875488,4.096129153877186,4.702002931782808,4431.840115453422,843775.0,60307.57916702196,96630.50667361243,4.597308456477656e-06,0.8998844478682113,0,,,False,False,expanded bounded post-v353 third-order branch-price row; no dual-bound certificate
v359_v353_expanded_branch_price_loop,post_v353_seeded_three_add_three_drop,46,add=161455148|161983601;drop=139234645|159706782,161455148,161983601,145977956,159706782,139234645,164875488,add=145977956|161455148|161983601;drop=139234645|159706782|164875488,2.085403621476374,3.9611814496174134,4431.099293971257,843775.0,60272.899629256244,96589.10559247804,4.597308456477656e-06,0.8998844478682113,0,,,False,False,expanded bounded post-v353 third-order branch-price row; no dual-bound certificate
v359_v353_expanded_branch_price_loop,post_v353_seeded_three_add_three_drop,73,add=145977956|161455148;drop=159706782|164875488,161455148,145977956,161983601,159706782,164875488,139234645,add=145977956|161455148|161983601;drop=139234645|159706782|164875488,4.096129153877186,3.9611814496174134,4431.099293971257,843775.0,60272.899629256244,96589.10559247804,4.597308456477656e-06,0.8998844478682113,0,,,False,False,expanded bounded post-v353 third-order branch-price row; no dual-bound certificate
v359_v353_expanded_branch_price_loop,post_v353_seeded_three_add_three_drop,66,add=161455148|163545352;drop=127648167|159706782,161455148,163545352,145977956,159706782,127648167,164875488,add=145977956|161455148|163545352;drop=127648167|159706782|164875488,1.951970707877578,3.8277485360186176,4430.965861057658,843775.0,60295.29494877528,96621.2361766186,4.597308456477656e-06,0.8998844478682113,0,,,False,False,expanded bounded post-v353 third-order branch-price row; no dual-bound certificate
v359_v353_expanded_branch_price_loop,post_v353_seeded_three_add_three_drop,73,add=145977956|161455148;drop=159706782|164875488,161455148,145977956,163545352,159706782,164875488,127648167,add=145977956|161455148|163545352;drop=127648167|159706782|164875488,4.096129153877186,3.8277485360186176,4430.965861057658,843775.0,60295.29494877528,96621.2361766186,4.597308456477656e-06,0.8998844478682113,0,,,False,False,expanded bounded post-v353 third-order branch-price row; no dual-bound certificate
