notebook_path_v413,file_sha256_before_v413,file_sha256_after_v413,file_changed_v413,cell_count_preserved_v413,code_cell_count_preserved_v413,cell_type_sequence_preserved_v413,non_code_source_preserved_v413,outputs_preserved_v413,metadata_preserved_v413,claim_boundary_v413
notebooks/02_feature_engineering.ipynb,5761ac494046486b4628be24e06cd01daa5be278cc8440e45a8ce43e08959c50,23f7e674c8cfcd116b1cc3899d6f98d9b1f3a4b33fcce9fc6085b11fc0c73abd,True,True,True,True,True,True,True,single-cell code-source patch only
