policy_id,scenario,stage2_share_v47,ecl_proxy_total_v47,sicr_rule_v47,stage2_target_distance_v47,contractual_ifrs9_claim_allowed,claim_boundary_v47,sicr_preference_score_v47
paper1_economic_champion,baseline,0.9671641791044776,9003598.336975545,abs_pd_0.12_or_width_0.08,0.5671641791044776,False,SICR robust calibration proxy; not production IFRS9 staging,0.06333973128598858
v13_spo_regret_return_recovery,baseline,0.7308016877637131,5662760.495122231,abs_pd_0.25_or_width_0.08,0.3308016877637131,False,SICR robust calibration proxy; not production IFRS9 staging,0.5192788940450448
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.25_or_width_0.08,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
paper1_economic_champion,baseline,0.481592039800995,9003598.336975545,abs_pd_0.25_or_width_0.12,0.081592039800995,False,SICR robust calibration proxy; not production IFRS9 staging,1.0
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.6409523809523809,6305526.59432477,abs_pd_0.25_or_width_0.12,0.24095238095238092,False,SICR robust calibration proxy; not production IFRS9 staging,0.6925966547847546
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.6409523809523809,6305526.59432477,abs_pd_0.25_or_width_0.12,0.24095238095238092,False,SICR robust calibration proxy; not production IFRS9 staging,0.6925966547847546
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.5651741293532339,6329163.399298771,abs_pd_0.25_or_width_0.12,0.16517412935323383,False,SICR robust calibration proxy; not production IFRS9 staging,0.8387715930902111
v13_fvi_bellman_rollout,baseline,0.9612965650701499,2976010.589884301,abs_pd_0.25_or_width_0.12,0.5612965650701499,False,SICR robust calibration proxy; not production IFRS9 staging,0.07465825739827137
v13_fvi_capital_guarded,baseline,0.9650383141762452,2979446.206105185,abs_pd_0.25_or_width_0.12,0.5650383141762452,False,SICR robust calibration proxy; not production IFRS9 staging,0.06744048800935443
v13_fvi_return_recovery,baseline,0.9566074950690335,3083234.0755405906,abs_pd_0.25_or_width_0.12,0.5566074950690335,False,SICR robust calibration proxy; not production IFRS9 staging,0.08370339242921565
v13_mdcp_empirical_base,baseline,0.5218476903870163,5694960.032434116,abs_pd_0.25_or_width_0.12,0.12184769038701626,False,SICR robust calibration proxy; not production IFRS9 staging,0.9223475454146807
v13_mdcp_empirical_return_recovery,baseline,0.5494880546075085,5868724.17713465,abs_pd_0.25_or_width_0.12,0.14948805460750847,False,SICR robust calibration proxy; not production IFRS9 staging,0.8690297603060537
v13_mdcp_empirical_tight,baseline,0.6632653061224489,4821590.434810493,abs_pd_0.25_or_width_0.12,0.2632653061224489,False,SICR robust calibration proxy; not production IFRS9 staging,0.6495554075756984
v13_spo_regret_audit_guarded,baseline,0.7112794612794613,5289715.38494485,abs_pd_0.25_or_width_0.12,0.31127946127946127,False,SICR robust calibration proxy; not production IFRS9 staging,0.5569369316970085
v13_spo_regret_balanced,baseline,0.7489177489177489,5350915.553779272,abs_pd_0.25_or_width_0.12,0.34891774891774885,False,SICR robust calibration proxy; not production IFRS9 staging,0.48433332502430404
v13_spo_regret_return_recovery,baseline,0.7308016877637131,5662760.495122231,abs_pd_0.25_or_width_0.12,0.3308016877637131,False,SICR robust calibration proxy; not production IFRS9 staging,0.5192788940450448
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.25_or_width_0.12,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
paper1_economic_champion,baseline,0.481592039800995,9003598.336975545,abs_pd_0.25_or_width_0.16,0.081592039800995,False,SICR robust calibration proxy; not production IFRS9 staging,1.0
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.6409523809523809,6305526.59432477,abs_pd_0.25_or_width_0.16,0.24095238095238092,False,SICR robust calibration proxy; not production IFRS9 staging,0.6925966547847546
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.6409523809523809,6305526.59432477,abs_pd_0.25_or_width_0.16,0.24095238095238092,False,SICR robust calibration proxy; not production IFRS9 staging,0.6925966547847546
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.5651741293532339,6329163.399298771,abs_pd_0.25_or_width_0.16,0.16517412935323383,False,SICR robust calibration proxy; not production IFRS9 staging,0.8387715930902111
v13_fvi_bellman_rollout,baseline,0.9612965650701499,2976010.589884301,abs_pd_0.25_or_width_0.16,0.5612965650701499,False,SICR robust calibration proxy; not production IFRS9 staging,0.07465825739827137
v13_fvi_capital_guarded,baseline,0.9650383141762452,2979446.206105185,abs_pd_0.25_or_width_0.16,0.5650383141762452,False,SICR robust calibration proxy; not production IFRS9 staging,0.06744048800935443
v13_fvi_return_recovery,baseline,0.9566074950690335,3083234.0755405906,abs_pd_0.25_or_width_0.16,0.5566074950690335,False,SICR robust calibration proxy; not production IFRS9 staging,0.08370339242921565
v13_mdcp_empirical_base,baseline,0.5218476903870163,5694960.032434116,abs_pd_0.25_or_width_0.16,0.12184769038701626,False,SICR robust calibration proxy; not production IFRS9 staging,0.9223475454146807
v13_mdcp_empirical_return_recovery,baseline,0.5494880546075085,5868724.17713465,abs_pd_0.25_or_width_0.16,0.14948805460750847,False,SICR robust calibration proxy; not production IFRS9 staging,0.8690297603060537
v13_mdcp_empirical_tight,baseline,0.6632653061224489,4821590.434810493,abs_pd_0.25_or_width_0.16,0.2632653061224489,False,SICR robust calibration proxy; not production IFRS9 staging,0.6495554075756984
v13_spo_regret_audit_guarded,baseline,0.7112794612794613,5289715.38494485,abs_pd_0.25_or_width_0.16,0.31127946127946127,False,SICR robust calibration proxy; not production IFRS9 staging,0.5569369316970085
v13_spo_regret_balanced,baseline,0.7489177489177489,5350915.553779272,abs_pd_0.25_or_width_0.16,0.34891774891774885,False,SICR robust calibration proxy; not production IFRS9 staging,0.48433332502430404
v13_spo_regret_return_recovery,baseline,0.7308016877637131,5662760.495122231,abs_pd_0.25_or_width_0.16,0.3308016877637131,False,SICR robust calibration proxy; not production IFRS9 staging,0.5192788940450448
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.25_or_width_0.16,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
