breakpoint_id,online_method_v8,coverage_source_month_defended_min,coverage_policy_month_defended_min,avg_width_loan,width_gap_to_0p95,interpretation
v8_best_passing_source80,v8_targeted_dti_score_or_gradeD_d0.080_m0.995,0.8,0.9,0.9543797192776867,0.004379719277686767,best deployable method that passes defended 0.80 source/policy-month gate
v8_best_under_width95,v8_gradeD_only_d0.082_m0.990,0.6666666666666666,0.8823529411764706,0.9463068559792618,-0.0036931440207381705,"best coverage method under width 0.95, whether or not it passes the source gate"
v8_nearest_failing_neighbor,v8_prior_source_borrowing_d0.040_m0.990,0.5,0.7058823529411765,0.9202493057722745,-0.02975069422772547,lowest-width candidate that still fails defended 0.80 gate
