action_v330,loan_id,loan_amnt,mean_return_v330,observed_v47_proxy_v330,claim_boundary_v330
add_v329_best_feasible,129082051,1500.0,27.50472791272188,False,applied v329 best feasible add leg
drop_v329_best_feasible,144622469,1500.0,27.00660852969161,True,applied v329 best feasible drop leg
