policy_id,selected_rows_v322,observed_v47_proxy_rows_v322,missing_v47_proxy_rows_v322,observed_v47_proxy_share_v322,ifrs9_proxy_panel_rows_v322,ifrs9_proxy_scenarios_v322,ifrs9_proxy_months_v322,contractual_ifrs9_claim_allowed_v322,claim_boundary_v322
v295_broader_pool_after_v296_gate,171,95,76,0.5555555555555556,3420,1,36,False,loan-id proxy coverage audit only; contractual IFRS9 remains blocked
v316_terminal_repair_after_v317_gate,171,98,73,0.5730994152046783,3528,1,36,False,loan-id proxy coverage audit only; contractual IFRS9 remains blocked
v320_matched_period_after_v321_gate,171,92,79,0.5380116959064327,3312,1,36,False,loan-id proxy coverage audit only; contractual IFRS9 remains blocked
