portfolio_label_v293,source_family,source_id,cap_share_v293,source_exposure_v293,source_share_v293,source_slack_v293,source_cap_violated_v293,claim_boundary_v293
diverse_micro_relief_cardinality_milp,period,2020,0.82,38925.0,0.04617711608043182,0.7738228839195681,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,AZ,0.35,9500.0,0.0112699448365858,0.3387300551634142,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,CA,0.35,105900.0,0.1256302271783617,0.22436977282163828,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,CO,0.35,21200.0,0.025149771635328312,0.32485022836467164,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,FL,0.35,44825.0,0.053176344978942996,0.296823655021057,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,GA,0.35,29625.0,0.03514443324040572,0.31485556675959425,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,IL,0.35,92725.0,0.1100005931549914,0.2399994068450086,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,IN,0.35,1000.0,0.0011863099827985053,0.34881369001720147,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,MA,0.35,25400.0,0.030132273563082033,0.31986772643691797,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,MD,0.35,16200.0,0.019218221721335783,0.3307817782786642,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,MI,0.35,2400.0,0.0028471439587164126,0.34715285604128354,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,MN,0.35,10300.0,0.012218992822824603,0.33778100717717535,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,NC,0.35,19600.0,0.023251675662850704,0.3267483243371493,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,NJ,0.35,14000.0,0.016608339759179074,0.3333916602408209,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,NV,0.35,9200.0,0.010914051841746248,0.3390859481582537,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,NY,0.35,88275.0,0.10472151373153805,0.24527848626846194,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,OH,0.35,21000.0,0.02491250963876861,0.32508749036123136,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,PA,0.35,37050.0,0.04395278486268462,0.30604721513731536,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,TX,0.35,31650.0,0.037546710955572694,0.31245328904442726,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,VA,0.35,10000.0,0.011863099827985052,0.3381369001720149,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,WA,0.35,59275.0,0.0703185242303814,0.27968147576961855,False,v293 diverse-pool MILP source diagnostic only
diverse_micro_relief_cardinality_milp,state_top20,other,0.35,193825.0,0.22993653241592027,0.12006346758407971,False,v293 diverse-pool MILP source diagnostic only
