source_slack_rank_v300,source_family,source_id,cap_share_v295,source_exposure_v295,source_share_v295,source_slack_v295,source_cap_violated_v295,source_tight_flag_v300,source_watch_flag_v300,source_governance_severity_v300,branch_price_priority_v300,required_next_artifact_v300,claim_boundary_v300
1,grade,A,0.8531348749298603,719000.0,0.8531339918720893,8.830577710172705e-07,False,True,True,critical_tight,1,paper4_v301_source_tight_branch_price_pricing_or_imputation_repair.csv,v300 source-governance hotspot map only; no branch-price bound or promotion claim
2,score_decile,0,0.9,758475.0,0.8999733024828691,2.6697517130913617e-05,False,True,True,critical_tight,2,paper4_v301_source_tight_branch_price_pricing_or_imputation_repair.csv,v300 source-governance hotspot map only; no branch-price bound or promotion claim
3,income_band,4,0.85,665950.0,0.7901871792589956,0.0598128207410043,False,False,True,watch,0,future_source_monitoring_only,v300 source-governance hotspot map only; no branch-price bound or promotion claim
4,state_top20,other,0.35,179675.0,0.2131945062442526,0.1368054937557473,False,False,True,watch,0,future_source_monitoring_only,v300 source-governance hotspot map only; no branch-price bound or promotion claim
5,dti_band,0,0.85,598550.0,0.710213283497968,0.139786716502032,False,False,True,watch,0,future_source_monitoring_only,v300 source-governance hotspot map only; no branch-price bound or promotion claim
6,state_top20,CA,0.35,105900.0,0.1256563139628014,0.2243436860371985,False,False,False,monitor,0,future_source_monitoring_only,v300 source-governance hotspot map only; no branch-price bound or promotion claim
7,period,2018,0.82,501750.0,0.5953546320192222,0.2246453679807777,False,False,False,monitor,0,future_source_monitoring_only,v300 source-governance hotspot map only; no branch-price bound or promotion claim
8,state_top20,IL,0.35,92725.0,0.1100234344872593,0.2399765655127406,False,False,False,monitor,0,future_source_monitoring_only,v300 source-governance hotspot map only; no branch-price bound or promotion claim
9,state_top20,NY,0.35,89675.0,0.1064044377206253,0.2435955622793746,False,False,False,monitor,0,future_source_monitoring_only,v300 source-governance hotspot map only; no branch-price bound or promotion claim
10,state_top20,WA,0.35,57475.0,0.0681973243155053,0.2818026756844947,False,False,False,monitor,0,future_source_monitoring_only,v300 source-governance hotspot map only; no branch-price bound or promotion claim
