policy_id,horizon_months,start_month,end_month,window_ecl,window_realized_return,window_net_after_ecl,min_coverage_alpha01,mean_stage2_or_3_share,status
paper1_economic_champion,6,2018-01-01,2018-06-01,9809.890735587614,13294.09850643136,3484.2077708437464,0.6666666666666667,1.0,toy_dla_window_summary
paper1_economic_champion,6,2018-02-01,2018-07-01,12360.976830297355,17425.27850643136,5064.301676134006,0.6666666666666667,1.0,toy_dla_window_summary
paper1_economic_champion,6,2018-03-01,2018-08-01,13464.385236715101,20395.755,6931.369763284901,0.6666666666666667,1.0,toy_dla_window_summary
paper1_economic_champion,6,2018-04-01,2018-09-01,15993.835139836996,25398.277500000004,9404.442360163004,0.6666666666666667,1.0,toy_dla_window_summary
paper1_economic_champion,6,2018-05-01,2018-10-01,24883.774161576148,40935.205,16051.430838423848,0.8461538461538461,1.0,toy_dla_window_summary
paper1_economic_champion,6,2018-06-01,2018-11-01,29976.968128324563,48128.905000000006,18151.936871675436,0.8461538461538461,1.0,toy_dla_window_summary
paper1_economic_champion,6,2018-07-01,2018-12-01,30485.982020057392,51654.455,21168.47297994261,0.9583333333333334,1.0,toy_dla_window_summary
paper1_economic_champion,6,2018-08-01,2019-01-01,35086.747879134266,57796.572499999995,22709.824620865733,0.9583333333333334,1.0,toy_dla_window_summary
paper1_economic_champion,6,2018-09-01,2019-02-01,37003.15014786658,60750.61,23747.45985213342,0.9166666666666666,1.0,toy_dla_window_summary
paper1_economic_champion,6,2018-10-01,2019-03-01,38395.76669403892,60034.4775,21638.710805961087,0.9166666666666666,1.0,toy_dla_window_summary
paper1_economic_champion,6,2018-11-01,2019-04-01,36471.48226358803,51715.81,15244.327736411971,0.75,1.0,toy_dla_window_summary
paper1_economic_champion,6,2018-12-01,2019-05-01,35488.926270127486,44277.26,8788.333729872513,0.75,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-01-01,2019-06-01,35513.516632187,42445.134999999995,6931.618367813004,0.75,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-02-01,2019-07-01,35687.93095295767,43842.505000000005,8154.574047042325,0.75,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-03-01,2019-08-01,40237.67596046446,47869.419909413766,7631.743948949301,0.75,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-04-01,2019-09-01,37821.023542216935,46428.489909413765,8607.466367196823,0.75,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-05-01,2019-10-01,35297.28976587005,46513.32490941376,11216.035143543708,0.9166666666666666,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-06-01,2019-11-01,41332.64791199328,52030.18490941376,10697.536997420484,0.8181818181818181,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-07-01,2019-12-01,39759.439995916604,50925.24740941376,11165.807413497158,0.8181818181818181,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-08-01,2020-01-01,35294.45477284139,42066.64490941376,6772.190136572372,0.8181818181818181,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-09-01,2020-02-01,26848.794768034662,31549.040000000005,4700.245231965341,0.8181818181818181,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-10-01,2020-04-01,26577.106433443958,30981.75,4404.643566556046,0.8181818181818181,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-11-01,2020-05-01,21977.043623530055,23932.815000000002,1955.7713764699497,0.8181818181818181,1.0,toy_dla_window_summary
paper1_economic_champion,6,2019-12-01,2020-06-01,10531.76787571483,16367.415,5835.647124285172,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,6,2020-01-01,2020-07-01,7879.60468194273,12485.527500000002,4605.922818057271,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,6,2020-02-01,2020-08-01,4323.157862863572,8743.45,4420.292137136428,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,6,2020-04-01,2020-09-01,4243.927654677825,8565.45,4321.522345322175,1.0,1.0,toy_dla_window_summary
