policy_id,solver_status,elapsed_seconds,risk_tolerance,weak_penalty,width_penalty,max_weighted_qhat,n_funded,funded_exposure,objective_return,realized_return_proxy_lgd45,weighted_pd_high,weighted_qhat,weighted_weak_source_proxy,share_grade_dplus,cap_grade_dplus_limit,share_dti_q3,cap_dti_q3_limit,share_score_low,cap_score_low_limit,share_income_q5,cap_income_q5_limit,share_period_2018h1,cap_period_2018h1_limit,mdcp_family_gate_v8,auditability_score_v8,solver_lane_v12,caps_json_v12,auditability_score_v12
v12_mdcp_empirical_base,TerminationCondition.optimal,2.292786078993231,0.175,0.07,0.07,0.82,264,1000000.0,101603.36263566083,105142.18177395474,0.175000000000175,0.6746957495253305,0.3047553260610874,0.24852315212217496,0.48599999999999993,0.017199999999173966,0.48599999999999993,0.8260000000008261,0.8260000000000001,0.11977315212217494,0.5974285714285714,0.601876847877825,0.61,True,0.600820761296148,mdcp_empirical_caps_inside_solver,"{""cap_dti_q3"": 0.48599999999999993, ""cap_grade_dplus"": 0.48599999999999993, ""cap_income_q5"": 0.5974285714285714, ""cap_period_2018h1"": 0.61, ""cap_score_low"": 0.8260000000000001}",0.600820761296148
v12_mdcp_empirical_tight,TerminationCondition.optimal,2.022276528994553,0.1725,0.09,0.09,0.8,198,850000.0,74940.561406195,76930.72431123017,0.17250000000020294,0.6792098228241772,0.28608823529411764,0.2139999999990753,0.44599999999999995,0.03347058823529412,0.44599999999999995,0.7860000000009247,0.786,0.10320588235294118,0.5574285714285714,0.5700000000006705,0.57,True,0.6060183450020808,mdcp_empirical_caps_inside_solver,"{""cap_dti_q3"": 0.44599999999999995, ""cap_grade_dplus"": 0.44599999999999995, ""cap_income_q5"": 0.5574285714285714, ""cap_period_2018h1"": 0.57, ""cap_score_low"": 0.786}",0.6060183450020808
v12_mdcp_empirical_return_recovery,TerminationCondition.optimal,1.9244046130042989,0.18,0.06,0.06,0.84,293,1000000.0,115311.27841203214,124464.66230362313,0.18000000000018,0.7267741543971753,0.36181874999978597,0.3067749999991439,0.5159999999999999,0.03185,0.5159999999999999,0.856000000000856,0.8560000000000001,0.239,0.6274285714285714,0.44446738256408286,0.64,True,0.5572637301532677,mdcp_empirical_caps_inside_solver,"{""cap_dti_q3"": 0.5159999999999999, ""cap_grade_dplus"": 0.5159999999999999, ""cap_income_q5"": 0.6274285714285714, ""cap_period_2018h1"": 0.64, ""cap_score_low"": 0.8560000000000001}",0.5572637301532677
