probe_label_v265,previous_repair_version_v265,terminal_reprice_version_v265,primary_frontier_limit_v265,primary_frontier_rows_v265,one_swap_return_improving_pair_rows_v265,one_swap_budget_return_feasible_pair_rows_v265,one_swap_source_prefilter_pair_rows_v265,base_two_swap_pair_rows_v265,source_prefilter_two_swap_pair_rows_v265,source_exact_two_swap_pair_rows_v265,cvar_feasible_two_swap_pair_rows_v265,top_candidate_rows_v265,best_two_swap_return_delta_v265,best_two_swap_cvar90_after_v265,best_two_swap_objective_after_v265,bounded_two_swap_improvement_found_v265,multi_swap_integer_optimality_claim_allowed_v265,full_universe_integer_optimality_claim_allowed_v265,paper1_promotion_allowed_v265,paper4_final_promotion_created,claim_boundary_v265
bounded_two_swap_after_v264_local_clearance,263,264,25,25,1655166,998571,4373,35904290,465580,46,46,46,21.911980076230094,97867.324781459,2988.3095525816234,True,False,False,False,False,bounded two-swap source-relief probe over top 25 post-v263 primary swaps only; no exhaustive multi-swap/global proof
