policy_id,horizon_months,funded_loans,total_funded_exposure,final_cash,final_state_value_proxy,cumulative_realized_loss,cumulative_recovery,cumulative_expected_loss,cumulative_capital_used,claim_scope
v7_dla_capital_coverage_state,18,1131,1891675.0,116298.44497281703,867497.1213109317,73230.9375,7115.121095498882,52716.36103544791,2767450.606912272,loan_level_dynamic_proxy_with_capital_ecl_coverage_state_not_bellman_optimal
