artifact,version,path,rows,columns,sha16,source_script,linked_claim,quarto_page,status,caveat,path_exists
paper4_v10_blocker_dashboard.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v10_blocker_dashboard.csv,12,5.0,9a8106bdd3b978ef,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v13_working_candidate_registry.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v13_working_candidate_registry.csv,12,28.0,0dd2e401412a6edf,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_base_vs_lookahead_model_registry.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_base_vs_lookahead_model_registry.csv,9,8.0,7c3c7a284ce75546,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_claim_artifact_matrix.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_claim_artifact_matrix.csv,13,11.0,cc10070998307aec,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_decision_inventory.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_decision_inventory.csv,11,11.0,72918e84aa28f451,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_decision_metric_interaction_matrix.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_decision_metric_interaction_matrix.csv,143,6.0,b36722aeee48b64f,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_decision_uncertainty_interaction_matrix.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_decision_uncertainty_interaction_matrix.csv,132,7.0,13d30a646b4ec0d0,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_metric_pyramid.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_metric_pyramid.csv,13,10.0,7d15b1fa6fa7cdfd,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_objective_target_limit_registry.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_objective_target_limit_registry.csv,13,10.0,9b6e0084f12b77dc,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_policy_class_evidence_matrix.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_policy_class_evidence_matrix.csv,5,5.0,b8a5258e2dbff610,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_powell_framing_audit.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_powell_framing_audit.csv,12,11.0,626c3cbab61c466d,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_stage_readiness_dashboard.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_stage_readiness_dashboard.csv,12,9.0,32221acb6d327552,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_uncertainty_forms_sample_path_design.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_uncertainty_forms_sample_path_design.csv,11,7.0,94ea29eb6132334d,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_uncertainty_metric_interaction_matrix.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_uncertainty_metric_interaction_matrix.csv,156,6.0,4f1ec989fc8b53c9,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_uncertainty_taxonomy.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_uncertainty_taxonomy.csv,12,9.0,8b8fde8e1db25fdb,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_v1_v13_artifact_audit.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_v1_v13_artifact_audit.csv,265,6.0,39b7c79042735166,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v14_working_champion_powell_audit.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v14_working_champion_powell_audit.csv,10,11.0,02011cf929e42e8a,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v15_champion_vs_challenger_dynamic_ci.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v15_champion_vs_challenger_dynamic_ci.csv,14,10.0,3504ff64ae3ca0dc,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v15_dynamic_policy_summary.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v15_dynamic_policy_summary.csv,14,23.0,fb5a3cdd21ca6846,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v15_path_calibration_summary.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v15_path_calibration_summary.csv,32,7.0,e8c978272fbd5e54,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v15_policy_adapter_registry.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v15_policy_adapter_registry.csv,14,8.0,5cb4dbe9ef95135a,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v15_policy_pairwise_common_path_ci.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v15_policy_pairwise_common_path_ci.csv,14,10.0,3504ff64ae3ca0dc,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v15_sample_path_design.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v15_sample_path_design.csv,5,4.0,856e17cbb9715d90,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v16_champion_case_studies.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v16_champion_case_studies.csv,30,12.0,12fb830f16921483,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v16_champion_decomposition_summary.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v16_champion_decomposition_summary.csv,18,11.0,3f93190599308bea,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v16_champion_overlap_matrix.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v16_champion_overlap_matrix.csv,100,6.0,d9bc73992d6bc758,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v16_cvar_active_constraints.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v16_cvar_active_constraints.csv,27,10.0,6a3f13e76e502a5c,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v16_cvar_full_or_colgen_frontier.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v16_cvar_full_or_colgen_frontier.csv,15,56.0,bcb4665f78a85bb2,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v16_cvar_scenario_losses.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v16_cvar_scenario_losses.csv,18,9.0,88f01eb9467721bb,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v16_cvar_strict_infeasibility_certificate.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v16_cvar_strict_infeasibility_certificate.csv,12,11.0,ddc20a547752f35e,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v16_spo_dependency_blockers.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v16_spo_dependency_blockers.csv,6,6.0,53561ddd4a1ae55c,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v16_spo_method_search_registry.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v16_spo_method_search_registry.csv,5,4.0,0f0c73dda79cc83a,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v16_spo_temporal_regret.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v16_spo_temporal_regret.csv,351,12.0,243b4675d282e565,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v16_spo_training_report.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v16_spo_training_report.csv,3,8.0,17fa899db7493f4c,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v17_cate_gate_report.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v17_cate_gate_report.csv,5,4.0,d2035aca578eb507,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v17_causal_identification_dossier.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v17_causal_identification_dossier.csv,5,4.0,d2035aca578eb507,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v17_fairness_proxy_only_protocol.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v17_fairness_proxy_only_protocol.csv,3,4.0,967ed0425c191b98,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v17_ifrs9_proxy_panel_readiness.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v17_ifrs9_proxy_panel_readiness.csv,8,4.0,532f14af06d08c8e,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v17_ifrs9_sicr_sensitivity.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v17_ifrs9_sicr_sensitivity.csv,14,7.0,fe123665b7bd713e,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v18_academic_contribution_map.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v18_academic_contribution_map.csv,8,4.0,6004347806cad692,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v18_blocker_dashboard.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v18_blocker_dashboard.csv,8,4.0,5937e083c34f020f,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v18_claim_artifact_matrix.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v18_claim_artifact_matrix.csv,7,8.0,d15f2426061147f9,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v18_claim_boundaries_final_for_lab.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v18_claim_boundaries_final_for_lab.csv,7,4.0,7225cb358dc5376a,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v18_publishability_triage.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v18_publishability_triage.csv,6,4.0,2dbc3df4b252e550,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v19_champion_vs_challenger_dynamic_ci.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v19_champion_vs_challenger_dynamic_ci.csv,14,10.0,93c11307712f98ca,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v19_dynamic_policy_summary.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v19_dynamic_policy_summary.csv,14,25.0,e9324a0235ec7a32,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v19_external_macro_source_registry.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v19_external_macro_source_registry.csv,1,8.0,ce57f53683081a97,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v19_gate_sensitivity.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v19_gate_sensitivity.csv,5,7.0,ddaf3a09d7f66265,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v19_horizon_sensitivity.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v19_horizon_sensitivity.csv,42,10.0,9e4ecd41ac776ed2,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v19_path_calibration_diagnostics.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v19_path_calibration_diagnostics.csv,4,11.0,0541cda8aced2887,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v19_path_family_sensitivity.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v19_path_family_sensitivity.csv,56,9.0,9a08af80c445d632,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v19_path_regime_register.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v19_path_regime_register.csv,64,7.0,ab2c5a10cd86bbba,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v19_policy_adapter_registry.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v19_policy_adapter_registry.csv,14,9.0,b9fefca25b1a32e4,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v19_policy_pairwise_common_path_ci.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v19_policy_pairwise_common_path_ci.csv,14,10.0,93c11307712f98ca,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v19_sample_path_design.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v19_sample_path_design.csv,6,6.0,6b7115d2711a1c43,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_champion_case_studies.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_champion_case_studies.csv,30,12.0,6759f4a91bbd84c7,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_champion_decision_memo.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_champion_decision_memo.csv,1,8.0,ad7b0a28cf625dc4,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_champion_decomposition_summary.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_champion_decomposition_summary.csv,18,11.0,1c17ad7c4d726eba,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_champion_overlap_matrix.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_champion_overlap_matrix.csv,100,6.0,180e142731956af2,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_champion_vs_challenger_dynamic_ci.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_champion_vs_challenger_dynamic_ci.csv,18,9.0,7672c19c8ee7f4c2,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_cvar_active_caps_v2.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_cvar_active_caps_v2.csv,27,11.0,40bdb0105a3886b1,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_cvar_oce_frontier_v2.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_cvar_oce_frontier_v2.csv,15,61.0,553c4c8fdf5ffedd,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_cvar_strict_infeasibility_v2.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_cvar_strict_infeasibility_v2.csv,12,12.0,a97bbf9bd38bd830,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_dynamic_policy_summary.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_dynamic_policy_summary.csv,18,24.0,92cefa7a8a139843,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_endogenous_dla_policy_summary.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_endogenous_dla_policy_summary.csv,3,24.0,189b1c3df26facc1,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_endogenous_dla_state_policy_registry.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_endogenous_dla_state_policy_registry.csv,3,9.0,61349554d4f8f012,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_spo_dependency_blockers.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_spo_dependency_blockers.csv,7,6.0,e2f2599c33912f10,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_spo_oracle_regret.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_spo_oracle_regret.csv,33,7.0,7b65f563ea9b5a1a,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v20_spo_training_report.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v20_spo_training_report.csv,3,7.0,64fc30159df7d3e6,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_cate_gate_report.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_cate_gate_report.csv,6,6.0,89782557e65984b9,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_causal_falsification_outcomes.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_causal_falsification_outcomes.csv,3,6.0,2dd13af168b95f3f,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_causal_identification_dossier.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_causal_identification_dossier.csv,8,4.0,a73e8270b618a5e9,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_causal_overlap_diagnostics.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_causal_overlap_diagnostics.csv,57,8.0,98abac1962f64eaf,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_fairness_proxy_only_protocol.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_fairness_proxy_only_protocol.csv,4,4.0,7112d040ecbbe650,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_fairness_reference_registry.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_fairness_reference_registry.csv,2,4.0,bfd3a3d0416f4a91,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_ifrs9_data_blocker_register.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_ifrs9_data_blocker_register.csv,8,7.0,cfec70940fbf5044,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_ifrs9_data_field_audit.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_ifrs9_data_field_audit.csv,64,7.0,c7ccf448a5b39e44,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_ifrs9_readiness_matrix.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_ifrs9_readiness_matrix.csv,8,7.0,cfec70940fbf5044,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_ifrs9_sicr_sensitivity.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_ifrs9_sicr_sensitivity.csv,42,10.0,c49497ae66a06f7e,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_no_legal_claim_flags.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_no_legal_claim_flags.csv,4,4.0,7112d040ecbbe650,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v21_source_governance_diagnostics.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v21_source_governance_diagnostics.csv,388,10.0,287394c1e89aa2c5,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v22_academic_contribution_map.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v22_academic_contribution_map.csv,9,4.0,4a41e3b2d47f9548,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v22_blocker_dashboard.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v22_blocker_dashboard.csv,10,4.0,b345ac044ae5a3cd,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v22_claim_artifact_matrix.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v22_claim_artifact_matrix.csv,9,9.0,6cebe484e89bca62,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v22_claim_boundaries_final_for_lab.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v22_claim_boundaries_final_for_lab.csv,9,9.0,6cebe484e89bca62,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v22_publishability_triage.csv,unknown,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v22_publishability_triage.csv,6,4.0,dd1621db78a4261e,unknown,see paper4_v30_claim_artifact_matrix.csv,,implemented,Paper 4 lab artifact; use per-claim boundaries,True
paper4_v23_dynamic_policy_summary.csv,v23,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v23_dynamic_policy_summary.csv,14,25.0,4d45c7ac8a8777c6,scripts/papers/build_paper4_v23_*.py,see paper4_v30_claim_artifact_matrix.csv,19bl-v23-dynamic-scale-paths.qmd,implemented,Paper 4 lab artifact; use per-claim boundaries,True
