probe_id_v450,command_v450,exit_code_v450,passed_v450,runtime_seconds_v450,collected_items_v450,summary_line_v450,claim_boundary_v450
post_full_book_render_full_repository_pytest,uv run pytest -q --tb=short,0,True,181.506,1188,"=========== 1188 passed, 2 skipped, 13 warnings in 163.16s (0:02:43) ===========",full pytest after v448-v449 render guardrails
