covariate,smd_unweighted,smd_ipw_att,balance_pass_0p10
annual_inc,0.016637689588614012,0.09987167662772316,True
dti,0.058532650227425785,0.03538990752543071,True
loan_amnt,0.022909856995754846,0.017162852062558735,True
fico_score,0.15267249811754635,0.04476564315730567,True
pd_point_alpha01,0.26543159210401196,0.1161050675345649,False
