policy_id,n_paths,final_wealth_mean,final_wealth_p05,final_wealth_p95,final_cash_mean,outstanding_principal_mean,cumulative_funded_exposure_mean,cumulative_losses_mean,cumulative_losses_p95,cumulative_defaults_mean,cumulative_recoveries_mean,cumulative_realized_return_mean,ECL_final_mean,stage2_share_proxy_final_mean,source_exposure_weak_share_final_mean,no_temporal_leakage_rate,dynamic_value_score_v15,dynamic_governance_gate_pass_v15,paper4_champion_score_v15,online_gate_pass_v15,paper4_working_only,registry_decision_v15,version_v28,version_v34,bellman_exact_claim_allowed,claim_boundary_v34,wealth_rank_v40,tail_loss_rank_v40,deployment_speed_proxy_v40,rollout_depth_recommendation_v40,underperformance_diagnosis_v40,claim_boundary_v40
v24_adp_rollout_reinvestment_value,128,976962.833816972,852733.506978647,1109044.4250283805,976962.833816972,0.0,2384458.3384973924,319558.23877399694,431453.0897347183,680.1875,295026.8923073768,296521.0725909585,0.0,0.0,0.0,1.0,0.3,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,2.0,2.0,0.9992810051025964,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required
v24_adp_rollout_return_value,128,984851.683719628,855511.667605263,1119266.3152170184,984851.683719628,0.0,2385056.460257633,324972.76826551993,440831.0271514093,662.6171875,298612.0797419845,309824.4519851394,0.0,0.0,0.0,1.0,0.2357142857142857,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,1.0,3.0,0.9995316665228852,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required
v24_adp_rollout_source_ecl_value,128,835163.1994942474,682175.256798362,1000963.8117900976,835163.1994942474,0.0,2386173.9854172245,448764.3701744844,586365.3504768352,944.765625,392709.8499163576,283927.5696687227,0.0,0.0,0.0,1.0,0.9642857142857144,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,7.0,7.0,1.0,test_richer_value_features,tail_loss_and_default_timing,ADP/FVI/rollout approximation only; common-path dynamic comparison required
v24_adp_rollout_tail_value,128,969934.6160131416,848707.2743326835,1094807.518602946,969934.6160131416,0.0,2383496.40203269,316087.1810828481,426308.9981657397,692.140625,293264.02198679035,286021.7970959787,0.0,0.0,0.0,1.0,0.3785714285714286,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,3.0,1.0,0.9988778758795889,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required
v28_adp_depth2_reinvestment_guarded,128,919685.3870045864,787776.2744071617,1059039.349132003,919685.3870045864,0.0,2385504.046125865,370029.1777018613,489408.72772977385,798.8515625,334414.9941608163,289714.564706438,0.0,0.0,0.0,1.0,0.5571428571428572,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,4.0,4.0,0.9997192412223695,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required
v28_adp_depth2_tail_source,128,905200.046183348,771833.456639368,1051782.777537918,905200.046183348,0.0,2385320.4616958457,376734.5212803616,497920.3192948237,821.8359375,338548.51861778984,281934.5674636986,0.0,0.0,0.0,1.0,0.7357142857142857,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,5.0,5.0,0.9996423044896998,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required
v28_adp_depth3_balanced,128,897937.22672464,761747.800142947,1046529.87466082,897937.22672464,0.0,2385920.1565547595,387484.6421575784,510796.2459812069,841.90625,346078.1074603634,285421.8688822079,0.0,0.0,0.0,1.0,0.8285714285714285,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,6.0,6.0,0.999893625165635,test_richer_value_features,tail_loss_and_default_timing,ADP/FVI/rollout approximation only; common-path dynamic comparison required
