loan_index_v49,loan_id,issue_month,loan_amnt,base_return_vec,pd_point,pd_high_alpha01,qhat_v4,weak_source_proxy,grade,period,score_decile,state_top20,income_band,dti_band
5343,146553730,2019-01,15000.0,1608.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,other_state,inc_q1,dti_q1
5344,145569645,2018-12,19000.0,2036.8000000000002,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,other_state,inc_q4,dti_q3
5345,147687943,2019-02,16800.0,1800.96,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,NY,inc_q5,dti_q1
5346,145755841,2019-01,6000.0,643.2,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,other_state,inc_q4,dti_q2
5347,147798562,2019-02,37875.0,4060.2000000000003,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,NV,inc_q5,dti_q4
5348,145226690,2018-12,2400.0,257.28000000000003,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,CA,inc_q3,dti_q2
5349,146343616,2019-01,4500.0,482.40000000000003,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,OH,inc_q1,dti_q1
5350,143937623,2018-11,10000.0,1072.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,GA,inc_q5,dti_q1
5351,143191281,2018-11,10000.0,1072.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,VA,inc_q4,dti_q3
5352,143639019,2018-11,5600.0,600.32,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,NY,inc_q4,dti_q3
5353,146659563,2019-01,6000.0,643.2,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,FL,inc_q4,dti_q1
5354,145629234,2019-01,1500.0,160.8,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,TX,inc_q2,dti_q1
5355,144518572,2018-12,5000.0,536.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,TX,inc_q4,dti_q3
5356,145811077,2019-01,10000.0,1072.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,CA,inc_q3,dti_q1
5357,147140864,2019-02,27000.0,2894.4,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,IL,inc_q5,dti_q2
5358,144941598,2018-12,40000.0,4288.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,other_state,inc_q5,dti_q1
5359,144097844,2018-12,2400.0,257.28000000000003,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,AZ,inc_q1,dti_q1
5360,145409366,2018-12,17450.0,1870.64,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,FL,inc_q5,dti_q1
5361,143240868,2018-11,30000.0,3216.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,GA,inc_q5,dti_q3
5362,144250720,2018-11,5500.0,589.6,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,MD,inc_q3,dti_q4
5363,143295520,2018-11,15000.0,1608.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,GA,inc_q4,dti_q1
5364,145741862,2019-01,3500.0,375.2,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,IL,inc_q1,dti_q2
5365,145858347,2019-01,18000.0,1929.6000000000001,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,AZ,inc_q2,dti_q4
5366,145751943,2019-01,30850.0,3307.12,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,CA,inc_q5,dti_q4
5367,147609277,2019-02,8000.0,857.6,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,NY,inc_q3,dti_q1
5368,143206260,2018-11,5000.0,536.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,CO,inc_q3,dti_q1
5369,147191175,2019-02,3000.0,321.6,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,NY,inc_q2,dti_q2
5370,143630187,2018-11,3500.0,375.2,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,MD,inc_q2,dti_q4
5371,136815220,2018-07,13500.0,1058.3999999999999,0.021653915634746626,0.06233616518868285,0.0,0.0,A,2018H2,0,other_state,inc_q3,dti_q2
5372,131263315,2018-04,16500.0,1717.6499999999999,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,CA,inc_q2,dti_q4
5373,130705123,2018-03,3500.0,364.34999999999997,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,NY,inc_q1,dti_q1
5374,131561637,2018-04,40000.0,4164.0,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,other_state,inc_q5,dti_q1
5375,129959069,2018-03,10000.0,1041.0,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,NY,inc_q2,dti_q1
5376,129880072,2018-03,27000.0,2810.7,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,AZ,inc_q2,dti_q4
5377,129218949,2018-02,6000.0,624.6,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,GA,inc_q2,dti_q1
5378,129398681,2018-03,1000.0,104.1,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,FL,inc_q1,dti_q3
5379,131254877,2018-04,5000.0,520.5,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,other_state,inc_q2,dti_q3
5380,131319681,2018-04,36000.0,3747.6,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,IL,inc_q4,dti_q3
5381,131112594,2018-04,12000.0,1249.2,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,TX,inc_q3,dti_q1
5382,129372211,2018-02,20000.0,2082.0,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,CA,inc_q4,dti_q4
5383,129394558,2018-03,5000.0,520.5,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,TX,inc_q2,dti_q1
5384,130109057,2018-03,21000.0,2186.1,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,CA,inc_q5,dti_q1
5385,130517564,2018-03,5000.0,520.5,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,GA,inc_q5,dti_q3
5386,131595543,2018-04,8000.0,832.8,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,NJ,inc_q5,dti_q2
5387,129391239,2018-03,18000.0,1873.8,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,CO,inc_q1,dti_q5
5388,129623421,2018-03,1600.0,166.56,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,other_state,inc_q1,nan
5389,130304339,2018-03,1000.0,104.1,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,other_state,inc_q2,dti_q1
5390,131714991,2018-04,35000.0,3643.5,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,CO,inc_q4,dti_q1
5391,132692401,2018-05,6000.0,624.6,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,WA,inc_q3,dti_q1
5392,132981262,2018-05,4000.0,416.4,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,other_state,inc_q2,dti_q4
5393,129216571,2018-03,30000.0,3123.0,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,other_state,inc_q4,dti_q3
5394,131564920,2018-04,3000.0,312.3,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,VA,inc_q4,dti_q3
5395,129511648,2018-03,12000.0,1249.2,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,CA,inc_q5,dti_q1
5396,131030593,2018-04,16000.0,1665.6,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,TX,inc_q1,dti_q5
5397,132858721,2018-05,2400.0,249.84,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,VA,inc_q2,dti_q2
5398,132109153,2018-04,3500.0,364.34999999999997,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,other_state,inc_q2,dti_q3
5399,130427959,2018-03,6000.0,624.6,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,MI,inc_q5,dti_q1
5400,131115408,2018-04,15000.0,1561.5,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2018H1,1,PA,inc_q4,dti_q1
5401,135587889,2018-07,4000.0,422.4,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H2,1,NY,inc_q5,dti_q1
5402,135829993,2018-06,3000.0,316.8,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,NJ,inc_q2,dti_q2
5403,134350537,2018-05,4500.0,475.2,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,CA,inc_q3,dti_q1
5404,133676827,2018-05,5000.0,528.0,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,CA,inc_q3,dti_q1
5405,134623527,2018-06,7000.0,739.2,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,other_state,inc_q5,dti_q5
5406,133939056,2018-05,8000.0,844.8,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,TX,inc_q2,dti_q1
5407,134208864,2018-06,6000.0,633.6,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,GA,inc_q5,dti_q1
5408,135430126,2018-06,4000.0,422.4,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,VA,inc_q1,dti_q4
5409,134377417,2018-06,30000.0,3168.0,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,CA,inc_q3,dti_q5
5410,133789716,2018-05,6025.0,636.24,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,MA,inc_q2,dti_q4
5411,134685830,2018-06,32000.0,3379.2,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,IN,inc_q4,dti_q3
5412,135254576,2018-06,2500.0,264.0,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,other_state,inc_q2,dti_q1
5413,135212157,2018-06,2150.0,227.04,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,NY,inc_q1,dti_q2
5414,134761838,2018-06,3200.0,337.92,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,TX,inc_q2,dti_q2
5415,133201406,2018-05,3000.0,316.8,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,OH,inc_q5,dti_q3
5416,135046582,2018-06,20000.0,2112.0,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,TX,inc_q5,dti_q2
5417,135840951,2018-06,13000.0,1372.8,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H1,1,CA,inc_q4,dti_q2
5418,134164782,2018-05,1600.0,119.36,0.013332078549469856,0.04325616427680873,0.0,0.0,A,2018H1,0,other_state,inc_q4,dti_q2
5419,138351997,2018-08,2000.0,144.2,0.007780483459048524,0.029313703361175232,0.0,0.0,A,2018H2,0,IL,inc_q5,dti_q1
5420,165418646,2020-01,40000.0,3024.0,0.015622726611377855,0.04866837354205124,0.0,0.0,A,2020,0,OH,inc_q4,dti_q5
5421,148384485,2019-03,19600.0,1481.76,0.015622726611377855,0.04866837354205124,0.0,0.0,A,2019H1,0,WA,inc_q5,dti_q1
5422,145788202,2019-01,5000.0,378.0,0.015622726611377855,0.04866837354205124,0.0,0.0,A,2019H1,0,other_state,inc_q3,dti_q4
5423,145915953,2019-01,12000.0,907.2,0.015622726611377855,0.04866837354205124,0.0,0.0,A,2019H1,0,NY,inc_q5,dti_q2
5424,153924001,2019-06,8000.0,604.8,0.015622726611377855,0.04866837354205124,0.0,0.0,A,2019H1,0,other_state,inc_q5,dti_q1
5425,145776146,2019-01,2000.0,151.2,0.015622726611377855,0.04866837354205124,0.0,0.0,A,2019H1,0,PA,inc_q3,dti_q1
5426,151464417,2019-05,11000.0,831.6,0.015622726611377855,0.04866837354205124,0.0,0.0,A,2019H1,0,other_state,inc_q5,dti_q1
5427,153752087,2019-06,11000.0,831.6,0.015622726611377855,0.04866837354205124,0.0,0.0,A,2019H1,0,NJ,inc_q5,dti_q1
5428,152791402,2019-07,1100.0,83.16,0.01562985399192296,0.0486849884318295,0.0,0.0,A,2019H2,0,VA,inc_q1,dti_q1
5429,157214035,2019-08,1200.0,90.72,0.015774973338073234,0.049023001108727926,0.0,0.0,A,2019H2,0,MA,inc_q3,dti_q4
5430,150282679,2019-04,4000.0,302.4,0.015804597701149427,0.04909193704270667,0.0,0.0,A,2019H1,0,OH,inc_q3,dti_q1
5431,142048181,2018-10,1500.0,126.9,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,OH,inc_q2,dti_q3
5432,169100256,2020-06,20175.0,1706.805,0.0359375,0.09267741926538706,0.0,0.0,A,2020,0,MD,inc_q4,dti_q5
5433,137254793,2018-07,9000.0,761.4000000000001,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,other_state,inc_q4,dti_q1
5434,143041820,2018-11,20000.0,1692.0000000000002,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,IL,inc_q5,dti_q2
5435,138895577,2018-09,7000.0,592.2,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,CA,inc_q4,dti_q2
5436,138538267,2018-08,6400.0,541.44,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,NJ,inc_q3,dti_q1
5437,170383229,2020-09,6000.0,507.6,0.0359375,0.09267741926538706,0.0,0.0,A,2020,0,MN,inc_q4,dti_q1
5438,139179955,2018-08,2000.0,169.20000000000002,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,CA,inc_q2,dti_q1
5439,170247134,2020-09,2000.0,169.20000000000002,0.0359375,0.09267741926538706,0.0,0.0,A,2020,0,CO,inc_q4,dti_q1
5440,139810387,2018-09,20000.0,1692.0000000000002,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,OH,inc_q5,dti_q2
5441,142452367,2018-10,25600.0,2165.76,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,OH,inc_q4,dti_q5
5442,142568555,2018-10,1400.0,118.44000000000001,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,NY,inc_q3,dti_q1
5443,141694270,2018-10,24000.0,2030.4,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,PA,inc_q5,dti_q2
5444,168856039,2020-04,5000.0,423.00000000000006,0.0359375,0.09267741926538706,0.0,0.0,A,2020,0,CO,inc_q5,dti_q2
5445,137191527,2018-07,7500.0,634.5000000000001,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,other_state,inc_q5,dti_q3
5446,136482952,2018-07,5500.0,465.30000000000007,0.0359375,0.09267741926538706,0.0,0.0,A,2018H2,0,other_state,inc_q4,dti_q1
5447,169351641,2020-07,7000.0,592.2,0.0359375,0.09267741926538706,0.0,0.0,A,2020,0,IL,inc_q2,dti_q2
5448,145010005,2018-12,30000.0,3393.0,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,CA,inc_q4,dti_q1
5449,143242099,2018-11,4000.0,452.40000000000003,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,OH,inc_q4,dti_q5
5450,146090032,2019-01,8000.0,904.8000000000001,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,FL,inc_q4,dti_q2
5451,143399835,2018-11,6400.0,723.84,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,NJ,inc_q2,dti_q3
5452,143239218,2018-12,40000.0,4524.0,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,other_state,inc_q4,dti_q3
5453,144216505,2018-11,4900.0,554.19,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,MD,inc_q5,dti_q1
5454,147822453,2019-02,20175.0,2281.7925,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,CA,inc_q5,dti_q5
5455,146339533,2019-01,16000.0,1809.6000000000001,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,MI,inc_q5,dti_q4
5456,144886418,2018-12,15000.0,1696.5,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,other_state,inc_q5,dti_q3
5457,143710291,2018-11,40000.0,4524.0,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,TX,inc_q4,dti_q5
5458,144523466,2018-12,10000.0,1131.0,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,other_state,inc_q2,dti_q2
5459,147022629,2019-01,3000.0,339.3,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,other_state,inc_q1,dti_q1
5460,147552248,2019-02,12000.0,1357.2,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,FL,inc_q3,dti_q2
5461,145298931,2018-12,12000.0,1357.2,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,TX,inc_q5,dti_q2
5462,145685085,2019-01,5000.0,565.5,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,TX,inc_q3,dti_q1
5463,147660068,2019-02,4000.0,452.40000000000003,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,VA,inc_q2,dti_q2
5464,144261262,2018-11,8500.0,961.35,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,other_state,inc_q2,dti_q2
5465,146775100,2019-01,18400.0,2081.04,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,CA,inc_q4,dti_q3
5466,146352616,2019-01,20000.0,2262.0,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,TX,inc_q4,dti_q4
5467,146497977,2019-01,10000.0,1131.0,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,CA,inc_q5,dti_q2
5468,144225359,2018-11,7800.0,882.1800000000001,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,FL,inc_q1,dti_q5
5469,146796245,2019-01,8700.0,983.97,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,NJ,inc_q3,dti_q3
5470,143274557,2018-11,10000.0,1131.0,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,TX,inc_q2,dti_q5
5471,145220825,2018-12,40000.0,4524.0,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,NV,inc_q3,dti_q5
5472,145535285,2018-12,3600.0,407.16,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,NY,inc_q3,dti_q1
5473,145098245,2018-12,2000.0,226.20000000000002,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,CO,inc_q4,dti_q4
5474,144773076,2018-12,3200.0,361.92,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,VA,inc_q3,dti_q2
5475,147684332,2019-02,8000.0,904.8000000000001,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,CA,inc_q3,dti_q4
5476,144954809,2018-12,8500.0,961.35,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,other_state,inc_q1,dti_q5
5477,146401379,2019-01,9500.0,1074.45,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,other_state,inc_q2,dti_q4
5478,143540773,2018-11,6500.0,735.1500000000001,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,MA,inc_q5,dti_q1
5479,144588812,2018-12,32000.0,3619.2000000000003,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,NC,inc_q4,dti_q5
5480,142543504,2018-11,25000.0,2827.5,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,FL,inc_q3,dti_q4
5481,147500325,2019-02,7500.0,848.25,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,OH,inc_q2,dti_q3
5482,145751599,2019-01,3000.0,339.3,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2019H1,2,NY,inc_q2,dti_q2
5483,143787667,2018-11,22000.0,2488.2000000000003,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,TX,inc_q5,dti_q1
5484,143399602,2018-11,8000.0,904.8000000000001,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,FL,inc_q2,dti_q5
5485,144534188,2018-12,10000.0,1131.0,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2018H2,2,NJ,inc_q5,dti_q4
5486,143219999,2018-11,6000.0,453.6,0.016080705199001923,0.04973338995799062,0.0,0.0,A,2018H2,0,OH,inc_q4,dti_q1
5487,154346245,2019-07,2800.0,211.68,0.016080705199001923,0.04973338995799062,0.0,0.0,A,2019H2,0,other_state,inc_q3,dti_q2
5488,142531746,2018-10,16000.0,1675.2,0.08078253592103793,0.1799551835042874,0.0,0.0,B,2018H2,1,FL,inc_q2,dti_q3
5489,128260423,2018-02,9600.0,1000.32,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H1,1,VA,inc_q4,dti_q1
5490,126865432,2018-01,5000.0,521.0,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H1,1,NY,inc_q3,dti_q1
5491,126274825,2018-01,7500.0,781.5,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H1,1,TX,inc_q2,dti_q1
5492,127565167,2018-01,15000.0,1563.0,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H1,1,MN,inc_q5,dti_q2
5493,128355798,2018-02,4200.0,437.64,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H1,1,MI,inc_q1,dti_q1
5494,126455843,2018-01,2500.0,260.5,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H1,1,CA,inc_q1,dti_q1
5495,128642751,2018-02,5000.0,521.0,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H1,1,NC,inc_q3,dti_q1
5496,126478574,2018-01,19300.0,2011.06,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H1,1,TX,inc_q2,dti_q3
5497,137464320,2018-07,19425.0,1958.04,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H2,1,other_state,inc_q5,dti_q1
5498,139470785,2018-09,6025.0,607.32,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H2,1,MA,inc_q2,dti_q3
5499,139239723,2018-08,17000.0,1713.6,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H2,1,CO,inc_q2,dti_q5
5500,141683321,2018-10,12500.0,1260.0,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H2,1,other_state,inc_q5,dti_q1
5501,138936170,2018-08,17000.0,1713.6,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H2,1,TX,inc_q5,dti_q4
5502,142541437,2018-10,1500.0,151.2,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H2,1,CA,inc_q4,dti_q1
5503,136215714,2018-07,10000.0,1008.0,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H2,1,NV,inc_q5,dti_q1
5504,138270513,2018-09,35000.0,3528.0,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H2,1,TX,inc_q5,dti_q2
5505,137933230,2018-08,6000.0,604.8,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H2,1,other_state,inc_q3,dti_q3
5506,137729717,2018-08,5000.0,504.0,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H2,1,other_state,inc_q5,dti_q1
5507,142085299,2018-10,14000.0,1411.2,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H2,1,TX,inc_q5,dti_q2
5508,135427517,2018-06,10000.0,1056.0,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,CA,inc_q3,dti_q2
5509,135549837,2018-06,7500.0,792.0,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,GA,inc_q1,dti_q5
5510,134002242,2018-05,1000.0,105.6,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,PA,inc_q4,dti_q3
5511,134922961,2018-06,8600.0,908.16,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,other_state,inc_q4,dti_q5
5512,135945472,2018-07,3000.0,316.8,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H2,1,other_state,inc_q1,dti_q5
5513,134856550,2018-06,14400.0,1520.64,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,CA,inc_q2,dti_q5
5514,133727656,2018-05,7000.0,739.2,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,TX,inc_q3,dti_q3
5515,133232070,2018-05,20000.0,2112.0,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,PA,inc_q2,dti_q4
5516,133766552,2018-05,1200.0,126.72,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,MI,inc_q2,dti_q2
5517,133708075,2018-05,4000.0,422.4,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,TX,inc_q2,dti_q4
5518,134817666,2018-06,4000.0,422.4,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,other_state,inc_q3,dti_q3
5519,134367603,2018-06,6000.0,633.6,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,CA,inc_q5,dti_q3
5520,135790477,2018-06,12000.0,1267.2,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,CA,inc_q3,dti_q3
5521,134241697,2018-06,40000.0,4224.0,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,other_state,inc_q5,dti_q3
5522,135699080,2018-06,5000.0,528.0,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,other_state,inc_q2,dti_q1
5523,135594070,2018-06,10000.0,1056.0,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,NC,inc_q5,dti_q3
5524,135764371,2018-06,10000.0,1056.0,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,other_state,inc_q5,dti_q4
5525,135058067,2018-06,19000.0,2006.4,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,CA,inc_q4,dti_q1
5526,133238363,2018-05,18000.0,1900.8,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,other_state,inc_q5,dti_q2
5527,133276548,2018-05,4000.0,422.4,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,other_state,inc_q3,dti_q3
5528,134407491,2018-06,12500.0,1320.0,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,CA,inc_q4,dti_q2
5529,134220013,2018-05,4000.0,422.4,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,FL,inc_q2,dti_q2
5530,135088259,2018-06,6000.0,633.6,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,other_state,inc_q5,dti_q2
5531,133438603,2018-05,6000.0,633.6,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,NY,inc_q3,dti_q1
5532,133482367,2018-05,7000.0,739.2,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,AZ,inc_q1,dti_q5
5533,133717350,2018-05,5200.0,549.12,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,TX,inc_q5,dti_q4
5534,135665596,2018-06,14000.0,1478.4,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,MA,inc_q5,dti_q1
5535,134066813,2018-05,4000.0,422.4,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,GA,inc_q4,dti_q2
