model_id,model_name,split,rmse_target_proxy,mean_target_proxy,formal_differentiable_spo_plus,claim_scope_v20,version_v24,formal_spo_plus_claim_v24,version_v28,formal_spo_plus_claim_v28
v20_spo_decision_oracle_surrogate,CatBoostRegressor_regret_surrogate,test,144.53960217313391,-1298.28678800944,False,"decision-oracle regret surrogate, not formal differentiable SPO+",spo_oracle_regret_no_cvx_layers,False,spo_oracle_regret_v2_no_cvx_layers,False
v20_spo_decision_oracle_surrogate,CatBoostRegressor_regret_surrogate,train,99.0815129992985,-1332.0070478752664,False,"decision-oracle regret surrogate, not formal differentiable SPO+",spo_oracle_regret_no_cvx_layers,False,spo_oracle_regret_v2_no_cvx_layers,False
v20_spo_decision_oracle_surrogate,CatBoostRegressor_regret_surrogate,validation,111.61251338589732,-1319.0598528341247,False,"decision-oracle regret surrogate, not formal differentiable SPO+",spo_oracle_regret_no_cvx_layers,False,spo_oracle_regret_v2_no_cvx_layers,False
