online_method_v341,source_family,source_id,holdout_period_v341,loan_rows_v341,coverage_v341,avg_interval_width_v341,policy_period_coverage_v341,policy_period_avg_width_v341,source_gate80_v341,policy_gate90_v341,width_gate95_v341,external_holdout_available_v341,strict_live_claim_allowed_v341,claim_boundary_v341
v65_margin_repair_replayed_on_v338,period,2018,2018,94,0.9787234042553191,0.2069478914558292,0.9787234042553191,0.2069478914558292,True,True,True,False,False,v338 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v338,period,2019,2019,70,0.9285714285714286,0.21412549921917068,0.9285714285714286,0.21412549921917068,True,True,True,False,False,v338 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v338,period,2020,2020,7,1.0,0.3183280895629744,1.0,0.3183280895629744,True,True,True,False,False,v338 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v338,term,36,2018,94,0.9787234042553191,0.2069478914558292,0.9787234042553191,0.2069478914558292,True,True,True,False,False,v338 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v338,term,36,2019,70,0.9285714285714286,0.21412549921917068,0.9285714285714286,0.21412549921917068,True,True,True,False,False,v338 selected-book temporal replay only; no external online claim
v65_margin_repair_replayed_on_v338,term,36,2020,7,1.0,0.3183280895629744,1.0,0.3183280895629744,True,True,True,False,False,v338 selected-book temporal replay only; no external online claim
