tier_id_v355,solver_success_v355,milp_status_v355,milp_message_v355,milp_fun_v355,milp_gap_v355,milp_dual_bound_v355,milp_node_count_v355,incumbent_found_v355,constraint_rows_v355,variable_count_v355,return_floor_v355,cvar_cap_v355,selected_rows_v355,portfolio_exposure_v355,objective_return_v355,delta_return_vs_v353_v355,delta_return_vs_v347_v355,scenario_loss_mean_v355,scenario_loss_cvar90_v355,delta_cvar90_vs_v353_v355,delta_cvar90_vs_v347_v355,observed_proxy_rows_v355,missing_proxy_rows_v355,observed_proxy_delta_vs_v353_v355,missing_proxy_delta_vs_v353_v355,coverage_restores_or_improves_v347_v355,period_distribution_v355,claim_boundary_v355
strict_v353_return_v353_cvar,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,-1,False,186,1854,4427.138112521639,96358.07639350664,,,,,,,,,,,,,,,{},all-observed-omitted proxy repair tier; not full-universe pricing
relaxed_v347_return_v353_cvar,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,-1,False,186,1854,4426.754927405589,96358.07639350664,,,,,,,,,,,,,,,{},all-observed-omitted proxy repair tier; not full-universe pricing
coverage_only_v353_cvar,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),-17088959.045506768,1.2991501309505438e-05,-17089181.056740586,402,True,186,1854,-1000000000000.0,96358.07639350664,171.0,842400.0,-11040.954493233994,-15468.092605755633,-15467.709420639583,64243.23168114178,96264.79904078893,-93.27735271770507,-117.79467115155421,171.0,0.0,77.0,-77.0,True,"{""2018"": 94, ""2019"": 69, ""2020"": 8}",all-observed-omitted proxy repair tier; not full-universe pricing
