policy_id,n_paths,final_wealth_mean,final_wealth_p05,cumulative_losses_p95,cumulative_defaults_mean,cumulative_recoveries_mean,no_temporal_leakage_rate,candidate_family_v46,bellman_exact_claim_allowed,claim_boundary_v46
paper1_economic_champion,512,1171697.9976018553,1103848.9064578202,143120.49702547275,114.05859375,87184.97255148152,1.0,reference_or_static,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,512,1171006.6531962755,1120037.2664159024,106160.4790877281,91.5234375,58218.91523203323,1.0,cvar_dynamic_trace,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,512,1171006.6531962755,1120037.2664159024,106160.4790877281,91.5234375,58218.91523203323,1.0,cvar_dynamic_trace,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,512,1149437.1261117912,1104304.3543906405,99892.11157758518,94.201171875,57379.23596754369,1.0,cvar_dynamic_trace,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_fvi_bellman_rollout,512,1092184.3726371606,1071926.2330746949,50682.53606614495,85.673828125,29197.431502762505,1.0,dla_fvi_dynamic_trace,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_fvi_capital_guarded,512,1090590.7968100267,1069799.6589437015,50780.58706923732,86.39453125,29227.71789165645,1.0,dla_fvi_dynamic_trace,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_fvi_return_recovery,512,1098844.6900711886,1077488.0773789026,52125.957530239364,85.53125,30215.455802806497,1.0,dla_fvi_dynamic_trace,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_mdcp_empirical_base,512,1100210.3141224391,1066707.2642950092,81939.60690643964,77.755859375,50349.98296072126,1.0,reference_or_static,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_mdcp_empirical_return_recovery,512,1127705.9890747329,1086787.8593567188,91688.26579655884,78.359375,53553.440360206485,1.0,reference_or_static,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_mdcp_empirical_tight,512,1064161.8378418759,1034906.931170971,68938.22683896175,69.3203125,40949.15582699062,1.0,reference_or_static,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_spo_regret_audit_guarded,512,1123603.7450369757,1086588.7959075375,87225.94380220457,82.3515625,51825.01468484478,1.0,spo_dynamic_trace,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_spo_regret_balanced,512,1132001.8435279336,1092743.2076913684,90810.95897615288,81.935546875,52605.41502453996,1.0,spo_dynamic_trace,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_spo_regret_return_recovery,512,1133370.041720113,1091172.8789601573,95827.14415733582,88.794921875,55848.58249243845,1.0,spo_dynamic_trace,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
v13_static_reference,512,1056165.5118714739,936611.3948823429,344959.4593867796,28.126953125,265808.4842322052,1.0,reference_or_static,False,common-path dynamic replay from v31 trace; DLA/ADP is not exact Bellman optimality
