policy_id,source_family,n_cells,n_high_support_cells,support_pass_rate,total_loans,total_exposure,avg_pd_weighted_proxy,avg_width_proxy,recommended_source_cap_v39,cap_rule_v39,small_cell_pooling_rule_v39,fair_lending_legal_claim_allowed,claim_boundary_v39
paper1_economic_champion,dti_band,1,1,1.0,335,1000000.0,0.2840729672270273,0.55,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,period,5,5,1.0,350,1000000.0,0.20859047607953413,0.8159635200666129,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,score_decile,5,3,0.6,350,1000000.0,0.3868027926348721,0.8213646927951592,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,score_decile__original_grade,20,3,0.15,350,1000000.0,0.38016907710130843,0.8101619122074121,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,state_top20,21,3,0.14285714285714285,350,1000000.0,0.2112586541276895,0.8158026685437567,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,dti_band,6,3,0.5,335,1000000.0,0.2588597754783185,0.7842603747269119,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,income_band,5,4,0.8,335,1000000.0,0.258950104884106,0.7905138661501555,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,income_band__dti_band,25,1,0.04,335,1000000.0,0.32552922776987026,0.8143048565812747,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,original_grade,7,4,0.5714285714285714,335,999999.9999999999,0.34182255717783466,0.787299992262923,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,original_grade__state_top20,103,0,0.0,335,1000000.0,0.27964055193962356,0.780324769425729,,pool_to_parent_until_support_available,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,period,5,5,1.0,335,1000000.0,0.23370166406496073,0.8001779265312214,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,score_decile,6,3,0.5,335,1000000.0,0.4513370143104065,0.8220186897230549,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,score_decile__original_grade,22,2,0.09090909090909091,335,1000000.0,0.41902430492668225,0.8135553193002886,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,state_top20,21,3,0.14285714285714285,335,1000000.0,0.22725970682002478,0.7835328734259548,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,dti_band,1,1,1.0,689,998650.0,0.1013179495952411,0.844004967815183,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,income_band,1,1,1.0,689,998650.0,0.1013179495952411,0.844004967815183,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,income_band__dti_band,1,1,1.0,689,998650.0,0.1013179495952411,0.844004967815183,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,original_grade,6,3,0.5,689,998650.0,0.1601224604965653,0.8422744214763328,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,original_grade__state_top20,6,3,0.5,689,998650.0,0.1601224604965653,0.8422744214763328,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,period,2,2,1.0,689,998650.0,0.101218487152325,0.8440115381304614,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,score_decile,1,1,1.0,689,998650.0,0.1013179495952411,0.844004967815183,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,score_decile__original_grade,6,3,0.5,689,998650.0,0.1601224604965653,0.8422744214763328,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,state_top20,1,1,1.0,689,998650.0,0.1013179495952411,0.844004967815183,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,dti_band,1,1,1.0,696,999425.0,0.1011026934532769,0.8442199098854596,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,income_band,1,1,1.0,696,999425.0,0.1011026934532769,0.8442199098854596,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,income_band__dti_band,1,1,1.0,696,999425.0,0.1011026934532769,0.8442199098854596,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,original_grade,6,3,0.5,696,999425.0,0.1609921976284664,0.8428279555482976,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,original_grade__state_top20,6,3,0.5,696,999425.0,0.1609921976284664,0.8428279555482976,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,period,2,2,1.0,696,999425.0,0.10108082417383871,0.8442207059350524,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,score_decile,1,1,1.0,696,999425.0,0.1011026934532769,0.8442199098854596,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,score_decile__original_grade,6,3,0.5,696,999425.0,0.1609921976284664,0.8428279555482976,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,state_top20,1,1,1.0,696,999425.0,0.1011026934532769,0.8442199098854596,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,dti_band,1,1,1.0,676,998375.0,0.103140644267393,0.8438854937736576,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,income_band,1,1,1.0,676,998375.0,0.103140644267393,0.8438854937736576,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,income_band__dti_band,1,1,1.0,676,998375.0,0.103140644267393,0.8438854937736576,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,original_grade,6,3,0.5,676,998375.0,0.16032909223435698,0.8416786856574504,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,original_grade__state_top20,6,3,0.5,676,998375.0,0.16032909223435698,0.8416786856574504,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,period,2,2,1.0,676,998375.0,0.1029099198804175,0.8439069102442603,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,score_decile,1,1,1.0,676,998375.0,0.103140644267393,0.8438854937736576,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,score_decile__original_grade,6,3,0.5,676,998375.0,0.16032909223435698,0.8416786856574504,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,state_top20,1,1,1.0,676,998375.0,0.103140644267393,0.8438854937736576,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,dti_band,6,3,0.5,267,1000000.0000000001,0.3260485443134951,0.7505306602711886,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,income_band,5,4,0.8,267,1000000.0000000001,0.2632295914528158,0.7382185412236109,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,income_band__dti_band,23,1,0.043478260869565216,267,1000000.0,0.36769473890741466,0.7748307289691082,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,original_grade,7,4,0.5714285714285714,267,1000000.0,0.3806481378251538,0.7733587691457713,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,original_grade__state_top20,90,0,0.0,267,1000000.0,0.31643335423285585,0.7656264760704984,,pool_to_parent_until_support_available,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,period,5,4,0.8,267,1000000.0,0.29396382712115293,0.7964088091426257,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,score_decile,5,3,0.6,267,1000000.0,0.3659447675917972,0.8016787958920404,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,score_decile__original_grade,19,1,0.05263157894736842,267,1000000.0,0.38690078205635475,0.8018527529365282,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,state_top20,21,2,0.09523809523809523,267,1000000.0,0.23068676128338983,0.7383629412824937,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,dti_band,6,3,0.5,293,1000000.0000000001,0.2825390167098016,0.7706607658018635,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,income_band,5,4,0.8,293,1000000.0,0.2455431268450881,0.7736492198853714,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,income_band__dti_band,23,1,0.043478260869565216,293,1000000.0,0.32335341670319945,0.8004035365494753,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,original_grade,7,5,0.7142857142857143,293,1000000.0000000001,0.35848648267895383,0.7840529552089361,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,original_grade__state_top20,96,0,0.0,293,1000000.0,0.2730746135719007,0.7750306421921612,,pool_to_parent_until_support_available,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,period,5,4,0.8,293,1000000.0,0.23187717104061828,0.7974710238665239,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,score_decile,5,4,0.8,293,1000000.0,0.3693300671255924,0.814096772763472,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,score_decile__original_grade,19,1,0.05263157894736842,293,1000000.0000000001,0.38824046240612153,0.8047887510490643,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,state_top20,21,2,0.09523809523809523,293,999999.9999999999,0.21102744472075696,0.7659314184431997,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,dti_band,5,3,0.6,196,850000.0,0.46853195899319466,0.7938879776875962,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,income_band,5,3,0.6,196,850000.0,0.3949345251020738,0.7581711045152812,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,income_band__dti_band,21,0,0.0,196,850000.0,0.5183685241335695,0.7842992176964527,,pool_to_parent_until_support_available,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,original_grade,5,3,0.6,196,850000.0,0.5665963528676159,0.7940986392681191,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,original_grade__state_top20,58,0,0.0,196,850000.0,0.4525563927139926,0.7736270624105256,,pool_to_parent_until_support_available,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,period,5,4,0.8,196,849999.9999999999,0.3800283778626595,0.7950228070287993,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,score_decile,3,2,0.6666666666666666,196,850000.0,0.4733033649088704,0.7818133517410644,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,score_decile__original_grade,9,1,0.1111111111111111,196,850000.0,0.6293510606823873,0.8037200256098996,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,state_top20,21,1,0.047619047619047616,196,850000.0,0.26709084413157963,0.7261512944757662,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,dti_band,1,1,1.0,396,980625.0,0.169956285050193,0.7977969318423153,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,income_band,1,1,1.0,396,980625.0,0.169956285050193,0.7977969318423153,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,income_band__dti_band,1,1,1.0,396,980625.0,0.169956285050193,0.7977969318423153,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,original_grade,3,2,0.6666666666666666,396,980625.0,0.14542271626873507,0.8088031533908594,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,original_grade__state_top20,3,2,0.6666666666666666,396,980625.0,0.14542271626873507,0.8088031533908594,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,period,5,5,1.0,396,980625.0,0.17170669512594594,0.8030322436717432,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,score_decile,1,1,1.0,396,980625.0,0.169956285050193,0.7977969318423153,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,score_decile__original_grade,3,2,0.6666666666666666,396,980625.0,0.14542271626873507,0.8088031533908594,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,state_top20,1,1,1.0,396,980625.0,0.169956285050193,0.7977969318423153,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,dti_band,1,1,1.0,385,982650.0,0.1722557803079176,0.8167514473512459,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,income_band,1,1,1.0,385,982650.0,0.1722557803079176,0.8167514473512459,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,income_band__dti_band,1,1,1.0,385,982650.0,0.1722557803079176,0.8167514473512459,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,original_grade,3,2,0.6666666666666666,385,982650.0,0.14153879286519322,0.8232832919966727,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,original_grade__state_top20,3,2,0.6666666666666666,385,982650.0,0.14153879286519322,0.8232832919966727,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,period,5,5,1.0,385,982650.0,0.1722481695922907,0.8151383677090427,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,score_decile,1,1,1.0,385,982650.0,0.1722557803079176,0.8167514473512459,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,score_decile__original_grade,3,2,0.6666666666666666,385,982650.0,0.14153879286519322,0.8232832919966727,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,state_top20,1,1,1.0,385,982650.0,0.1722557803079176,0.8167514473512459,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,dti_band,1,1,1.0,395,980650.0,0.1824109978783299,0.819128817807709,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,income_band,1,1,1.0,395,980650.0,0.1824109978783299,0.819128817807709,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,income_band__dti_band,1,1,1.0,395,980650.0,0.1824109978783299,0.819128817807709,0.1111111111111111,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,original_grade,3,2,0.6666666666666666,395,980650.0,0.14176981266300212,0.8248029822049313,0.1,empirical_p75_high_support_cells,hierarchical_pool_to_parent_when_support_lt_25,False,observable source governance only; no protected-attribute inference
