loan_id,loan_amnt,mean_return_v295,grade,score_decile,income_band,dti_band,period,state_top20,claim_boundary_v295
136350202,16000.0,-226.0012215578012,A,0,3,1,2018,other,top outside-pool diagnostic only; not evidence of feasible improving columns
137296560,16000.0,-226.0012215578012,A,0,2,1,2018,CO,top outside-pool diagnostic only; not evidence of feasible improving columns
137206203,16000.0,-226.0012215578012,A,0,2,0,2018,MD,top outside-pool diagnostic only; not evidence of feasible improving columns
136763063,16000.0,-226.0012215578012,A,0,4,2,2018,other,top outside-pool diagnostic only; not evidence of feasible improving columns
150202643,13000.0,-226.02746332542546,A,0,1,0,2019,other,top outside-pool diagnostic only; not evidence of feasible improving columns
136461376,6000.0,-226.02900828248198,A,1,3,1,2018,OH,top outside-pool diagnostic only; not evidence of feasible improving columns
131317234,7000.0,-226.04287276720785,A,0,3,4,2018,CA,top outside-pool diagnostic only; not evidence of feasible improving columns
131920917,7000.0,-226.04287276720785,A,0,1,1,2018,CA,top outside-pool diagnostic only; not evidence of feasible improving columns
150641843,6000.0,-226.0582091490728,A,1,1,1,2019,other,top outside-pool diagnostic only; not evidence of feasible improving columns
152010214,3600.0,-226.06554288519953,A,2,3,1,2019,FL,top outside-pool diagnostic only; not evidence of feasible improving columns
152550447,3600.0,-226.06554288519953,A,2,0,1,2019,NJ,top outside-pool diagnostic only; not evidence of feasible improving columns
155380190,7500.0,-226.15717455142084,A,0,1,0,2019,CA,top outside-pool diagnostic only; not evidence of feasible improving columns
145791128,5000.0,-226.167128288021,A,1,2,1,2019,MI,top outside-pool diagnostic only; not evidence of feasible improving columns
144877081,5000.0,-226.167128288021,A,1,0,2,2019,CA,top outside-pool diagnostic only; not evidence of feasible improving columns
146133874,5000.0,-226.167128288021,A,1,2,3,2019,FL,top outside-pool diagnostic only; not evidence of feasible improving columns
138894905,4800.0,-226.18230178134192,A,1,3,1,2018,NY,top outside-pool diagnostic only; not evidence of feasible improving columns
151524659,8000.0,-226.18656443794512,A,0,2,0,2019,MA,top outside-pool diagnostic only; not evidence of feasible improving columns
151125802,10000.0,-226.22458920890324,A,0,3,1,2019,NY,top outside-pool diagnostic only; not evidence of feasible improving columns
152133185,10000.0,-226.22458920890324,A,0,3,0,2019,NY,top outside-pool diagnostic only; not evidence of feasible improving columns
152575177,10000.0,-226.22458920890324,A,0,3,0,2019,GA,top outside-pool diagnostic only; not evidence of feasible improving columns
131727557,7000.0,-226.23236248871495,A,0,4,2,2018,other,top outside-pool diagnostic only; not evidence of feasible improving columns
133932280,10000.0,-226.28605051696428,A,0,2,4,2018,VA,top outside-pool diagnostic only; not evidence of feasible improving columns
162619174,5200.0,-226.2885339212334,A,1,2,2,2019,AZ,top outside-pool diagnostic only; not evidence of feasible improving columns
128033362,8000.0,-226.31120884263026,A,0,0,1,2018,CA,top outside-pool diagnostic only; not evidence of feasible improving columns
127549997,8000.0,-226.31120884263026,A,0,1,2,2018,NY,top outside-pool diagnostic only; not evidence of feasible improving columns
128551920,8000.0,-226.31120884263026,A,0,0,4,2018,OH,top outside-pool diagnostic only; not evidence of feasible improving columns
128812295,8000.0,-226.31120884263026,A,0,2,1,2018,FL,top outside-pool diagnostic only; not evidence of feasible improving columns
127771612,20000.0,-226.3365522786015,A,0,4,3,2018,NJ,top outside-pool diagnostic only; not evidence of feasible improving columns
126760042,20000.0,-226.3365522786015,A,0,4,2,2018,CA,top outside-pool diagnostic only; not evidence of feasible improving columns
126271916,20000.0,-226.3365522786015,A,0,3,2,2018,IL,top outside-pool diagnostic only; not evidence of feasible improving columns
127057048,20000.0,-226.3365522786015,A,0,2,0,2018,CA,top outside-pool diagnostic only; not evidence of feasible improving columns
159613538,24000.0,-226.37763463670896,A,0,4,0,2019,PA,top outside-pool diagnostic only; not evidence of feasible improving columns
134480558,8000.0,-226.38458931107598,A,0,3,1,2018,NY,top outside-pool diagnostic only; not evidence of feasible improving columns
135760311,8000.0,-226.38458931107598,A,0,0,0,2018,MA,top outside-pool diagnostic only; not evidence of feasible improving columns
135114786,8000.0,-226.38458931107598,A,0,4,3,2018,FL,top outside-pool diagnostic only; not evidence of feasible improving columns
134816820,8000.0,-226.38458931107598,A,0,2,3,2018,other,top outside-pool diagnostic only; not evidence of feasible improving columns
130658720,3850.0,-226.43702436247267,A,1,1,2,2018,other,top outside-pool diagnostic only; not evidence of feasible improving columns
127277984,9000.0,-226.4477680917703,A,0,0,0,2018,CA,top outside-pool diagnostic only; not evidence of feasible improving columns
155637022,16500.0,-226.46814992675252,A,0,4,0,2019,other,top outside-pool diagnostic only; not evidence of feasible improving columns
140734787,4000.0,-226.49066745268965,A,1,0,2,2018,IN,top outside-pool diagnostic only; not evidence of feasible improving columns
132360292,4800.0,-226.49238157916096,A,1,0,2,2018,MI,top outside-pool diagnostic only; not evidence of feasible improving columns
158689926,7325.0,-226.51655215526483,A,0,4,2,2019,MA,top outside-pool diagnostic only; not evidence of feasible improving columns
138869238,6500.0,-226.56897787352952,A,1,0,2,2018,other,top outside-pool diagnostic only; not evidence of feasible improving columns
128412504,10000.0,-226.61146197857798,A,0,1,0,2018,TX,top outside-pool diagnostic only; not evidence of feasible improving columns
128812350,10000.0,-226.61146197857798,A,0,0,3,2018,FL,top outside-pool diagnostic only; not evidence of feasible improving columns
130269853,21000.0,-226.61539951042954,A,0,3,0,2018,NJ,top outside-pool diagnostic only; not evidence of feasible improving columns
141293298,10000.0,-226.61579763735483,A,0,0,3,2018,other,top outside-pool diagnostic only; not evidence of feasible improving columns
141126802,10000.0,-226.61579763735483,A,0,4,0,2018,CA,top outside-pool diagnostic only; not evidence of feasible improving columns
141307430,10000.0,-226.61579763735483,A,0,3,2,2018,IL,top outside-pool diagnostic only; not evidence of feasible improving columns
142238903,10000.0,-226.61579763735483,A,0,3,0,2018,MI,top outside-pool diagnostic only; not evidence of feasible improving columns
